v [cm$^{-1}$]    I(v) [$\AA^{4}$ amu$^{-1}$]    I_Norm(v) [AU]
    95.000000                       6.458546          0.001689
    95.100000                       5.930855          0.001551
    95.200000                       5.532381          0.001447
    95.300000                       5.245534          0.001372
    95.400000                       5.060110          0.001323
    95.500000                       4.972396          0.001301
    95.600000                       4.985163          0.001304
    95.700000                       5.108577          0.001336
    95.800000                       5.362326          0.001402
    95.900000                       5.779616          0.001512
    96.000000                       6.414299          0.001678
    96.100000                       7.353598          0.001923
    96.200000                       8.741278          0.002286
    96.300000                      10.820641          0.002830
    96.400000                      14.014432          0.003665
    96.500000                      19.063090          0.004986
    96.600000                      27.181584          0.007109
    96.700000                      39.708908          0.010386
    96.800000                      54.908272          0.014361
    96.900000                      61.718903          0.016142
    97.000000                      51.906892          0.013576
    97.100000                      36.575015          0.009566
    97.200000                      24.846690          0.006499
    97.300000                      17.325393          0.004531
    97.400000                      12.586805          0.003292
    97.500000                       9.513899          0.002488
    97.600000                       7.441681          0.001946
    97.700000                       5.989956          0.001567
    97.800000                       4.937608          0.001291
    97.900000                       4.151753          0.001086
    98.000000                       3.549633          0.000928
    98.100000                       3.077924          0.000805
    98.200000                       2.701183          0.000706
    98.300000                       2.395180          0.000626
    98.400000                       2.142932          0.000560
    98.500000                       1.932267          0.000505
    98.600000                       1.754282          0.000459
    98.700000                       1.602347          0.000419
    98.800000                       1.471447          0.000385
    98.900000                       1.357728          0.000355
    99.000000                       1.258192          0.000329
    99.100000                       1.170476          0.000306
    99.200000                       1.092697          0.000286
    99.300000                       1.023340          0.000268
    99.400000                       0.961174          0.000251
    99.500000                       0.905190          0.000237
    99.600000                       0.854553          0.000224
    99.700000                       0.808571          0.000211
    99.800000                       0.766660          0.000201
    99.900000                       0.728331          0.000190
   100.000000                       0.693166          0.000181
   100.100000                       0.660809          0.000173
   100.200000                       0.630957          0.000165
   100.300000                       0.603345          0.000158
   100.400000                       0.577745          0.000151
   100.500000                       0.553960          0.000145
   100.600000                       0.531815          0.000139
   100.700000                       0.511160          0.000134
   100.800000                       0.491860          0.000129
   100.900000                       0.473797          0.000124
   101.000000                       0.456868          0.000119
   101.100000                       0.440980          0.000115
   101.200000                       0.426049          0.000111
   101.300000                       0.412004          0.000108
   101.400000                       0.398779          0.000104
   101.500000                       0.386314          0.000101
   101.600000                       0.374558          0.000098
   101.700000                       0.363464          0.000095
   101.800000                       0.352991          0.000092
   101.900000                       0.343102          0.000090
   102.000000                       0.333762          0.000087
   102.100000                       0.324945          0.000085
   102.200000                       0.316624          0.000083
   102.300000                       0.308777          0.000081
   102.400000                       0.301387          0.000079
   102.500000                       0.294438          0.000077
   102.600000                       0.287918          0.000075
   102.700000                       0.281821          0.000074
   102.800000                       0.276141          0.000072
   102.900000                       0.270878          0.000071
   103.000000                       0.266039          0.000070
   103.100000                       0.261631          0.000068
   103.200000                       0.257673          0.000067
   103.300000                       0.254188          0.000066
   103.400000                       0.251211          0.000066
   103.500000                       0.248787          0.000065
   103.600000                       0.246976          0.000065
   103.700000                       0.245860          0.000064
   103.800000                       0.245545          0.000064
   103.900000                       0.246173          0.000064
   104.000000                       0.247933          0.000065
   104.100000                       0.251082          0.000066
   104.200000                       0.255972          0.000067
   104.300000                       0.263092          0.000069
   104.400000                       0.273137          0.000071
   104.500000                       0.287116          0.000075
   104.600000                       0.306531          0.000080
   104.700000                       0.333682          0.000087
   104.800000                       0.372208          0.000097
   104.900000                       0.428067          0.000112
   105.000000                       0.511356          0.000134
   105.100000                       0.639659          0.000167
   105.200000                       0.843450          0.000221
   105.300000                       1.169554          0.000306
   105.400000                       1.650379          0.000432
   105.500000                       2.140364          0.000560
   105.600000                       2.195002          0.000574
   105.700000                       1.743656          0.000456
   105.800000                       1.234865          0.000323
   105.900000                       0.875507          0.000229
   106.000000                       0.647904          0.000169
   106.100000                       0.503272          0.000132
   106.200000                       0.408092          0.000107
   106.300000                       0.342853          0.000090
   106.400000                       0.296380          0.000078
   106.500000                       0.262116          0.000069
   106.600000                       0.236079          0.000062
   106.700000                       0.215763          0.000056
   106.800000                       0.199542          0.000052
   106.900000                       0.186323          0.000049
   107.000000                       0.175357          0.000046
   107.100000                       0.166112          0.000043
   107.200000                       0.158207          0.000041
   107.300000                       0.151362          0.000040
   107.400000                       0.145367          0.000038
   107.500000                       0.140063          0.000037
   107.600000                       0.135328          0.000035
   107.700000                       0.131065          0.000034
   107.800000                       0.127199          0.000033
   107.900000                       0.123669          0.000032
   108.000000                       0.120427          0.000031
   108.100000                       0.117433          0.000031
   108.200000                       0.114655          0.000030
   108.300000                       0.112066          0.000029
   108.400000                       0.109642          0.000029
   108.500000                       0.107366          0.000028
   108.600000                       0.105220          0.000028
   108.700000                       0.103192          0.000027
   108.800000                       0.101270          0.000026
   108.900000                       0.099443          0.000026
   109.000000                       0.097704          0.000026
   109.100000                       0.096044          0.000025
   109.200000                       0.094457          0.000025
   109.300000                       0.092936          0.000024
   109.400000                       0.091478          0.000024
   109.500000                       0.090076          0.000024
   109.600000                       0.088728          0.000023
   109.700000                       0.087430          0.000023
   109.800000                       0.086177          0.000023
   109.900000                       0.084968          0.000022
   110.000000                       0.083800          0.000022
   110.100000                       0.082670          0.000022
   110.200000                       0.081577          0.000021
   110.300000                       0.080518          0.000021
   110.400000                       0.079491          0.000021
   110.500000                       0.078495          0.000021
   110.600000                       0.077528          0.000020
   110.700000                       0.076589          0.000020
   110.800000                       0.075676          0.000020
   110.900000                       0.074789          0.000020
   111.000000                       0.073926          0.000019
   111.100000                       0.073087          0.000019
   111.200000                       0.072269          0.000019
   111.300000                       0.071473          0.000019
   111.400000                       0.070698          0.000018
   111.500000                       0.069943          0.000018
   111.600000                       0.069206          0.000018
   111.700000                       0.068488          0.000018
   111.800000                       0.067788          0.000018
   111.900000                       0.067105          0.000018
   112.000000                       0.066439          0.000017
   112.100000                       0.065788          0.000017
   112.200000                       0.065153          0.000017
   112.300000                       0.064534          0.000017
   112.400000                       0.063928          0.000017
   112.500000                       0.063337          0.000017
   112.600000                       0.062760          0.000016
   112.700000                       0.062197          0.000016
   112.800000                       0.061646          0.000016
   112.900000                       0.061108          0.000016
   113.000000                       0.060583          0.000016
   113.100000                       0.060069          0.000016
   113.200000                       0.059567          0.000016
   113.300000                       0.059077          0.000015
   113.400000                       0.058598          0.000015
   113.500000                       0.058130          0.000015
   113.600000                       0.057673          0.000015
   113.700000                       0.057226          0.000015
   113.800000                       0.056790          0.000015
   113.900000                       0.056364          0.000015
   114.000000                       0.055947          0.000015
   114.100000                       0.055540          0.000015
   114.200000                       0.055143          0.000014
   114.300000                       0.054755          0.000014
   114.400000                       0.054376          0.000014
   114.500000                       0.054006          0.000014
   114.600000                       0.053645          0.000014
   114.700000                       0.053293          0.000014
   114.800000                       0.052949          0.000014
   114.900000                       0.052614          0.000014
   115.000000                       0.052287          0.000014
   115.100000                       0.051969          0.000014
   115.200000                       0.051658          0.000014
   115.300000                       0.051356          0.000013
   115.400000                       0.051061          0.000013
   115.500000                       0.050774          0.000013
   115.600000                       0.050495          0.000013
   115.700000                       0.050224          0.000013
   115.800000                       0.049960          0.000013
   115.900000                       0.049704          0.000013
   116.000000                       0.049456          0.000013
   116.100000                       0.049214          0.000013
   116.200000                       0.048981          0.000013
   116.300000                       0.048754          0.000013
   116.400000                       0.048535          0.000013
   116.500000                       0.048323          0.000013
   116.600000                       0.048118          0.000013
   116.700000                       0.047921          0.000013
   116.800000                       0.047730          0.000012
   116.900000                       0.047547          0.000012
   117.000000                       0.047371          0.000012
   117.100000                       0.047203          0.000012
   117.200000                       0.047041          0.000012
   117.300000                       0.046887          0.000012
   117.400000                       0.046740          0.000012
   117.500000                       0.046600          0.000012
   117.600000                       0.046467          0.000012
   117.700000                       0.046342          0.000012
   117.800000                       0.046224          0.000012
   117.900000                       0.046114          0.000012
   118.000000                       0.046011          0.000012
   118.100000                       0.045915          0.000012
   118.200000                       0.045827          0.000012
   118.300000                       0.045747          0.000012
   118.400000                       0.045675          0.000012
   118.500000                       0.045610          0.000012
   118.600000                       0.045553          0.000012
   118.700000                       0.045505          0.000012
   118.800000                       0.045464          0.000012
   118.900000                       0.045432          0.000012
   119.000000                       0.045408          0.000012
   119.100000                       0.045393          0.000012
   119.200000                       0.045387          0.000012
   119.300000                       0.045389          0.000012
   119.400000                       0.045401          0.000012
   119.500000                       0.045422          0.000012
   119.600000                       0.045452          0.000012
   119.700000                       0.045493          0.000012
   119.800000                       0.045543          0.000012
   119.900000                       0.045603          0.000012
   120.000000                       0.045674          0.000012
   120.100000                       0.045755          0.000012
   120.200000                       0.045847          0.000012
   120.300000                       0.045951          0.000012
   120.400000                       0.046067          0.000012
   120.500000                       0.046194          0.000012
   120.600000                       0.046334          0.000012
   120.700000                       0.046487          0.000012
   120.800000                       0.046652          0.000012
   120.900000                       0.046832          0.000012
   121.000000                       0.047026          0.000012
   121.100000                       0.047234          0.000012
   121.200000                       0.047457          0.000012
   121.300000                       0.047697          0.000012
   121.400000                       0.047952          0.000013
   121.500000                       0.048225          0.000013
   121.600000                       0.048516          0.000013
   121.700000                       0.048824          0.000013
   121.800000                       0.049153          0.000013
   121.900000                       0.049501          0.000013
   122.000000                       0.049870          0.000013
   122.100000                       0.050261          0.000013
   122.200000                       0.050675          0.000013
   122.300000                       0.051113          0.000013
   122.400000                       0.051576          0.000013
   122.500000                       0.052065          0.000014
   122.600000                       0.052582          0.000014
   122.700000                       0.053128          0.000014
   122.800000                       0.053705          0.000014
   122.900000                       0.054314          0.000014
   123.000000                       0.054957          0.000014
   123.100000                       0.055636          0.000015
   123.200000                       0.056353          0.000015
   123.300000                       0.057109          0.000015
   123.400000                       0.057909          0.000015
   123.500000                       0.058753          0.000015
   123.600000                       0.059644          0.000016
   123.700000                       0.060587          0.000016
   123.800000                       0.061583          0.000016
   123.900000                       0.062636          0.000016
   124.000000                       0.063750          0.000017
   124.100000                       0.064930          0.000017
   124.200000                       0.066179          0.000017
   124.300000                       0.067502          0.000018
   124.400000                       0.068905          0.000018
   124.500000                       0.070393          0.000018
   124.600000                       0.071973          0.000019
   124.700000                       0.073652          0.000019
   124.800000                       0.075437          0.000020
   124.900000                       0.077336          0.000020
   125.000000                       0.079360          0.000021
   125.100000                       0.081517          0.000021
   125.200000                       0.083820          0.000022
   125.300000                       0.086280          0.000023
   125.400000                       0.088913          0.000023
   125.500000                       0.091732          0.000024
   125.600000                       0.094756          0.000025
   125.700000                       0.098003          0.000026
   125.800000                       0.101496          0.000027
   125.900000                       0.105259          0.000028
   126.000000                       0.109319          0.000029
   126.100000                       0.113708          0.000030
   126.200000                       0.118461          0.000031
   126.300000                       0.123617          0.000032
   126.400000                       0.129224          0.000034
   126.500000                       0.135334          0.000035
   126.600000                       0.142007          0.000037
   126.700000                       0.149314          0.000039
   126.800000                       0.157336          0.000041
   126.900000                       0.166169          0.000043
   127.000000                       0.175924          0.000046
   127.100000                       0.186731          0.000049
   127.200000                       0.198747          0.000052
   127.300000                       0.212157          0.000055
   127.400000                       0.227182          0.000059
   127.500000                       0.244090          0.000064
   127.600000                       0.263207          0.000069
   127.700000                       0.284932          0.000075
   127.800000                       0.309757          0.000081
   127.900000                       0.338297          0.000088
   128.000000                       0.371326          0.000097
   128.100000                       0.409828          0.000107
   128.200000                       0.455072          0.000119
   128.300000                       0.508713          0.000133
   128.400000                       0.572942          0.000150
   128.500000                       0.650705          0.000170
   128.600000                       0.746036          0.000195
   128.700000                       0.864565          0.000226
   128.800000                       1.014327          0.000265
   128.900000                       1.207073          0.000316
   129.000000                       1.460471          0.000382
   129.100000                       1.801912          0.000471
   129.200000                       2.275321          0.000595
   129.300000                       2.953671          0.000773
   129.400000                       3.962274          0.001036
   129.500000                       5.520346          0.001444
   129.600000                       7.998284          0.002092
   129.700000                      11.884174          0.003108
   129.800000                      17.065118          0.004463
   129.900000                      20.641015          0.005399
   130.000000                      18.617259          0.004869
   130.100000                      13.443659          0.003516
   130.200000                       9.057320          0.002369
   130.300000                       6.184587          0.001618
   130.400000                       4.383941          0.001147
   130.500000                       3.231307          0.000845
   130.600000                       2.465633          0.000645
   130.700000                       1.937417          0.000507
   130.800000                       1.560333          0.000408
   130.900000                       1.282991          0.000336
   131.000000                       1.073700          0.000281
   131.100000                       0.912232          0.000239
   131.200000                       0.785259          0.000205
   131.300000                       0.683746          0.000179
   131.400000                       0.601411          0.000157
   131.500000                       0.533783          0.000140
   131.600000                       0.477619          0.000125
   131.700000                       0.430520          0.000113
   131.800000                       0.390686          0.000102
   131.900000                       0.356744          0.000093
   132.000000                       0.327635          0.000086
   132.100000                       0.302531          0.000079
   132.200000                       0.280781          0.000073
   132.300000                       0.261866          0.000068
   132.400000                       0.245370          0.000064
   132.500000                       0.230959          0.000060
   132.600000                       0.218363          0.000057
   132.700000                       0.207362          0.000054
   132.800000                       0.197781          0.000052
   132.900000                       0.189478          0.000050
   133.000000                       0.182342          0.000048
   133.100000                       0.176289          0.000046
   133.200000                       0.171258          0.000045
   133.300000                       0.167211          0.000044
   133.400000                       0.164132          0.000043
   133.500000                       0.162028          0.000042
   133.600000                       0.160933          0.000042
   133.700000                       0.160909          0.000042
   133.800000                       0.162052          0.000042
   133.900000                       0.164505          0.000043
   134.000000                       0.168466          0.000044
   134.100000                       0.174208          0.000046
   134.200000                       0.182109          0.000048
   134.300000                       0.192692          0.000050
   134.400000                       0.206690          0.000054
   134.500000                       0.225144          0.000059
   134.600000                       0.249564          0.000065
   134.700000                       0.282191          0.000074
   134.800000                       0.326443          0.000085
   134.900000                       0.387699          0.000101
   135.000000                       0.474711          0.000124
   135.100000                       0.602232          0.000158
   135.200000                       0.795865          0.000208
   135.300000                       1.100258          0.000288
   135.400000                       1.586960          0.000415
   135.500000                       2.324020          0.000608
   135.600000                       3.160009          0.000826
   135.700000                       3.416869          0.000894
   135.800000                       2.778265          0.000727
   135.900000                       1.935932          0.000506
   136.000000                       1.318448          0.000345
   136.100000                       0.926031          0.000242
   136.200000                       0.678564          0.000177
   136.300000                       0.517568          0.000135
   136.400000                       0.408666          0.000107
   136.500000                       0.332200          0.000087
   136.600000                       0.276693          0.000072
   136.700000                       0.235218          0.000062
   136.800000                       0.203442          0.000053
   136.900000                       0.178561          0.000047
   137.000000                       0.158708          0.000042
   137.100000                       0.142602          0.000037
   137.200000                       0.129343          0.000034
   137.300000                       0.118285          0.000031
   137.400000                       0.108955          0.000028
   137.500000                       0.101001          0.000026
   137.600000                       0.094156          0.000025
   137.700000                       0.088216          0.000023
   137.800000                       0.083021          0.000022
   137.900000                       0.078446          0.000021
   138.000000                       0.074390          0.000019
   138.100000                       0.070774          0.000019
   138.200000                       0.067532          0.000018
   138.300000                       0.064611          0.000017
   138.400000                       0.061967          0.000016
   138.500000                       0.059564          0.000016
   138.600000                       0.057371          0.000015
   138.700000                       0.055361          0.000014
   138.800000                       0.053514          0.000014
   138.900000                       0.051811          0.000014
   139.000000                       0.050235          0.000013
   139.100000                       0.048773          0.000013
   139.200000                       0.047414          0.000012
   139.300000                       0.046147          0.000012
   139.400000                       0.044962          0.000012
   139.500000                       0.043853          0.000011
   139.600000                       0.042812          0.000011
   139.700000                       0.041833          0.000011
   139.800000                       0.040910          0.000011
   139.900000                       0.040040          0.000010
   140.000000                       0.039217          0.000010
   140.100000                       0.038437          0.000010
   140.200000                       0.037699          0.000010
   140.300000                       0.036997          0.000010
   140.400000                       0.036330          0.000010
   140.500000                       0.035695          0.000009
   140.600000                       0.035089          0.000009
   140.700000                       0.034512          0.000009
   140.800000                       0.033960          0.000009
   140.900000                       0.033432          0.000009
   141.000000                       0.032927          0.000009
   141.100000                       0.032442          0.000008
   141.200000                       0.031978          0.000008
   141.300000                       0.031532          0.000008
   141.400000                       0.031104          0.000008
   141.500000                       0.030692          0.000008
   141.600000                       0.030296          0.000008
   141.700000                       0.029914          0.000008
   141.800000                       0.029546          0.000008
   141.900000                       0.029191          0.000008
   142.000000                       0.028849          0.000008
   142.100000                       0.028518          0.000007
   142.200000                       0.028199          0.000007
   142.300000                       0.027890          0.000007
   142.400000                       0.027592          0.000007
   142.500000                       0.027303          0.000007
   142.600000                       0.027023          0.000007
   142.700000                       0.026751          0.000007
   142.800000                       0.026489          0.000007
   142.900000                       0.026234          0.000007
   143.000000                       0.025986          0.000007
   143.100000                       0.025746          0.000007
   143.200000                       0.025513          0.000007
   143.300000                       0.025287          0.000007
   143.400000                       0.025066          0.000007
   143.500000                       0.024852          0.000007
   143.600000                       0.024644          0.000006
   143.700000                       0.024442          0.000006
   143.800000                       0.024245          0.000006
   143.900000                       0.024053          0.000006
   144.000000                       0.023866          0.000006
   144.100000                       0.023684          0.000006
   144.200000                       0.023506          0.000006
   144.300000                       0.023333          0.000006
   144.400000                       0.023164          0.000006
   144.500000                       0.023000          0.000006
   144.600000                       0.022839          0.000006
   144.700000                       0.022682          0.000006
   144.800000                       0.022529          0.000006
   144.900000                       0.022380          0.000006
   145.000000                       0.022234          0.000006
   145.100000                       0.022091          0.000006
   145.200000                       0.021952          0.000006
   145.300000                       0.021816          0.000006
   145.400000                       0.021682          0.000006
   145.500000                       0.021552          0.000006
   145.600000                       0.021425          0.000006
   145.700000                       0.021300          0.000006
   145.800000                       0.021178          0.000006
   145.900000                       0.021059          0.000006
   146.000000                       0.020942          0.000005
   146.100000                       0.020828          0.000005
   146.200000                       0.020716          0.000005
   146.300000                       0.020606          0.000005
   146.400000                       0.020499          0.000005
   146.500000                       0.020393          0.000005
   146.600000                       0.020290          0.000005
   146.700000                       0.020189          0.000005
   146.800000                       0.020090          0.000005
   146.900000                       0.019993          0.000005
   147.000000                       0.019898          0.000005
   147.100000                       0.019804          0.000005
   147.200000                       0.019713          0.000005
   147.300000                       0.019623          0.000005
   147.400000                       0.019535          0.000005
   147.500000                       0.019448          0.000005
   147.600000                       0.019363          0.000005
   147.700000                       0.019280          0.000005
   147.800000                       0.019198          0.000005
   147.900000                       0.019118          0.000005
   148.000000                       0.019039          0.000005
   148.100000                       0.018962          0.000005
   148.200000                       0.018886          0.000005
   148.300000                       0.018811          0.000005
   148.400000                       0.018738          0.000005
   148.500000                       0.018666          0.000005
   148.600000                       0.018595          0.000005
   148.700000                       0.018526          0.000005
   148.800000                       0.018458          0.000005
   148.900000                       0.018390          0.000005
   149.000000                       0.018325          0.000005
   149.100000                       0.018260          0.000005
   149.200000                       0.018196          0.000005
   149.300000                       0.018134          0.000005
   149.400000                       0.018072          0.000005
   149.500000                       0.018012          0.000005
   149.600000                       0.017952          0.000005
   149.700000                       0.017894          0.000005
   149.800000                       0.017836          0.000005
   149.900000                       0.017780          0.000005
   150.000000                       0.017724          0.000005
   150.100000                       0.017670          0.000005
   150.200000                       0.017616          0.000005
   150.300000                       0.017563          0.000005
   150.400000                       0.017511          0.000005
   150.500000                       0.017460          0.000005
   150.600000                       0.017409          0.000005
   150.700000                       0.017360          0.000005
   150.800000                       0.017311          0.000005
   150.900000                       0.017263          0.000005
   151.000000                       0.017216          0.000005
   151.100000                       0.017170          0.000004
   151.200000                       0.017124          0.000004
   151.300000                       0.017079          0.000004
   151.400000                       0.017035          0.000004
   151.500000                       0.016992          0.000004
   151.600000                       0.016949          0.000004
   151.700000                       0.016907          0.000004
   151.800000                       0.016865          0.000004
   151.900000                       0.016824          0.000004
   152.000000                       0.016784          0.000004
   152.100000                       0.016745          0.000004
   152.200000                       0.016706          0.000004
   152.300000                       0.016668          0.000004
   152.400000                       0.016630          0.000004
   152.500000                       0.016593          0.000004
   152.600000                       0.016557          0.000004
   152.700000                       0.016521          0.000004
   152.800000                       0.016485          0.000004
   152.900000                       0.016451          0.000004
   153.000000                       0.016416          0.000004
   153.100000                       0.016383          0.000004
   153.200000                       0.016349          0.000004
   153.300000                       0.016317          0.000004
   153.400000                       0.016285          0.000004
   153.500000                       0.016253          0.000004
   153.600000                       0.016222          0.000004
   153.700000                       0.016191          0.000004
   153.800000                       0.016161          0.000004
   153.900000                       0.016132          0.000004
   154.000000                       0.016103          0.000004
   154.100000                       0.016074          0.000004
   154.200000                       0.016046          0.000004
   154.300000                       0.016018          0.000004
   154.400000                       0.015991          0.000004
   154.500000                       0.015964          0.000004
   154.600000                       0.015937          0.000004
   154.700000                       0.015911          0.000004
   154.800000                       0.015886          0.000004
   154.900000                       0.015860          0.000004
   155.000000                       0.015836          0.000004
   155.100000                       0.015811          0.000004
   155.200000                       0.015787          0.000004
   155.300000                       0.015764          0.000004
   155.400000                       0.015741          0.000004
   155.500000                       0.015718          0.000004
   155.600000                       0.015696          0.000004
   155.700000                       0.015674          0.000004
   155.800000                       0.015652          0.000004
   155.900000                       0.015631          0.000004
   156.000000                       0.015610          0.000004
   156.100000                       0.015589          0.000004
   156.200000                       0.015569          0.000004
   156.300000                       0.015549          0.000004
   156.400000                       0.015530          0.000004
   156.500000                       0.015511          0.000004
   156.600000                       0.015492          0.000004
   156.700000                       0.015473          0.000004
   156.800000                       0.015455          0.000004
   156.900000                       0.015438          0.000004
   157.000000                       0.015420          0.000004
   157.100000                       0.015403          0.000004
   157.200000                       0.015386          0.000004
   157.300000                       0.015370          0.000004
   157.400000                       0.015354          0.000004
   157.500000                       0.015338          0.000004
   157.600000                       0.015322          0.000004
   157.700000                       0.015307          0.000004
   157.800000                       0.015292          0.000004
   157.900000                       0.015277          0.000004
   158.000000                       0.015263          0.000004
   158.100000                       0.015249          0.000004
   158.200000                       0.015235          0.000004
   158.300000                       0.015222          0.000004
   158.400000                       0.015208          0.000004
   158.500000                       0.015196          0.000004
   158.600000                       0.015183          0.000004
   158.700000                       0.015171          0.000004
   158.800000                       0.015158          0.000004
   158.900000                       0.015147          0.000004
   159.000000                       0.015135          0.000004
   159.100000                       0.015124          0.000004
   159.200000                       0.015113          0.000004
   159.300000                       0.015102          0.000004
   159.400000                       0.015092          0.000004
   159.500000                       0.015082          0.000004
   159.600000                       0.015072          0.000004
   159.700000                       0.015062          0.000004
   159.800000                       0.015053          0.000004
   159.900000                       0.015043          0.000004
   160.000000                       0.015034          0.000004
   160.100000                       0.015026          0.000004
   160.200000                       0.015017          0.000004
   160.300000                       0.015009          0.000004
   160.400000                       0.015001          0.000004
   160.500000                       0.014994          0.000004
   160.600000                       0.014986          0.000004
   160.700000                       0.014979          0.000004
   160.800000                       0.014972          0.000004
   160.900000                       0.014965          0.000004
   161.000000                       0.014959          0.000004
   161.100000                       0.014953          0.000004
   161.200000                       0.014947          0.000004
   161.300000                       0.014941          0.000004
   161.400000                       0.014935          0.000004
   161.500000                       0.014930          0.000004
   161.600000                       0.014925          0.000004
   161.700000                       0.014920          0.000004
   161.800000                       0.014915          0.000004
   161.900000                       0.014911          0.000004
   162.000000                       0.014907          0.000004
   162.100000                       0.014903          0.000004
   162.200000                       0.014899          0.000004
   162.300000                       0.014896          0.000004
   162.400000                       0.014892          0.000004
   162.500000                       0.014889          0.000004
   162.600000                       0.014886          0.000004
   162.700000                       0.014884          0.000004
   162.800000                       0.014881          0.000004
   162.900000                       0.014879          0.000004
   163.000000                       0.014877          0.000004
   163.100000                       0.014875          0.000004
   163.200000                       0.014874          0.000004
   163.300000                       0.014872          0.000004
   163.400000                       0.014871          0.000004
   163.500000                       0.014870          0.000004
   163.600000                       0.014869          0.000004
   163.700000                       0.014869          0.000004
   163.800000                       0.014869          0.000004
   163.900000                       0.014869          0.000004
   164.000000                       0.014869          0.000004
   164.100000                       0.014869          0.000004
   164.200000                       0.014870          0.000004
   164.300000                       0.014870          0.000004
   164.400000                       0.014871          0.000004
   164.500000                       0.014872          0.000004
   164.600000                       0.014874          0.000004
   164.700000                       0.014875          0.000004
   164.800000                       0.014877          0.000004
   164.900000                       0.014879          0.000004
   165.000000                       0.014881          0.000004
   165.100000                       0.014884          0.000004
   165.200000                       0.014886          0.000004
   165.300000                       0.014889          0.000004
   165.400000                       0.014892          0.000004
   165.500000                       0.014895          0.000004
   165.600000                       0.014899          0.000004
   165.700000                       0.014902          0.000004
   165.800000                       0.014906          0.000004
   165.900000                       0.014910          0.000004
   166.000000                       0.014914          0.000004
   166.100000                       0.014919          0.000004
   166.200000                       0.014923          0.000004
   166.300000                       0.014928          0.000004
   166.400000                       0.014933          0.000004
