theta,int
26.38221,0.00000
26.38221,0.00000
26.38221,0.00000
26.38221,0.00000
26.38221,0.00000
26.38221,0.00000
26.38221,0.00000
26.38221,0.00000
26.38221,0.00000
26.38221,0.00000
26.38221,0.00000
26.42408,0.00000
26.42408,0.00000
26.42408,0.00000
26.42408,0.00000
26.44727,0.00000
26.44727,0.00000
26.44727,0.00000
26.44727,0.00000
26.44727,0.00000
26.44727,0.00000
26.44727,0.00000
26.44727,0.00000
26.44727,0.00000
26.44727,0.00000
26.44727,0.00000
26.44727,0.00000
26.44727,0.00000
26.44727,0.00000
26.44727,0.00000
26.44727,0.00000
26.48923,0.00000
26.48923,0.00000
26.48923,0.00000
26.48923,0.00000
26.66056,0.00000
26.66056,0.00000
26.66056,0.00000
26.66056,0.00000
26.66056,0.00000
26.66056,0.00000
26.66056,0.00000
26.66056,0.00000
26.72632,0.00000
26.72632,0.00000
26.72632,0.00000
26.72632,0.00000
26.72632,0.00000
26.72632,0.00000
26.72632,0.00000
26.72632,0.00000
27.05956,0.00000
27.05956,0.00000
27.05956,0.00000
27.05956,0.00000
27.05956,0.00000
27.05956,0.00000
27.05956,0.00000
27.05956,0.00000
27.12634,0.00000
27.12634,0.00000
27.12634,0.00000
27.12634,0.00000
27.12634,0.00000
27.12634,0.00000
27.12634,0.00000
27.12634,0.00000
27.35862,0.00000
27.35862,0.00000
27.35862,0.00000
27.35862,0.00000
27.35862,0.00000
27.35862,0.00000
27.35862,0.00000
27.35862,0.00000
27.42618,0.00000
27.42618,0.00000
27.42618,0.00000
27.42618,0.00000
27.42618,0.00000
27.42618,0.00000
27.42618,0.00000
27.42618,0.00000
27.48020,0.08832
27.48020,0.08832
27.48020,0.08832
27.48020,0.08832
27.48020,0.08832
27.48020,0.08832
27.48020,0.08832
27.48020,0.08832
27.54806,0.04393
27.54806,0.04393
27.54806,0.04393
27.54806,0.04393
27.54806,0.04393
27.54806,0.04393
27.54806,0.04393
27.54806,0.04393
27.57438,1.25015
27.57438,1.25015
27.57438,1.25015
27.57438,1.25015
27.57438,1.25015
27.57438,1.25015
27.57438,1.25015
27.57438,1.25015
27.64249,0.62184
27.64249,0.62184
27.64249,0.62184
27.64249,0.62184
27.64249,0.62184
27.64249,0.62184
27.64249,0.62184
27.64249,0.62184
27.88152,0.29775
27.88152,0.29775
27.88152,0.29775
27.88152,0.29775
27.88152,0.29775
27.88152,0.29775
27.88152,0.29775
27.88152,0.29775
27.95042,0.14801
27.95042,0.14801
27.95042,0.14801
27.95042,0.14801
27.95042,0.14801
27.95042,0.14801
27.95042,0.14801
27.95042,0.14801
28.10665,0.00151
28.10665,0.00151
28.10665,0.00151
28.10665,0.00151
28.10665,0.00151
28.10665,0.00151
28.10665,0.00151
28.10665,0.00151
28.10665,0.00151
28.10665,0.00151
28.10665,0.00151
28.10665,0.00151
28.10665,0.00151
28.10665,0.00151
28.10665,0.00151
28.10665,0.00151
28.12002,1.52427
28.12002,1.52427
28.17613,0.00076
28.17613,0.00076
28.17613,0.00076
28.17613,0.00076
28.17613,0.00076
28.17613,0.00076
28.17613,0.00076
28.17613,0.00076
28.17613,0.00076
28.17613,0.00076
28.17613,0.00076
28.17613,0.00076
28.17613,0.00076
28.17613,0.00076
28.17613,0.00076
28.17613,0.00076
28.18953,0.75756
28.18953,0.75756
28.48695,0.00000
28.48695,0.00000
28.48695,0.00000
28.48695,0.00000
28.48695,0.00000
28.48695,0.00000
28.48695,0.00000
28.48695,0.00000
28.55740,0.00000
28.55740,0.00000
28.55740,0.00000
28.55740,0.00000
28.55740,0.00000
28.55740,0.00000
28.55740,0.00000
28.55740,0.00000
28.64297,2.01336
28.64297,2.01336
28.64297,2.01336
28.64297,2.01336
28.64297,2.01336
28.64297,2.01336
28.64297,2.01336
28.64297,2.01336
28.71382,1.00070
28.71382,1.00070
28.71382,1.00070
28.71382,1.00070
28.71382,1.00070
28.71382,1.00070
28.71382,1.00070
28.71382,1.00070
28.77234,0.00862
28.77234,0.00862
28.77234,0.00862
28.77234,0.00862
28.77234,0.00862
28.77234,0.00862
28.77234,0.00862
28.77234,0.00862
28.77234,0.00862
28.77234,0.00862
28.77234,0.00862
28.77234,0.00862
28.77234,0.00862
28.77234,0.00862
28.77234,0.00862
28.77234,0.00862
28.84353,0.00432
28.84353,0.00432
28.84353,0.00432
28.84353,0.00432
28.84353,0.00432
28.84353,0.00432
28.84353,0.00432
28.84353,0.00432
28.84353,0.00432
28.84353,0.00432
28.84353,0.00432
28.84353,0.00432
28.84353,0.00432
28.84353,0.00432
28.84353,0.00432
28.84353,0.00432
28.88844,0.00000
28.88844,0.00000
28.88844,0.00000
28.88844,0.00000
28.88844,0.00000
28.88844,0.00000
28.88844,0.00000
28.88844,0.00000
28.88844,0.00000
28.88844,0.00000
28.88844,0.00000
28.88844,0.00000
28.88844,0.00000
28.88844,0.00000
28.88844,0.00000
28.88844,0.00000
28.95993,0.00000
28.95993,0.00000
28.95993,0.00000
28.95993,0.00000
28.95993,0.00000
28.95993,0.00000
28.95993,0.00000
28.95993,0.00000
28.95993,0.00000
28.95993,0.00000
28.95993,0.00000
28.95993,0.00000
28.95993,0.00000
28.95993,0.00000
28.95993,0.00000
28.95993,0.00000
29.50021,0.00000
29.50021,0.00000
29.50021,0.00000
29.50021,0.00000
29.50021,0.00000
29.50021,0.00000
29.50021,0.00000
29.50021,0.00000
29.57328,0.00000
29.57328,0.00000
29.57328,0.00000
29.57328,0.00000
29.57328,0.00000
29.57328,0.00000
29.57328,0.00000
29.57328,0.00000
29.85161,0.98705
29.85161,0.98705
29.85161,0.98705
29.85161,0.98705
29.85161,0.98705
29.85161,0.98705
29.85161,0.98705
29.85161,0.98705
29.85161,0.98705
29.85161,0.98705
29.85161,0.98705
29.85161,0.98705
29.85161,0.98705
29.85161,0.98705
29.85161,0.98705
29.85161,0.98705
29.92559,0.49084
29.92559,0.49084
29.92559,0.49084
29.92559,0.49084
29.92559,0.49084
29.92559,0.49084
29.92559,0.49084
29.92559,0.49084
29.92559,0.49084
29.92559,0.49084
29.92559,0.49084
29.92559,0.49084
29.92559,0.49084
29.92559,0.49084
29.92559,0.49084
29.92559,0.49084
30.00115,0.00000
30.00115,0.00000
30.00115,0.00000
30.00115,0.00000
30.00115,0.00000
30.00115,0.00000
30.00115,0.00000
30.00115,0.00000
30.07552,0.00000
30.07552,0.00000
30.07552,0.00000
30.07552,0.00000
30.07552,0.00000
30.07552,0.00000
30.07552,0.00000
30.07552,0.00000
30.32289,6.88376
30.32289,6.88376
30.32289,6.88376
30.32289,6.88376
30.32289,6.88376
30.32289,6.88376
30.32289,6.88376
30.32289,6.88376
30.39810,3.42292
30.39810,3.42292
30.39810,3.42292
30.39810,3.42292
30.39810,3.42292
30.39810,3.42292
30.39810,3.42292
30.39810,3.42292
30.56817,0.00000
30.56817,0.00000
30.56817,0.00000
30.56817,0.00000
30.56817,0.00000
30.56817,0.00000
30.56817,0.00000
30.56817,0.00000
30.64401,0.00000
30.64401,0.00000
30.64401,0.00000
30.64401,0.00000
30.64401,0.00000
30.64401,0.00000
30.64401,0.00000
30.64401,0.00000
30.82398,0.00000
30.82398,0.00000
30.82398,0.00000
30.82398,0.00000
30.82398,0.00000
30.82398,0.00000
30.82398,0.00000
30.82398,0.00000
30.90049,0.00000
30.90049,0.00000
30.90049,0.00000
30.90049,0.00000
30.90049,0.00000
30.90049,0.00000
30.90049,0.00000
30.90049,0.00000
31.30571,0.01378
31.30571,0.01378
31.30571,0.01378
31.30571,0.01378
31.30571,0.01378
31.30571,0.01378
31.30571,0.01378
31.30571,0.01378
31.30571,0.01378
31.30571,0.01378
31.30571,0.01378
31.30571,0.01378
31.30571,0.01378
31.30571,0.01378
31.30571,0.01378
31.30571,0.01378
31.38348,0.00685
31.38348,0.00685
31.38348,0.00685
31.38348,0.00685
31.38348,0.00685
31.38348,0.00685
31.38348,0.00685
31.38348,0.00685
31.38348,0.00685
31.38348,0.00685
31.38348,0.00685
31.38348,0.00685
31.38348,0.00685
31.38348,0.00685
31.38348,0.00685
31.38348,0.00685
31.61545,0.00000
31.61545,0.00000
31.61545,0.00000
31.61545,0.00000
31.61545,0.00000
31.61545,0.00000
31.61545,0.00000
31.61545,0.00000
31.61545,0.00000
31.61545,0.00000
31.61545,0.00000
31.61545,0.00000
31.61545,0.00000
31.61545,0.00000
31.61545,0.00000
31.61545,0.00000
31.69403,0.00000
31.69403,0.00000
31.69403,0.00000
31.69403,0.00000
31.69403,0.00000
31.69403,0.00000
31.69403,0.00000
31.69403,0.00000
31.69403,0.00000
31.69403,0.00000
31.69403,0.00000
31.69403,0.00000
31.69403,0.00000
31.69403,0.00000
31.69403,0.00000
31.69403,0.00000
31.72209,0.00000
31.72209,0.00000
31.80095,0.00000
31.80095,0.00000
31.85176,0.00000
31.85176,0.00000
31.85176,0.00000
31.85176,0.00000
31.85176,0.00000
31.85176,0.00000
31.85176,0.00000
31.85176,0.00000
31.88701,0.00000
31.88701,0.00000
31.88701,0.00000
31.88701,0.00000
31.88701,0.00000
31.88701,0.00000
31.88701,0.00000
31.88701,0.00000
31.93095,0.00000
31.93095,0.00000
31.93095,0.00000
31.93095,0.00000
31.93095,0.00000
31.93095,0.00000
31.93095,0.00000
31.93095,0.00000
31.96630,0.00000
31.96630,0.00000
31.96630,0.00000
31.96630,0.00000
31.96630,0.00000
31.96630,0.00000
31.96630,0.00000
31.96630,0.00000
32.08650,0.00000
32.08650,0.00000
32.08650,0.00000
32.08650,0.00000
32.08650,0.00000
32.08650,0.00000
32.08650,0.00000
32.08650,0.00000
32.08650,0.00000
32.08650,0.00000
32.08650,0.00000
32.08650,0.00000
32.08650,0.00000
32.08650,0.00000
32.08650,0.00000
32.08650,0.00000
32.16631,0.00000
32.16631,0.00000
32.16631,0.00000
32.16631,0.00000
32.16631,0.00000
32.16631,0.00000
32.16631,0.00000
32.16631,0.00000
32.16631,0.00000
32.16631,0.00000
32.16631,0.00000
32.16631,0.00000
32.16631,0.00000
32.16631,0.00000
32.16631,0.00000
32.16631,0.00000
32.67843,0.00000
32.67843,0.00000
32.67843,0.00000
32.67843,0.00000
32.67843,0.00000
32.67843,0.00000
32.67843,0.00000
32.67843,0.00000
32.67843,0.00000
32.67843,0.00000
32.67843,0.00000
32.67843,0.00000
32.67843,0.00000
32.67843,0.00000
32.67843,0.00000
32.67843,0.00000
32.75980,0.00000
32.75980,0.00000
32.75980,0.00000
32.75980,0.00000
32.75980,0.00000
32.75980,0.00000
32.75980,0.00000
32.75980,0.00000
32.75980,0.00000
32.75980,0.00000
32.75980,0.00000
32.75980,0.00000
32.75980,0.00000
32.75980,0.00000
32.75980,0.00000
32.75980,0.00000
32.78198,23.87935
32.78198,23.87935
32.78198,23.87935
32.78198,23.87935
32.78198,23.87935
32.78198,23.87935
32.78198,23.87935
32.78198,23.87935
32.86362,11.86954
32.86362,11.86954
32.86362,11.86954
32.86362,11.86954
32.86362,11.86954
32.86362,11.86954
32.86362,11.86954
32.86362,11.86954
32.96532,0.00000
32.96532,0.00000
32.96532,0.00000
32.96532,0.00000
32.96532,0.00000
32.96532,0.00000
32.96532,0.00000
32.96532,0.00000
33.04744,0.00000
33.04744,0.00000
33.04744,0.00000
33.04744,0.00000
33.04744,0.00000
33.04744,0.00000
33.04744,0.00000
33.04744,0.00000
33.09063,0.07426
33.09063,0.07426
33.09063,0.07426
33.09063,0.07426
33.09063,0.07426
33.09063,0.07426
33.09063,0.07426
33.09063,0.07426
33.09063,0.07426
33.09063,0.07426
33.09063,0.07426
33.09063,0.07426
33.09063,0.07426
33.09063,0.07426
33.09063,0.07426
33.09063,0.07426
33.17309,0.03691
33.17309,0.03691
33.17309,0.03691
33.17309,0.03691
33.17309,0.03691
33.17309,0.03691
33.17309,0.03691
33.17309,0.03691
33.17309,0.03691
33.17309,0.03691
33.17309,0.03691
33.17309,0.03691
33.17309,0.03691
33.17309,0.03691
33.17309,0.03691
33.17309,0.03691
33.32906,0.00002
33.32906,0.00002
33.32906,0.00002
33.32906,0.00002
33.32906,0.00002
33.32906,0.00002
33.32906,0.00002
33.32906,0.00002
33.41214,0.00001
33.41214,0.00001
33.41214,0.00001
33.41214,0.00001
33.41214,0.00001
33.41214,0.00001
33.41214,0.00001
33.41214,0.00001
33.64438,0.00000
33.64438,0.00000
33.64438,0.00000
33.64438,0.00000
33.64438,0.00000
33.64438,0.00000
33.64438,0.00000
33.64438,0.00000
33.64438,0.00000
33.64438,0.00000
33.64438,0.00000
33.64438,0.00000
33.64438,0.00000
33.64438,0.00000
33.64438,0.00000
33.64438,0.00000
33.72829,0.00000
33.72829,0.00000
33.72829,0.00000
33.72829,0.00000
33.72829,0.00000
33.72829,0.00000
33.72829,0.00000
33.72829,0.00000
33.72829,0.00000
33.72829,0.00000
33.72829,0.00000
33.72829,0.00000
33.72829,0.00000
33.72829,0.00000
33.72829,0.00000
33.72829,0.00000
33.99067,0.00000
33.99067,0.00000
33.99067,0.00000
33.99067,0.00000
33.99067,0.00000
33.99067,0.00000
33.99067,0.00000
33.99067,0.00000
34.07550,0.00000
34.07550,0.00000
34.07550,0.00000
34.07550,0.00000
34.07550,0.00000
34.07550,0.00000
34.07550,0.00000
34.07550,0.00000
34.16827,0.68353
34.16827,0.68353
34.16827,0.68353
34.16827,0.68353
34.16827,0.68353
34.16827,0.68353
34.16827,0.68353
34.16827,0.68353
34.25357,0.33988
34.25357,0.33988
34.25357,0.33988
34.25357,0.33988
34.25357,0.33988
34.25357,0.33988
34.25357,0.33988
34.25357,0.33988
34.52080,0.00000
34.52080,0.00000
34.52080,0.00000
34.52080,0.00000
34.52080,0.00000
34.52080,0.00000
34.52080,0.00000
34.52080,0.00000
34.52080,0.00000
34.52080,0.00000
34.52080,0.00000
34.52080,0.00000
34.52080,0.00000
34.52080,0.00000
34.52080,0.00000
34.52080,0.00000
34.60704,0.00000
34.60704,0.00000
34.60704,0.00000
34.60704,0.00000
34.60704,0.00000
34.60704,0.00000
34.60704,0.00000
34.60704,0.00000
34.60704,0.00000
34.60704,0.00000
34.60704,0.00000
34.60704,0.00000
34.60704,0.00000
34.60704,0.00000
34.60704,0.00000
34.60704,0.00000
34.95703,0.00000
34.95703,0.00000
34.95703,0.00000
34.95703,0.00000
34.95703,0.00000
34.95703,0.00000
34.95703,0.00000
34.95703,0.00000
34.95703,0.00000
34.95703,0.00000
34.95703,0.00000
34.95703,0.00000
34.95703,0.00000
34.95703,0.00000
34.95703,0.00000
34.95703,0.00000
35.04443,0.00000
35.04443,0.00000
35.04443,0.00000
35.04443,0.00000
35.04443,0.00000
35.04443,0.00000
35.04443,0.00000
35.04443,0.00000
35.04443,0.00000
35.04443,0.00000
35.04443,0.00000
35.04443,0.00000
35.04443,0.00000
35.04443,0.00000
35.04443,0.00000
35.04443,0.00000
35.16267,0.21803
35.16267,0.21803
35.16267,0.21803
35.16267,0.21803
35.16267,0.21803
35.16267,0.21803
35.16267,0.21803
35.16267,0.21803
35.16267,0.21803
35.16267,0.21803
35.16267,0.21803
35.16267,0.21803
35.16267,0.21803
35.16267,0.21803
35.16267,0.21803
35.16267,0.21803
35.23819,0.00000
35.23819,0.00000
35.23819,0.00000
35.23819,0.00000
35.23819,0.00000
35.23819,0.00000
35.23819,0.00000
35.23819,0.00000
35.25062,0.10837
35.25062,0.10837
35.25062,0.10837
35.25062,0.10837
35.25062,0.10837
35.25062,0.10837
35.25062,0.10837
35.25062,0.10837
35.25062,0.10837
35.25062,0.10837
35.25062,0.10837
35.25062,0.10837
35.25062,0.10837
35.25062,0.10837
35.25062,0.10837
35.25062,0.10837
35.32634,0.00000
35.32634,0.00000
35.32634,0.00000
35.32634,0.00000
35.32634,0.00000
35.32634,0.00000
35.32634,0.00000
35.32634,0.00000
35.35664,56.16742
35.35664,56.16742
35.44510,27.92790
35.44510,27.92790
35.48511,88.52402
35.48511,88.52402
35.48511,88.52402
35.48511,88.52402
35.57392,44.01278
35.57392,44.01278
35.57392,44.01278
35.57392,44.01278
35.66675,0.01083
35.66675,0.01083
35.66675,0.01083
35.66675,0.01083
35.66675,0.01083
35.66675,0.01083
35.66675,0.01083
35.66675,0.01083
35.75604,0.00539
35.75604,0.00539
35.75604,0.00539
35.75604,0.00539
35.75604,0.00539
35.75604,0.00539
35.75604,0.00539
35.75604,0.00539
36.20691,0.39157
36.20691,0.39157
36.20691,0.39157
36.20691,0.39157
36.20691,0.39157
36.20691,0.39157
36.20691,0.39157
36.20691,0.39157
36.29765,0.19486
36.29765,0.19486
36.29765,0.19486
36.29765,0.19486
36.29765,0.19486
36.29765,0.19486
36.29765,0.19486
36.29765,0.19486
36.37504,0.00000
36.37504,0.00000
36.37504,0.00000
36.37504,0.00000
36.37504,0.00000
36.37504,0.00000
36.37504,0.00000
36.37504,0.00000
36.46624,0.00000
36.46624,0.00000
36.46624,0.00000
36.46624,0.00000
36.46624,0.00000
36.46624,0.00000
36.46624,0.00000
36.46624,0.00000
36.46934,7.55482
36.46934,7.55482
36.46934,7.55482
36.46934,7.55482
36.46934,7.55482
36.46934,7.55482
36.46934,7.55482
36.46934,7.55482
36.49029,0.00000
36.49029,0.00000
36.49029,0.00000
36.49029,0.00000
36.49029,0.00000
36.49029,0.00000
36.49029,0.00000
36.49029,0.00000
36.56078,3.75690
36.56078,3.75690
36.56078,3.75690
36.56078,3.75690
36.56078,3.75690
