Angle,PSD
35.8636,82
35.8789,77
35.8942,100
35.9096,119
35.9249,115
35.9402,126
35.9556,120
35.9709,154
35.9862,207
36.0016,142
36.0169,94
36.0322,100
36.0476,92
36.0629,183
36.0782,154
36.0936,111
36.1089,94
36.1242,76
36.1396,74
36.1549,72
36.1702,76
36.1855,79
36.2009,63
36.2162,75
36.2315,58
36.2469,57
36.2622,76
36.2775,69
36.2929,51
36.3082,61
36.3235,44
36.3389,45
36.3542,52
36.3695,56
36.3849,62
36.4002,66
36.4155,53
36.4309,59
36.4462,52
36.4615,44
36.4769,54
36.4922,54
36.5075,60
36.5229,54
36.5382,42
36.5535,53
36.5689,50
36.5842,57
36.5995,46
36.6148,54
36.6302,45
36.6455,52
36.6608,55
36.6762,50
36.6915,49
36.7068,38
36.7222,43
36.7375,56
36.7528,46
36.7682,50
36.7835,53
36.7988,36
36.8142,55
36.8295,34
36.8448,44
36.8602,45
36.8755,53
36.8908,43
36.9062,40
36.9215,44
36.9368,64
36.9522,49
36.9675,47
36.9828,48
36.9981,40
37.0135,66
37.0288,66
37.0441,67
37.0595,75
37.0748,74
37.0901,84
37.1055,103
37.1208,141
37.1361,192
37.1515,260
37.1668,447
37.1821,655
37.1975,779
37.2128,789
37.2281,1104
37.2435,1491
37.2588,1959
37.2741,1835
37.2895,1300
37.3048,907
37.3201,767
37.3355,896
37.3508,988
37.3661,950
37.3815,705
37.3968,403
37.4121,244
37.4274,180
37.4428,133
37.4581,111
37.4734,101
37.4888,95
37.5041,94
37.5194,59
37.5348,51
37.5501,50
37.5654,41
37.5808,51
37.5961,44
37.6114,36
37.6268,51
37.6421,41
37.6574,32
37.6728,40
37.6881,44
37.7034,28
37.7188,39
37.7341,35
37.7494,38
37.7648,30
37.7801,31
37.7954,29
37.8107,42
37.8261,39
37.8414,35
37.8567,38
37.8721,28
37.8874,31
37.9027,31
37.9181,29
37.9334,27
37.9487,28
37.9641,41
37.9794,29
37.9947,41
38.0101,27
38.0254,29
38.0407,36
38.0561,23
38.0714,35
38.0867,35
38.1021,26
38.1174,28
38.1327,34
38.1481,33
38.1634,29
38.1787,36
38.1941,42
38.2094,40
38.2247,27
38.24,32
38.2554,20
38.2707,38
38.286,20
38.3014,31
38.3167,24
38.332,36
38.3474,38
38.3627,26
38.378,32
38.3934,30
38.4087,29
38.424,30
38.4394,33
38.4547,27
38.47,30
38.4854,30
38.5007,33
38.516,34
38.5314,20
38.5467,35
38.562,32
38.5774,27
38.5927,27
38.608,32
38.6233,28
38.6387,28
38.654,21
38.6693,40
38.6847,30
38.7,38
38.7153,35
38.7307,29
38.746,29
38.7613,26
38.7767,27
38.792,33
38.8073,26
38.8227,27
38.838,39
38.8533,26
38.8687,32
38.884,29
38.8993,31
38.9147,45
38.93,59
38.9453,36
38.9607,52
38.976,62
38.9913,70
39.0067,74
39.022,59
39.0373,52
39.0526,41
39.068,47
39.0833,45
39.0986,44
39.114,50
39.1293,37
39.1446,32
39.16,28
39.1753,35
39.1906,30
39.206,25
39.2213,32
39.2366,28
39.252,22
39.2673,24
39.2826,27
39.298,25
39.3133,26
39.3286,27
39.344,25
39.3593,34
39.3746,35
39.39,27
39.4053,27
39.4206,36
39.4359,23
39.4513,26
39.4666,29
39.4819,25
39.4973,20
39.5126,26
39.5279,40
39.5433,31
39.5586,34
39.5739,24
39.5893,28
39.6046,24
39.6199,29
39.6353,34
39.6506,32
39.6659,33
39.6813,38
39.6966,31
39.7119,45
39.7273,43
39.7426,36
39.7579,29
39.7733,41
39.7886,35
39.8039,30
39.8193,26
39.8346,34
39.8499,25
39.8652,38
39.8806,39
39.8959,37
39.9112,38
39.9266,32
39.9419,30
39.9572,36
39.9726,33
39.9879,42
40.0032,33
40.0186,31
40.0339,45
40.0492,38
40.0646,32
40.0799,27
40.0952,34
40.1106,35
40.1259,40
40.1412,27
40.1566,40
40.1719,31
40.1872,29
40.2026,32
40.2179,25
40.2332,33
40.2485,30
40.2639,36
40.2792,30
40.2945,33
40.3099,31
40.3252,29
40.3405,31
40.3559,35
40.3712,31
40.3865,28
40.4019,32
40.4172,21
40.4325,33
40.4479,36
40.4632,29
40.4785,32
40.4939,35
40.5092,23
40.5245,28
40.5399,24
40.5552,30
40.5705,24
40.5859,45
40.6012,21
40.6165,28
40.6319,24
40.6472,22
40.6625,29
40.6778,29
40.6932,25
40.7085,40
40.7238,34
40.7392,35
40.7545,27
40.7698,31
40.7852,38
40.8005,31
40.8158,30
40.8312,33
40.8465,29
40.8618,25
40.8772,28
40.8925,21
40.9078,26
40.9232,22
40.9385,30
40.9538,33
40.9692,28
40.9845,37
40.9998,28
41.0152,28
41.0305,29
41.0458,19
41.0611,28
41.0765,32
41.0918,38
41.1071,35
41.1225,23
41.1378,36
41.1531,25
41.1685,28
41.1838,34
41.1991,31
41.2145,33
41.2298,33
41.2451,31
41.2605,38
41.2758,29
41.2911,35
41.3065,24
41.3218,24
41.3371,34
41.3525,40
41.3678,25
41.3831,30
41.3985,37
41.4138,38
41.4291,33
41.4445,34
41.4598,32
41.4751,26
41.4904,30
41.5058,30
41.5211,29
41.5364,35
41.5518,27
41.5671,33
41.5824,25
41.5978,31
41.6131,28
41.6284,48
41.6438,30
41.6591,28
41.6744,33
41.6898,40
41.7051,24
41.7204,27
41.7358,30
41.7511,34
41.7664,32
41.7818,33
41.7971,31
41.8124,39
41.8278,30
41.8431,30
41.8584,34
41.8738,23
41.8891,39
41.9044,38
41.9197,28
41.9351,31
41.9504,33
41.9657,30
41.9811,38
41.9964,32
42.0117,31
42.0271,43
42.0424,34
42.0577,36
42.0731,31
42.0884,38
42.1037,39
42.1191,30
42.1344,39
42.1497,58
42.1651,67
42.1804,65
42.1957,71
42.2111,99
42.2264,102
42.2417,117
42.2571,95
42.2724,86
42.2877,68
42.303,69
42.3184,71
42.3337,62
42.349,85
42.3644,81
42.3797,75
42.395,58
42.4104,34
42.4257,58
42.441,54
42.4564,61
42.4717,36
42.487,54
42.5024,38
42.5177,43
42.533,44
42.5484,45
42.5637,51
42.579,59
42.5944,40
42.6097,35
42.625,44
42.6404,42
42.6557,43
42.671,49
42.6864,47
42.7017,44
42.717,40
42.7323,43
42.7477,49
42.763,40
42.7783,52
42.7937,32
42.809,44
42.8243,36
42.8397,49
42.855,40
42.8703,49
42.8857,46
42.901,64
42.9163,44
42.9317,54
42.947,59
42.9623,54
42.9777,63
42.993,80
43.0083,69
43.0237,87
43.039,84
43.0543,80
43.0697,110
43.085,122
43.1003,185
43.1156,289
43.131,337
43.1463,413
43.1616,577
43.177,918
43.1923,918
43.2076,672
43.223,379
43.2383,340
43.2536,251
43.269,299
43.2843,437
43.2996,536
43.315,384
43.3303,238
43.3456,151
43.361,97
43.3763,99
43.3916,85
43.407,58
43.4223,81
43.4376,56
43.453,67
43.4683,66
43.4836,57
43.499,57
43.5143,52
43.5296,66
43.5449,61
43.5603,46
43.5756,60
43.5909,43
43.6063,60
43.6216,67
43.6369,54
43.6523,58
43.6676,72
43.6829,74
43.6983,87
43.7136,94
43.7289,80
43.7443,75
43.7596,91
43.7749,90
43.7903,144
43.8056,155
43.8209,151
43.8363,188
43.8516,219
43.8669,265
43.8823,240
43.8976,182
43.9129,167
43.9282,177
43.9436,208
43.9589,202
43.9742,248
43.9896,317
44.0049,343
44.0202,391
44.0356,267
44.0509,163
44.0662,146
44.0816,130
44.0969,146
44.1122,172
44.1276,210
44.1429,186
44.1582,164
44.1736,99
44.1889,86
44.2042,102
44.2196,80
44.2349,75
44.2502,86
44.2656,97
44.2809,73
44.2962,77
44.3116,81
44.3269,75
44.3422,61
44.3575,59
44.3729,88
44.3882,68
44.4035,58
44.4189,65
44.4342,50
44.4495,62
44.4649,58
44.4802,46
44.4955,59
44.5109,67
44.5262,59
44.5415,69
44.5569,49
44.5722,61
44.5875,63
44.6029,63
44.6182,53
44.6335,60
44.6489,58
44.6642,58
44.6795,59
44.6949,53
44.7102,43
44.7255,46
44.7408,58
44.7562,52
44.7715,55
44.7868,46
44.8022,41
44.8175,44
44.8328,43
44.8482,51
44.8635,59
44.8788,37
44.8942,47
44.9095,48
44.9248,47
44.9402,49
44.9555,35
44.9708,66
44.9862,68
45.0015,45
45.0168,56
45.0322,60
45.0475,57
45.0628,56
45.0782,62
45.0935,56
45.1088,78
45.1242,58
45.1395,77
45.1548,97
45.1701,72
45.1855,94
45.2008,96
45.2161,123
45.2315,159
45.2468,215
45.2621,311
45.2775,423
45.2928,554
45.3081,713
45.3235,971
45.3388,1136
45.3541,1168
45.3695,873
45.3848,565
45.4001,449
45.4155,467
45.4308,490
45.4461,587
45.4615,701
45.4768,602
45.4921,547
45.5075,442
45.5228,433
45.5381,389
45.5534,484
45.5688,747
45.5841,982
45.5994,956
45.6148,586
45.6301,368
45.6454,286
45.6608,268
45.6761,320
45.6914,468
45.7068,510
45.7221,523
45.7374,213
45.7528,151
45.7681,121
45.7834,95
45.7988,70
45.8141,80
45.8294,68
45.8448,71
45.8601,54
45.8754,56
45.8908,62
45.9061,53
45.9214,41
45.9368,46
45.9521,55
45.9674,55
45.9827,38
45.9981,60
46.0134,44
46.0287,46
46.0441,43
46.0594,30
46.0747,38
46.0901,40
46.1054,50
46.1207,46
46.1361,47
46.1514,37
46.1667,34
46.1821,34
46.1974,39
46.2127,32
46.2281,39
46.2434,43
46.2587,48
46.2741,39
46.2894,45
46.3047,45
46.3201,32
46.3354,43
46.3507,33
46.366,45
46.3814,46
46.3967,42
46.412,40
46.4274,34
46.4427,39
46.458,44
46.4734,38
46.4887,30
46.504,48
46.5194,41
46.5347,33
46.55,46
46.5654,39
46.5807,42
46.596,33
46.6114,38
46.6267,36
46.642,53
46.6574,48
46.6727,38
46.688,40
46.7034,45
46.7187,35
46.734,53
46.7494,49
46.7647,46
46.78,46
46.7953,31
46.8107,30
46.826,40
46.8413,45
46.8567,47
46.872,48
46.8873,41
46.9027,41
46.918,33
46.9333,45
46.9487,48
46.964,50
46.9793,36
46.9947,29
47.01,41
47.0253,46
47.0407,36
47.056,41
47.0713,54
47.0867,33
47.102,40
47.1173,47
47.1327,39
47.148,38
47.1633,30
47.1786,32
47.194,33
47.2093,40
47.2246,45
47.24,49
47.2553,40
47.2706,47
47.286,34
47.3013,35
47.3166,36
47.332,36
47.3473,27
47.3626,44
47.378,38
47.3933,37
47.4086,36
47.424,35
47.4393,40
47.4546,33
47.47,40
47.4853,37
47.5006,49
47.516,36
47.5313,39
47.5466,32
47.562,31
47.5773,30
47.5926,34
47.6079,33
47.6233,42
47.6386,44
47.6539,29
47.6693,38
47.6846,44
47.6999,37
47.7153,37
47.7306,46
47.7459,43
47.7613,47
47.7766,38
47.7919,52
47.8073,33
47.8226,39
47.8379,42
47.8533,36
47.8686,36
47.8839,30
47.8993,40
47.9146,33
47.9299,32
47.9453,24
47.9606,34
47.9759,39
47.9912,25
48.0066,37
48.0219,33
48.0372,37
48.0526,35
48.0679,36
48.0832,32
48.0986,31
48.1139,46
48.1292,42
48.1446,36
48.1599,34
48.1752,25
48.1906,35
48.2059,43
48.2212,43
48.2366,34
48.2519,35
48.2672,31
48.2826,28
48.2979,39
48.3132,30
48.3286,37
48.3439,33
48.3592,46
48.3746,29
48.3899,30
48.4052,29
48.4205,31
48.4359,32
48.4512,39
48.4665,27
48.4819,28
48.4972,39
48.5125,33
48.5279,36
48.5432,37
48.5585,39
48.5739,30
48.5892,44
48.6045,37
48.6199,33
48.6352,38
48.6505,44
48.6659,47
48.6812,44
48.6965,49
48.7119,40
48.7272,32
48.7425,32
48.7579,34
48.7732,45
48.7885,40
48.8038,37
48.8192,39
48.8345,35
48.8498,50
48.8652,38
48.8805,38
48.8958,42
48.9112,32
48.9265,40
48.9418,40
48.9572,37
48.9725,34
48.9878,45
49.0032,36
49.0185,33
49.0338,33
49.0492,39
49.0645,45
49.0798,46
49.0952,33
49.1105,42
49.1258,41
49.1412,29
49.1565,46
49.1718,37
49.1872,44
49.2025,48
49.2178,36
49.2331,43
49.2485,37
49.2638,48
49.2791,37
49.2945,28
49.3098,41
49.3251,38
49.3405,43
49.3558,41
49.3711,41
49.3865,43
49.4018,41
49.4171,41
49.4325,40
49.4478,38
49.4631,40
49.4785,37
49.4938,37
49.5091,39
49.5245,35
49.5398,37
49.5551,40
49.5705,46
49.5858,42
49.6011,31
49.6164,45
49.6318,42
49.6471,44
49.6624,49
49.6778,39
49.6931,38
49.7084,37
49.7238,44
49.7391,53
49.7544,46
49.7698,30
49.7851,41
49.8004,30
49.8158,24
49.8311,45
49.8464,36
49.8618,51
49.8771,47
49.8924,43
49.9078,42
49.9231,40
49.9384,39
49.9538,46
49.9691,41
49.9844,42
49.9998,43
50.0151,49
50.0304,41
50.0457,31
50.0611,45
50.0764,38
50.0917,38
50.1071,41
50.1224,42
50.1377,41
50.1531,47
50.1684,29
50.1837,34
50.1991,48
50.2144,31
50.2297,41
50.2451,39
50.2604,41
50.2757,26
50.2911,36
50.3064,51
50.3217,43
50.3371,36
50.3524,46
50.3677,45
50.3831,41
50.3984,32
50.4137,30
50.4291,43
50.4444,45
50.4597,44
50.475,39
50.4904,41
50.5057,44
50.521,41
50.5364,45
50.5517,37
50.567,42
50.5824,46
50.5977,42
50.613,35
50.6284,31
50.6437,40
50.659,35
50.6744,38
50.6897,32
50.705,37
50.7204,33
50.7357,37
50.751,46
50.7664,45
50.7817,43
50.797,39
50.8124,59
50.8277,51
50.843,49
50.8583,54
50.8737,58
50.889,52
50.9043,66
50.9197,48
50.935,70
50.9503,82
50.9657,78
50.981,127
50.9963,98
51.0117,130
51.027,171
51.0423,287
51.0577,389
51.073,454
51.0883,596
51.1037,728
51.119,856
51.1343,960
51.1497,952
51.165,686
51.1803,490
51.1957,385
51.211,379
51.2263,388
51.2417,464
51.257,472
51.2723,520
51.2876,457
51.303,321
51.3183,225
51.3336,170
51.349,121
51.3643,83
51.3796,83
51.395,60
51.4103,78
51.4256,65
51.441,64
51.4563,61
51.4716,53
51.487,46
51.5023,61
51.5176,46
51.533,63
51.5483,56
51.5636,45
51.579,52
51.5943,44
51.6096,52
51.625,55
51.6403,50
51.6556,40
51.6709,48
51.6863,60
51.7016,50
51.7169,58
51.7323,46
51.7476,43
51.7629,49
51.7783,42
51.7936,52
51.8089,62
51.8243,50
51.8396,49
51.8549,40
51.8703,37
51.8856,46
51.9009,47
51.9163,41
51.9316,46
51.9469,41
51.9623,42
51.9776,36
51.9929,48
52.0083,47
52.0236,46
52.0389,26
52.0543,42
52.0696,51
52.0849,35
52.1002,42
52.1156,54
52.1309,40
52.1462,49
52.1616,52
52.1769,45
52.1922,51
52.2076,47
52.2229,54
52.2382,49
52.2536,44
52.2689,34
52.2842,41
52.2996,43
52.3149,30
52.3302,43
52.3456,35
52.3609,32
52.3762,42
52.3916,40
52.4069,37
52.4222,46
52.4376,32
52.4529,37
52.4682,33
52.4835,32
52.4989,32
52.5142,42
52.5295,30
52.5449,45
52.5602,46
52.5755,26
52.5909,45
52.6062,40
52.6215,48
52.6369,38
52.6522,42
52.6675,39
52.6829,49
52.6982,35
52.7135,44
52.7289,40
52.7442,34
52.7595,41
52.7749,46
52.7902,36
52.8055,35
52.8209,37
52.8362,33
52.8515,42
52.8669,44
52.8822,45
52.8975,32
52.9128,41
52.9282,53
52.9435,38
52.9588,41
52.9742,46
52.9895,44
53.0048,44
53.0202,55
53.0355,54
53.0508,43
53.0662,41
53.0815,48
53.0968,47
53.1122,42
53.1275,37
53.1428,57
53.1582,53
53.1735,56
53.1888,78
53.2042,111
53.2195,123
53.2348,148
53.2502,191
53.2655,253
53.2808,223
53.2961,127
53.3115,121
53.3268,85
53.3421,96
53.3575,100
53.3728,110
53.3881,106
53.4035,159
53.4188,155
53.4341,120
53.4495,76
53.4648,68
53.4801,72
53.4955,73
53.5108,78
53.5261,63
53.5415,61
53.5568,84
53.5721,120
53.5875,133
53.6028,155
53.6181,182
53.6335,267
53.6488,366
53.6641,381
53.6795,419
53.6948,369
53.7101,312
53.7254,183
53.7408,140
53.7561,137
53.7714,154
53.7868,200
53.8021,211
53.8174,234
53.8328,226
53.8481,192
53.8634,146
53.8788,121
53.8941,68
53.9094,77
53.9248,45
53.9401,60
53.9554,53
53.9708,44
53.9861,57
54.0014,53
54.0168,42
54.0321,51
54.0474,49
54.0628,45
54.0781,41
54.0934,47
54.1087,43
54.1241,53
54.1394,51
54.1547,44
54.1701,52
54.1854,46
54.2007,34
54.2161,41
54.2314,42
54.2467,46
54.2621,46
54.2774,42
54.2927,36
54.3081,43
54.3234,39
54.3387,35
54.3541,32
54.3694,39
54.3847,40
54.4001,29
54.4154,33
54.4307,38
54.4461,42
54.4614,41
54.4767,42
54.4921,37
54.5074,39
54.5227,31
54.538,41
54.5534,40
54.5687,47
54.584,29
54.5994,22
54.6147,38
54.63,35
54.6454,42
54.6607,43
54.676,37
54.6914,25
54.7067,45
54.722,38
54.7374,38
54.7527,31
54.768,40
54.7834,27
54.7987,45
54.814,33
54.8294,49
54.8447,48
54.86,31
54.8754,38
54.8907,39
54.906,49
54.9213,45
54.9367,37
54.952,40
54.9673,43
54.9827,43
54.998,37
55.0133,41
55.0287,40
55.044,23
55.0593,41
55.0747,47
55.09,38
55.1053,40
55.1207,35
55.136,39
55.1513,39
55.1667,29
55.182,44
55.1973,48
55.2127,52
55.228,52
55.2433,58
55.2587,64
55.274,104
55.2893,109
55.3047,85
55.32,61
55.3353,57
55.3506,64
55.366,55
55.3813,47
55.3966,53
55.412,62
55.4273,62
55.4426,67
55.458,71
55.4733,48
55.4886,56
55.504,41
55.5193,31
55.5346,30
55.55,44
55.5653,35
55.5806,34
55.596,26
55.6113,43
55.6266,34
55.642,27
55.6573,35
55.6726,26
55.688,34
55.7033,41
55.7186,24
55.7339,32
55.7493,37
55.7646,30
55.7799,47
55.7953,39
55.8106,37
55.8259,46
55.8413,32
55.8566,37
55.8719,32
55.8873,32
55.9026,44
55.9179,29
55.9333,32
55.9486,34
55.9639,31
55.9793,31
55.9946,26
56.0099,32
56.0253,27
56.0406,45
56.0559,31
56.0713,32
56.0866,40
56.1019,30
56.1173,33
56.1326,38
56.1479,39
56.1632,37
56.1786,41
56.1939,31
56.2092,42
56.2246,53
56.2399,37
56.2552,44
56.2706,40
56.2859,39
56.3012,34
56.3166,30
56.3319,37
56.3472,35
56.3626,46
56.3779,42
56.3932,32
56.4086,32
56.4239,28
56.4392,29
56.4546,35
56.4699,37
56.4852,42
56.5006,29
56.5159,40
56.5312,33
56.5465,34
56.5619,30
56.5772,35
56.5925,41
56.6079,29
56.6232,28
56.6385,43
56.6539,33
56.6692,51
56.6845,46
56.6999,43
56.7152,45
56.7305,48
56.7459,51
56.7612,55
56.7765,44
56.7919,45
56.8072,51
56.8225,39
56.8379,46
56.8532,39
56.8685,41
56.8839,37
56.8992,44
56.9145,39
56.9299,46
56.9452,37
56.9605,40
56.9758,29
56.9912,31
57.0065,32
57.0218,37
57.0372,53
57.0525,36
57.0678,36
57.0832,38
57.0985,43
57.1138,49
57.1292,43
57.1445,33
57.1598,44
57.1752,48
57.1905,35
57.2058,40
57.2212,47
57.2365,43
57.2518,48
57.2672,48
57.2825,42
57.2978,44
57.3132,52
57.3285,43
57.3438,46
57.3591,39
57.3745,37
57.3898,52
57.4051,36
57.4205,39
57.4358,36
57.4511,52
57.4665,48
57.4818,46
57.4971,56
57.5125,68
57.5278,66
57.5431,56
57.5585,44
57.5738,58
57.5891,50
57.6045,49
57.6198,38
57.6351,53
57.6505,46
57.6658,54
57.6811,43
57.6965,47
57.7118,35
57.7271,46
57.7425,41
57.7578,40
57.7731,47
57.7884,57
57.8038,55
57.8191,54
57.8344,57
57.8498,75
57.8651,77
57.8804,108
57.8958,108
57.9111,128
57.9264,106
57.9418,74
57.9571,66
57.9724,67
57.9878,63
58.0031,58
58.0184,68
58.0338,49
58.0491,84
58.0644,94
58.0798,62
58.0951,65
58.1104,61
58.1258,50
58.1411,45
58.1564,48
58.1718,33
58.1871,54
58.2024,54
58.2177,55
58.2331,43
58.2484,56
58.2637,53
58.2791,49
58.2944,44
58.3097,52
58.3251,56
58.3404,53
58.3557,58
58.3711,65
58.3864,52
58.4017,53
58.4171,46
58.4324,51
58.4477,41
58.4631,52
58.4784,45
58.4937,51
58.5091,57
58.5244,59
58.5397,41
58.5551,39
58.5704,53
58.5857,53
58.601,45
58.6164,36
58.6317,41
58.647,42
58.6624,53
58.6777,43
58.693,47
58.7084,58
58.7237,51
58.739,57
58.7544,61
58.7697,69
58.785,84
58.8004,92
58.8157,102
58.831,106
58.8464,102
58.8617,96
58.877,103
58.8924,99
58.9077,113
58.923,140
58.9384,203
58.9537,206
58.969,205
58.9844,155
58.9997,140
59.015,110
59.0303,97
59.0457,95
59.061,88
59.0763,79
59.0917,109
59.107,119
59.1223,115
59.1377,99
59.153,75
59.1683,59
59.1837,51
59.199,52
59.2143,48
59.2297,55
59.245,43
59.2603,54
59.2757,43
59.291,51
59.3063,44
59.3217,45
59.337,42
59.3523,36
59.3677,39
59.383,43
59.3983,43
59.4136,31
59.429,45
59.4443,51
59.4596,48
59.475,46
59.4903,35
59.5056,29
59.521,43
59.5363,30
59.5516,52
59.567,36
59.5823,37
59.5976,39
59.613,44
59.6283,42
59.6436,43
59.659,26
59.6743,45
59.6896,53
59.705,35
59.7203,38
59.7356,38
59.751,35
59.7663,37
59.7816,48
59.797,35
59.8123,60
59.8276,48
59.8429,46
59.8583,48
59.8736,43
59.8889,49
59.9043,42
59.9196,63
59.9349,61
59.9503,80
59.9656,121
59.9809,113
59.9963,151
60.0116,137
60.0269,205
60.0423,169
60.0576,165
60.0729,134
60.0883,141
60.1036,108
60.1189,95
60.1343,102
60.1496,140
60.1649,153
60.1803,201
60.1956,264
60.2109,302
60.2262,353
60.2416,360
60.2569,327
60.2722,213
60.2876,140
60.3029,106
60.3182,122
60.3336,120
60.3489,123
60.3642,131
60.3796,147
60.3949,188
60.4102,167
60.4256,164
60.4409,107
60.4562,97
60.4716,94
60.4869,84
60.5022,88
60.5176,120
60.5329,130
60.5482,172
60.5636,163
60.5789,252
60.5942,288
60.6096,324
60.6249,325
60.6402,276
60.6555,191
60.6709,162
60.6862,115
60.7015,118
60.7169,117
60.7322,125
60.7475,164
60.7629,164
60.7782,188
60.7935,178
60.8089,130
60.8242,102
60.8395,79
60.8549,90
60.8702,74
60.8855,45
60.9009,48
60.9162,60
60.9315,40
60.9469,61
60.9622,41
60.9775,40
60.9929,56
61.0082,43
61.0235,46
61.0388,38
61.0542,37
61.0695,36
61.0848,33
61.1002,53
61.1155,33
61.1308,35
61.1462,36
61.1615,34
61.1768,46
61.1922,49
61.2075,37
61.2228,44
61.2382,42
61.2535,45
61.2688,41
61.2842,31
61.2995,47
61.3148,32
61.3302,36
61.3455,40
61.3608,43
61.3762,34
61.3915,43
61.4068,42
61.4222,38
61.4375,38
61.4528,37
61.4681,40
61.4835,52
61.4988,45
61.5141,38
61.5295,36
61.5448,37
61.5601,56
61.5755,39
61.5908,42
61.6061,40
61.6215,36
61.6368,47
61.6521,46
61.6675,48
61.6828,46
61.6981,44
61.7135,44
61.7288,52
61.7441,41
61.7595,52
61.7748,47
61.7901,45
61.8055,57
61.8208,61
61.8361,64
61.8514,82
61.8668,76
61.8821,62
61.8974,48
61.9128,45
61.9281,43
61.9434,60
61.9588,50
61.9741,60
61.9894,53
62.0048,45
62.0201,62
62.0354,45
62.0508,41
62.0661,47
62.0814,39
62.0968,42
62.1121,47
62.1274,45
62.1428,30
62.1581,43
62.1734,39
62.1888,42
62.2041,56
62.2194,48
62.2348,33
62.2501,41
62.2654,38
62.2807,32
62.2961,34
62.3114,54
62.3267,44
62.3421,43
62.3574,31
62.3727,35
62.3881,27
62.4034,32
62.4187,44
62.4341,36
62.4494,33
62.4647,47
62.4801,35
62.4954,42
62.5107,31
62.5261,39
62.5414,38
62.5567,45
62.5721,44
62.5874,49
62.6027,42
62.6181,45
62.6334,43
62.6487,49
62.664,51
62.6794,45
62.6947,43
62.71,40
62.7254,39
62.7407,40
62.756,36
62.7714,32
62.7867,44
62.802,37
62.8174,29
62.8327,32
62.848,41
62.8634,52
62.8787,42
62.894,45
62.9094,43
62.9247,38
62.94,43
62.9554,39
62.9707,38
62.986,50
63.0014,46
63.0167,45
63.032,54
63.0474,37
63.0627,40
63.078,45
63.0933,45
63.1087,36
63.124,58
63.1393,33
63.1547,34
63.17,38
63.1853,49
63.2007,43
63.216,35
63.2313,38
63.2467,35
63.262,39
63.2773,42
63.2927,42
63.308,39
63.3233,44
63.3387,37
63.354,46
63.3693,26
63.3847,42
63.4,43
63.4153,38
63.4307,34
63.446,32
63.4613,35
63.4766,33
63.492,40
63.5073,34
63.5226,35
63.538,30
63.5533,39
63.5686,37
63.584,45
63.5993,37
63.6146,38
63.63,39
63.6453,30
63.6606,38
63.676,35
63.6913,41
63.7066,42
63.722,47
63.7373,28
63.7526,40
63.768,47
63.7833,28
63.7986,40
63.814,42
63.8293,43
63.8446,35
63.86,28
63.8753,49
63.8906,52
63.9059,40
63.9213,41
63.9366,43
63.9519,46
63.9673,41
63.9826,51
63.9979,46
64.0133,48
64.0286,53
64.0439,63
64.0593,42
64.0746,44
64.0899,63
64.1053,41
64.1206,61
64.1359,43
64.1513,48
64.1666,48
64.1819,51
64.1973,45
64.2126,56
64.2279,46
64.2433,46
64.2586,54
64.2739,52
64.2892,51
64.3046,59
64.3199,50
64.3352,35
64.3506,46
64.3659,45
64.3812,66
64.3966,63
64.4119,42
64.4272,57
64.4426,57
64.4579,85
64.4732,83
64.4886,100
64.5039,128
64.5192,163
64.5346,231
64.5499,306
64.5652,232
64.5806,150
64.5959,118
64.6112,101
64.6266,87
64.6419,77
64.6572,82
64.6726,92
64.6879,102
64.7032,116
64.7185,203
64.7339,171
64.7492,166
64.7645,118
64.7799,86
64.7952,107
64.8105,107
64.8259,118
64.8412,138
64.8565,189
64.8719,200
64.8872,254
64.9025,256
64.9179,272
64.9332,224
64.9485,207
64.9639,144
64.9792,107
64.9945,97
65.0099,115
65.0252,102
65.0405,118
65.0559,145
65.0712,135
65.0865,154
65.1018,152
65.1172,137
65.1325,105
65.1478,77
65.1632,62
65.1785,70
65.1938,53
65.2092,52
65.2245,61
65.2398,62
65.2552,73
65.2705,66
65.2858,67
65.3012,69
65.3165,89
65.3318,107
65.3472,118
65.3625,131
65.3778,157
65.3932,223
65.4085,199
65.4238,209
65.4392,215
65.4545,198
65.4698,138
65.4852,126
65.5005,110
65.5158,111
65.5311,112
65.5465,102
65.5618,121
65.5771,113
65.5925,146
65.6078,128
65.6231,147
65.6385,99
65.6538,90
65.6691,96
65.6845,59
65.6998,52
65.7151,52
65.7305,72
65.7458,55
65.7611,58
65.7765,48
65.7918,40
65.8071,44
65.8225,59
65.8378,43
65.8531,47
65.8685,29
65.8838,44
65.8991,41
65.9144,44
65.9298,43
65.9451,30
65.9604,50
65.9758,35
65.9911,40
66.0064,36
66.0218,45
66.0371,38
66.0524,49
66.0678,39
66.0831,36
66.0984,45
66.1138,50
66.1291,43
66.1444,54
66.1598,45
66.1751,34
66.1904,34
66.2058,42
66.2211,44
66.2364,47
66.2518,45
66.2671,39
66.2824,38
66.2978,35
66.3131,24
66.3284,39
66.3437,44
66.3591,30
66.3744,45
66.3897,30
66.4051,35
66.4204,32
66.4357,40
66.4511,45
66.4664,40
66.4817,44
66.4971,41
66.5124,50
66.5277,41
66.5431,35
66.5584,33
66.5737,35
66.5891,39
66.6044,44
66.6197,35
66.6351,34
66.6504,29
66.6657,41
66.6811,32
66.6964,31
66.7117,27
66.7271,40
66.7424,38
66.7577,43
66.773,26
66.7884,46
66.8037,47
66.819,36
66.8344,30
66.8497,37
66.865,42
66.8804,39
