 0.097610,-0.097699, 0.097645,-0.097678,-0.009962,-0.009985, 0.113948, 0.113935
 0.097436,-0.097490, 0.097568,-0.097623,-0.009747,-0.009838, 0.113667, 0.113580
 0.097481,-0.097557, 0.097484,-0.097237,-0.009614,-0.009564, 0.113406, 0.113242
 0.096938,-0.097499, 0.097554,-0.097314,-0.009697,-0.009350, 0.113358, 0.112683
 0.097171,-0.097492, 0.097258,-0.097016,-0.009457,-0.009412, 0.112828, 0.112800
 0.097150,-0.097222, 0.097268,-0.097142,-0.009094,-0.009442, 0.112662, 0.112664
 0.096511,-0.096487, 0.097274,-0.096936,-0.008924,-0.009200, 0.112325, 0.112258
 0.096853,-0.096846, 0.096747,-0.096723,-0.008710,-0.009014, 0.111339, 0.111816
 0.096500,-0.096709, 0.096889,-0.096572,-0.008686,-0.008800, 0.111218, 0.111367
 0.096758,-0.096346, 0.096113,-0.096998,-0.008235,-0.008567, 0.110810, 0.111191
 0.096449,-0.096707, 0.096430,-0.096463,-0.008536,-0.008370, 0.110714, 0.110360
 0.096159,-0.096723, 0.096329,-0.096871,-0.007921,-0.008192, 0.109970, 0.110503
 0.096072,-0.096478, 0.096890,-0.096194,-0.007620,-0.008222, 0.109109, 0.109766
 0.095906,-0.096044, 0.095730,-0.096268,-0.007674,-0.007493, 0.109366, 0.109286
 0.095967,-0.096083, 0.095944,-0.095798,-0.007687,-0.006843, 0.108830, 0.108422
 0.095863,-0.095452, 0.096191,-0.096143,-0.007355,-0.007042, 0.108040, 0.108390
 0.095620,-0.095830, 0.095673,-0.095326,-0.007687,-0.006733, 0.107777, 0.107908
 0.095425,-0.095200, 0.095398,-0.095936,-0.006418,-0.005847, 0.107285, 0.107168
 0.095394,-0.094661, 0.095509,-0.095509,-0.006792,-0.006476, 0.106896, 0.107910
 0.094642,-0.094670, 0.095129,-0.095479,-0.005860,-0.006016, 0.105974, 0.105970
 0.095349,-0.094849, 0.094792,-0.095043,-0.006133,-0.005759, 0.106092, 0.105743
