,time,temp,z_Ba_layer0,z_S_layer0,z_diff_layer0,z_Ba_layer1,z_S_layer1,z_diff_layer1,z_Ba_layer2,z_S_layer2,z_diff_layer2,z_Ba_layer3,z_S_layer3,z_diff_layer3,z_Ba_layer4,z_S_layer4,z_diff_layer4,z_Ba_layer5,z_S_layer5,z_diff_layer5
10,10,51.201005025125625,1.2232381764583333,0.8803471529166708,0.34289102354166257,5.9907156793750005,5.945482599791666,0.045233079583334224,10.961299975763888,10.954921304791668,0.00637867097221978,15.955672534722222,15.961562125625,-0.005889590902778963,20.923733216111113,20.970417323194447,-0.04668410708333326,25.694297166597224,26.035617022708333,-0.3413198561111095
11,11,56.22110552763819,1.2224890963194446,0.8786065444444456,0.34388255187499894,5.988733234166667,5.943767910347223,0.044965323819444514,10.959634223402778,10.953818672013888,0.005815551388890228,15.955678224583332,15.96121500527778,-0.005536780694447074,20.923945290694444,20.969735862847223,-0.04579057215277871,25.693522317083335,26.03536413875,-0.3418418216666659
12,12,61.24120603015075,1.2244616579166667,0.8797445145833389,0.3447171433333278,5.990872252500001,5.945007874444445,0.045864378055555655,10.960591292708333,10.955055229444445,0.0055360632638876695,15.957476752708333,15.963036236458334,-0.005559483750001704,20.92645358076389,20.972851345416665,-0.04639776465277379,25.694379972638888,26.038853316944444,-0.34447334430555543
13,13,66.26130653266331,1.2244908384722224,0.8788915115972258,0.3455993268749966,5.989337257013889,5.944322767986112,0.04501448902777749,10.960577426111112,10.954720587708332,0.005856838402779729,15.957012001458331,15.96311363402778,-0.006101632569448512,20.92647989451389,20.973536574791666,-0.04705668027777676,25.69387092215278,26.039272280416668,-0.3454013582638886
14,14,71.28140703517587,1.2258896220138888,0.878432212847232,0.3474574091666568,5.989857339236111,5.944150791944444,0.04570654729166712,10.960650366458331,10.95428409298611,0.00636627347222074,15.956514586944444,15.963336499583335,-0.006821912638891092,20.925823604305556,20.973759010069447,-0.04793540576389077,25.692230200555557,26.039881538750002,-0.3476513381944457
15,15,76.30150753768844,1.2268669944444446,0.8777777238194512,0.3490892706249934,5.98993206763889,5.9441581688888885,0.04577389875000115,10.959911064513891,10.954002474375,0.005908590138890446,15.956237841805555,15.963214411111112,-0.006976569305557234,20.925928394791665,20.97439109729167,-0.04846270250000373,25.691857483541664,26.040749109097224,-0.3488916255555594
16,16,81.321608040201,1.2270427236805554,0.8752215919444462,0.3518211317361093,5.987954351458333,5.942227730347223,0.045726621111110255,10.95842807826389,10.95315056076389,0.005277517499999718,15.955372506875001,15.962201376666668,-0.006828869791666747,20.92527374680556,20.972858907083335,-0.047585160277776595,25.68781606868056,26.039432577569446,-0.35161650888888474
17,17,86.34170854271356,1.2296692764583335,0.8765654313888938,0.3531038450694397,5.990798664375,5.944121165486111,0.04667749888888917,10.958909725833333,10.95560367041667,0.0033060554166635114,15.957548054375003,15.964792084374999,-0.007244029999995405,20.92779057583333,20.974513879513886,-0.04672330368055455,25.68707470708611,26.040745799097223,-0.3536710920111119
18,18,91.36180904522612,1.2292248203444447,0.8763095245833402,0.3529152957611045,5.989321480694445,5.943794766319444,0.045526714375000665,10.95886905173611,10.955359041597223,0.0035100101388874094,15.957807498333333,15.964893757152778,-0.007086258819445135,20.929501269930554,20.974427838333334,-0.04492656840277931,25.686083314652777,26.041072769375,-0.3549894547222223
19,19,96.38190954773869,1.2318007923583336,0.877401366041677,0.35439942631665666,5.990919138958334,5.944229844652778,0.046689294305555684,10.960280260416667,10.956828631597224,0.0034516288194428313,15.958842769861112,15.966503970416666,-0.007661200555553194,20.931038289861114,20.976187997083333,-0.04514970722221889,25.686415654933334,26.042865551319444,-0.3564498963861098
20,20,101.40201005025125,1.2325025402083334,0.8769517386111199,0.35555080159721353,5.989081576527777,5.9433675727083335,0.04571400381944368,10.961817010833336,10.956830831666666,0.0049861791666696575,15.961039388472223,15.966601883958333,-0.005562495486110208,20.93289774513889,20.97704606159722,-0.04414831645832962,25.686887211044443,26.04352163722222,-0.3566344261777772
21,21,106.42211055276381,1.2342060347916666,0.8761607031944502,0.3580453315972164,5.988293747638888,5.942682102638889,0.04561164499999926,10.962239876180554,10.956330241597223,0.005909634583330714,15.960169525000001,15.96577796701389,-0.005608442013889103,20.931920001041664,20.977929693194444,-0.04600969215277928,25.684771216255555,26.044425039444448,-0.35965382318889283
22,22,111.44221105527637,1.2328668688888889,0.8720281817361186,0.36083868715277023,5.984656260624999,5.939170364652778,0.04548589597222108,10.959098776527778,10.953775627777778,0.005323148749999618,15.95926486326389,15.963975295069446,-0.00471043180555597,20.930855757916667,20.976862440069446,-0.04600668215277892,25.682462468336112,26.044691278055552,-0.36222880971943994
