,time,temp,z_Ba_layer0,z_S_layer0,z_diff_layer0,z_Ba_layer1,z_S_layer1,z_diff_layer1,z_Ba_layer2,z_S_layer2,z_diff_layer2,z_Ba_layer3,z_S_layer3,z_diff_layer3
115,115,578.3115577889447,1.2431704570327147,0.8757194405469017,0.367451016485813,5.919347015277831,5.868387941601563,0.05095907367626751,10.779413690191653,10.82054742386719,-0.04113373367553663,15.44637662609302,15.810877666796877,-0.3645010407038569
116,116,583.3316582914572,1.2406022445327145,0.8715446189453379,0.36905762558737665,5.914920205394287,5.8641770734375,0.05074313195678659,10.771907561285403,10.814587352500002,-0.042679791214599305,15.442107520235108,15.805486583632813,-0.363379063397705
117,117,588.3517587939698,1.239056245002197,0.8713723753515881,0.36768386965060884,5.911808126839599,5.864242798242188,0.04756532859741114,10.77276823077832,10.815151759570313,-0.042383528791992475,15.442517707423342,15.805377219414064,-0.3628595119907221
118,118,593.3718592964824,1.2373461207827146,0.8690188611328415,0.368327259649873,5.905941795936769,5.861549315,0.04439248093676884,10.769065985196045,10.812004679335939,-0.042938694139893485,15.440764317032716,15.805087314296875,-0.36432299726415884
119,119,598.3919597989949,1.243844968831054,0.8751893835156517,0.3686555853154023,5.908755071210938,5.866473028867189,0.042282042343749104,10.77287789023584,10.817311808671876,-0.04443391843603628,15.44359396129126,15.810692531601562,-0.36709857031030246
120,120,603.4120603015075,1.247041802970947,0.8781034284375269,0.36893837453342004,5.910114070272706,5.86701581734375,0.04309825292895564,10.774981088595215,10.819078085976564,-0.04409699738134876,15.443442753906984,15.811534107421878,-0.3680913535148935
121,121,608.4321608040201,1.2440957865256346,0.8751048146484628,0.3689909718771718,5.908005093789063,5.864435815976563,0.04356927781249986,10.771530849807617,10.815411567695314,-0.04388071788769743,15.439212400899173,15.807493741796875,-0.3682813408977026
122,122,613.4522613065326,1.2444398661755365,0.8782152755469008,0.36622459062863566,5.910492923124268,5.866737477539063,0.043755445585205166,10.77404968441626,10.818042668125003,-0.04399298370874227,15.438987114922607,15.806439263125,-0.3674521482023927
123,123,618.4723618090452,1.2359683579694825,0.8714447517187764,0.364523606250706,5.906302459140625,5.862236317460938,0.044066141679687476,10.769390686485842,10.814914573554688,-0.045523887068846136,15.43830226367261,15.80387562371094,-0.3655733600383311
124,124,623.4924623115578,1.2349446854672856,0.8717018746484639,0.3632428108188217,5.905195169882081,5.861422232968751,0.04377293691332973,10.76990320687793,10.81449273078125,-0.04458952390332094,15.440685660975099,15.803863913476565,-0.3631782525014664
125,125,628.5125628140703,1.2375110382797856,0.8754657008984649,0.3620453373813207,5.906391446950929,5.863380905820313,0.04301054113061564,10.770829281797607,10.817029050742187,-0.046199768944580555,15.444096006444582,15.807227708125001,-0.36313170168041964
126,126,633.5326633165829,1.237172692575196,0.8737961807812756,0.3633765117939204,5.907709172265626,5.862784256210937,0.04492491605468896,10.771036766365723,10.816832348046875,-0.045795581681151276,15.446075952500001,15.809353004140625,-0.3632770516406243
127,127,638.5527638190954,1.2408345234743658,0.878236015273465,0.3625985082009009,5.911306935896241,5.865375550117188,0.045931385779053535,10.773697863436036,10.817876863750001,-0.04417900031396549,15.447172060624268,15.80991731949219,-0.3627452588679212
128,128,643.572864321608,1.2408741266008303,0.8801229812890892,0.36075114531174113,5.913946127733643,5.867401970117188,0.046544157616455806,10.775441833202393,10.819229144140627,-0.043787310938233404,15.449945222029788,15.811835142343751,-0.3618899203139634
129,129,648.5929648241206,1.2384661755852053,0.8784351619140888,0.36003101367111656,5.912933329061037,5.86559294359375,0.047340385467286694,10.77595047285083,10.819689337929688,-0.043738865078857714,15.448446283435304,15.809877296210939,-0.3614310127756344
130,130,653.6130653266331,1.2375605653515627,0.8784842644922142,0.3590763008593485,5.9117990159375005,5.866457390000001,0.045341625937499686,10.77649959839844,10.819976753242187,-0.04347715484374781,15.446775317539064,15.808566192500003,-0.3617908749609384
131,131,658.6331658291457,1.2361201273039555,0.877341949023465,0.3587781782804905,5.910405515546876,5.865015146171875,0.04539036937500107,10.777863200154055,10.819933819023436,-0.04207061886938135,15.448487064141357,15.809841018437503,-0.3613539542961455
132,132,663.6532663316582,1.2366972963266605,0.8762591341406518,0.36043816218600866,5.910815086676759,5.865392986484375,0.045422100192383574,10.776057985311036,10.820086903515627,-0.04402891820459054,15.447175671328859,15.810214936054688,-0.36303926472582937
133,133,668.6733668341708,1.2384733955837408,0.8770141672265915,0.3614592283571493,5.910384714100098,5.866334524023438,0.04405019007665967,10.77516356304541,10.819531923476564,-0.044368360431153775,15.45142496546802,15.813315989765627,-0.36189102429760744
134,134,673.6934673366834,1.2399477039047855,0.8795083494531533,0.3604393544516322,5.914385663592286,5.8688272003515625,0.04555846324072377,10.776739815036134,10.824388367226565,-0.04764855219043085,15.457327523085205,15.816733462187502,-0.359405939102297
135,135,678.7135678391959,1.2439395698430178,0.880541898046902,0.3633976717961158,5.917220005779054,5.870015289492189,0.04720471628686518,10.77629129925415,10.823681163476564,-0.047389864222413536,15.454107323828858,15.814884456054688,-0.36077713222583085
136,136,683.7336683417085,1.239301950624268,0.8757454483984641,0.3635565022258038,5.910696850273438,5.864499785703125,0.04619706457031292,10.769953168239992,10.817127205078126,-0.04717403683813437,15.447118105547608,15.80597307558594,-0.35885497003833144
137,137,688.7537688442211,1.2412610028515625,0.87735748503909,0.36390351781247254,5.914144821521973,5.865878876953126,0.04826594456884781,10.772919865076663,10.818393954335939,-0.045474089259275985,15.445916148008546,15.802965606796874,-0.35704945878832817
138,138,693.7738693467336,1.2402833573452146,0.877085142851592,0.36319821449362255,5.912531403358643,5.864588861562501,0.0479425417961421,10.77367604175635,10.817604094101563,-0.043928052345213686,15.44677890554834,15.803087508828126,-0.35630860327978553
139,139,698.7939698492462,1.2360948397272948,0.8763469987109633,0.3597478410163315,5.9127495534375,5.863777399609375,0.048972153828125364,10.773244766131349,10.817985373828126,-0.044740607696777346,15.448001812773438,15.80470438515625,-0.35670257238281167
140,140,703.8140703517588,1.2373747990256345,0.8783067594922125,0.35906803953342203,5.911609854063965,5.865336356914063,0.04627349714990192,10.776414675115724,10.819310605546875,-0.042895930431150475,15.451764461955323,15.808153217695313,-0.3563887557399905
141,141,708.8341708542713,1.2372603764880366,0.8812582199219036,0.356002156566133,5.912046067541992,5.867307861914062,0.04473820562792952,10.778212571091554,10.820753148281252,-0.042540577189697615,15.45389451601709,15.81055483292969,-0.35666031691259903
142,142,713.8542713567839,1.2340548075412596,0.8774840886328382,0.3565707189084214,5.908979103713867,5.863960065390625,0.04501903832324228,10.773665640859376,10.81535736183594,-0.04169172097656393,15.450690360351565,15.806624132226563,-0.355933771874998
143,143,718.8743718592964,1.2360501253125,0.8791375664062784,0.35691255890622164,5.9114594180881355,5.8670613313671875,0.044398086720947916,10.774935249102295,10.818204557421875,-0.04326930831958009,15.451412780235108,15.807376807070312,-0.35596402683520445
144,144,723.894472361809,1.236498183668946,0.8820465775390899,0.35445160612985604,5.918462542658447,5.86980003375,0.048662508908447144,10.774657182696778,10.81927102777344,-0.04461384507666111,15.450681428321046,15.807555353046876,-0.35687392472583035
145,145,728.9145728643216,1.2337536735119639,0.8764849348828374,0.35726873862912645,5.913350004570313,5.865791629804688,0.04755837476562519,10.764901227617187,10.814148123828126,-0.04924689621093847,15.444535935154786,15.801061317109376,-0.35652538195459016
146,146,733.9346733668341,1.2356782039799816,0.8779099786719029,0.3577682253080787,5.915129093750733,5.86688862125,0.0482404725007326,10.765582221871341,10.815396938320314,-0.04981471644897262,15.444174285311771,15.800489725429689,-0.3563154401179176
147,147,738.9547738693467,1.2349254760900887,0.8772106266015889,0.35771484948849985,5.912293534179688,5.863334839648438,0.048958694531250124,10.762509472849366,10.812226976914063,-0.04971750406469688,15.441844234884279,15.798335075781253,-0.35649084089697425
148,148,743.9748743718592,1.2328348739836428,0.8741207640625271,0.35871410992111563,5.910598578359376,5.861978682382813,0.04861989597656269,10.760020724413332,10.810918063476564,-0.050897339063231684,15.443966669609377,15.797466478164063,-0.35349980855468566
149,149,748.9949748743718,1.2315274804687502,0.8755041396484656,0.35602334082028453,5.913840815897705,5.862773438164063,0.05106737773364234,10.7640235772251,10.811612728945313,-0.04758915172021361,15.445372773594483,15.799977716523438,-0.3546049429289546
150,150,754.0150753768844,1.227567379764893,0.8746676241797129,0.35289975558518005,5.913924913867188,5.862437878007813,0.05148703585937486,10.764459643202393,10.812020630546876,-0.04756098734448244,15.445992179374269,15.799857608085938,-0.3538654287116696
151,151,759.0351758793969,1.2300575691391606,0.8765861504297141,0.35347141870944654,5.9201952990234386,5.8672790835937505,0.05291621542968805,10.766403161367922,10.816149122539063,-0.04974596117114061,15.452070611288331,15.803797543437502,-0.3517269321491714
152,152,764.0552763819095,1.2303464205830084,0.8792255325781511,0.3511208880048573,5.920019751287599,5.867355139492188,0.05266461179541082,10.768010328046877,10.817313239726563,-0.04930291167968548,15.451931024257082,15.803649969257814,-0.35171894500073186
153,153,769.0753768844221,1.237812096521241,0.8826527721484652,0.35515932437277575,5.9240787412897955,5.8722184325390625,0.051860308750733,10.774700378671143,10.823744493945313,-0.04904411527416919,15.456365016325929,15.809085099414062,-0.3527200830881334
154,154,774.0954773869346,1.2371438055461428,0.8823694798828379,0.3547743256633049,5.920449214610108,5.871065849414063,0.04938336519604469,10.771274801245607,10.822092388671877,-0.05081758742626974,15.457145658083743,15.808995132812502,-0.35184947472875905
155,155,779.1155778894472,1.2376294376569823,0.8828565781640894,0.35477285949289294,5.920606186874268,5.8687282716406255,0.051877915233642824,10.774245781831546,10.821621027109376,-0.04737524527783066,15.45697938292676,15.810672741679689,-0.3536933587529294
156,156,784.1356783919598,1.2379216975383303,0.8837739771875276,0.35414772035080266,5.9200778223046875,5.867422798789063,0.05265502351562468,10.77127332175342,10.81921845109375,-0.047945129340330794,15.454057165386965,15.80695381042969,-0.35289664504272444
157,157,789.1557788944723,1.231630500115723,0.8809587669531529,0.35067173316257017,5.919579629177491,5.864700423554687,0.054879205622803795,10.770152550075927,10.818498050820313,-0.048345500744385816,15.453741304608645,15.806415095820313,-0.352673791211668
158,158,794.1758793969849,1.2315455334382324,0.8800017571875289,0.35154377625070343,5.920121593750001,5.863488868320314,0.05663272542968745,10.767893693398438,10.816005753007813,-0.048112059609374924,15.449662732773438,15.802368792226563,-0.3527060594531246
159,159,799.1959798994974,1.2329212835524908,0.8818224442578413,0.35109883929464947,5.920729276836671,5.868436778125,0.05229249871167063,10.764249884921144,10.818937672695313,-0.05468778777416894,15.447229549804689,15.801759086757812,-0.35452953695312317
160,160,804.21608040201,1.2324984225007323,0.8809979550781523,0.35150046742258,5.9209326090234375,5.86797621578125,0.05295639324218726,10.76216970433667,10.815878631875002,-0.0537089275383309,15.445771911327395,15.799134403515625,-0.35336249218823035
161,161,809.2361809045226,1.235120891758545,0.8830118355078403,0.35210905625070466,5.918864582460938,5.868355245820313,0.05050933664062551,10.757274506562501,10.813360051914064,-0.056085545351562516,15.445439753436037,15.797663325039062,-0.35222357160302487
162,162,814.2562814070351,1.23463560421875,0.8824394864062752,0.35219611781247484,5.91870965660376,5.868953570468751,0.049756086135008815,10.757215283398438,10.812568967929689,-0.055353684531251446,15.449973885584475,15.79842847890625,-0.3484545933217742
163,163,819.2763819095477,1.2313921007436521,0.8794333712890892,0.35195872945456297,5.917075806912599,5.866626945429688,0.05044886148291017,10.757737134569581,10.81278791125,-0.05505077668041913,15.452844126405518,15.800575997460939,-0.34773187105542114
164,164,824.2964824120602,1.2288594700000002,0.8777480512890908,0.35111141871090934,5.9169291926171885,5.865781813554689,0.05114737906249989,10.75700801999707,10.81300574171875,-0.05599772172168116,15.45270928621094,15.801289487734376,-0.3485802015234363
165,165,829.3165829145728,1.2289808161711429,0.8775561369140898,0.351424679257053,5.920766982775635,5.866741151757813,0.05402583101782188,10.758880887421142,10.8149033165625,-0.05602242914135758,15.453958574921145,15.802960000429689,-0.3490014255085434
166,166,834.3366834170854,1.2291827082805178,0.8793041594140898,0.349878548866428,5.920832701643555,5.865277728789063,0.05555497285449196,10.758313638945314,10.815880500859377,-0.05756686191406324,15.453292407616456,15.802704491015625,-0.3494120833991694
167,167,839.3567839195979,1.229212421993652,0.8790975444922162,0.3501148775014358,5.91877051117334,5.864070726562501,0.054699784610839686,10.759851288084473,10.815225299531251,-0.055374011446778226,15.452053967653324,15.801410756015626,-0.3493567883623019
168,168,844.3768844221105,1.233645419414795,0.8835665168359651,0.3500789025788299,5.916084698360841,5.868174956328126,0.04790974203271503,10.762501876639162,10.817745369960939,-0.05524349332177714,15.455439471601563,15.80394771527344,-0.34850824367187627
169,169,849.3969849246231,1.226551112661376,0.8794121508203393,0.34713896184103665,5.908150721133545,5.860208665156251,0.04794205597729384,10.759187118788333,10.810959176328126,-0.05177205753979308,15.449223377147707,15.79711580683594,-0.3478924296882333
170,170,854.4170854271356,1.2250841047678218,0.8775363281640922,0.3475477766037296,5.9108538102358406,5.860936177382813,0.04991763285302753,10.761369256716554,10.811967969257815,-0.05059871254126058,15.44937565601636,15.7966965678125,-0.34732091179614066
171,171,859.4371859296482,1.227864064376465,0.8811745746875268,0.3466894896889381,5.912907236759278,5.862841954375001,0.05006528238427688,10.763121827854492,10.81356294421875,-0.050441116364257965,15.450324318086672,15.798791490585938,-0.34846717249926584
172,172,864.4572864321608,1.226366536487304,0.881016153085964,0.34535038340133994,5.918004125118652,5.863099824023438,0.05490430109521416,10.76249102406543,10.815564540664063,-0.053073516598633574,15.452185932071046,15.801561098710938,-0.34937516663989143
173,173,869.4773869346733,1.2253258297670897,0.8803996702344017,0.344926159532688,5.919346582539795,5.865891962421876,0.05345462011791913,10.766978791799804,10.818519803359376,-0.05154101155957136,15.45438725144458,15.804916689687502,-0.3505294382429227
174,174,874.4974874371859,1.2262396662507324,0.8833488282031516,0.3428908380475808,5.922228842265625,5.867840383671876,0.05438845859374908,10.766407830938965,10.81844651046875,-0.052038679529784915,15.456376490470214,15.804209617656252,-0.3478331271860373
175,175,879.5175879396984,1.2272346577763666,0.8817026974609632,0.34553196031540345,5.920315284530518,5.866864171875001,0.05345111265551683,10.766018959221679,10.816561013554688,-0.05054205433300929,15.45650392011719,15.8011711640625,-0.34466724394531134
176,176,884.537688442211,1.2293521471115718,0.8842849755078379,0.3450671716037339,5.919525370311769,5.868216858828125,0.05130851148364357,10.766858905001465,10.819528069531252,-0.05266916452978698,15.460073052578126,15.802614049296878,-0.3425409967187516
177,177,889.5577889447236,1.2325751887116698,0.8885470773437786,0.34402811136789124,5.918023706133545,5.86895765546875,0.04906605066479486,10.765044785196778,10.819764782851564,-0.05471999765478586,15.458681846641358,15.801285837109376,-0.34260399046801737
178,178,894.5778894472361,1.2325346244951167,0.8900717578906524,0.34246286660446434,5.921215323087402,5.869719665273438,0.05149565781396426,10.76694647918042,10.819698429648438,-0.05275195046801784,15.45737610535303,15.799864105078125,-0.3424879997250958
179,179,899.5979899497487,1.2341154676201165,0.8928103705078401,0.3413050971122764,5.923713016251465,5.87380371578125,0.049909300470215356,10.767414415156985,10.822350667382812,-0.05493625222582743,15.458007987696046,15.800956103164062,-0.3429481154680154
180,180,904.6180904522612,1.2347625878132322,0.893329203906278,0.3414333839069542,5.928479591524903,5.874101926328125,0.054377665196778224,10.767539160624267,10.819940375625002,-0.052401215000735135,15.455896122539796,15.799348558710939,-0.34345243617114285
181,181,909.6381909547738,1.2360292303884284,0.8908789357031517,0.3451502946852767,5.928320727811768,5.871991996796876,0.056328731014892774,10.76631410644458,10.817942266484376,-0.051628160039795645,15.456004273515626,15.7977991740625,-0.34179490054687456
182,182,914.6582914572864,1.2383749377329107,0.890810692695339,0.3475642450375718,5.929704280311768,5.8729836224609375,0.056720657850830136,10.763655275780518,10.818602798242189,-0.05494752246167067,15.456521679414795,15.800362614179688,-0.3438409347648932
183,183,919.6783919597989,1.2346434105859376,0.8873823569531534,0.34726105363278426,5.927463676524902,5.871377585546876,0.056086090978026526,10.76534332234375,10.819620105117188,-0.054276782773438725,15.45884988824292,15.801808392500002,-0.34295850425708174
184,184,924.6984924623115,1.2325786221101074,0.8852224993750266,0.34735612273508076,5.92221592578125,5.866303338945313,0.05591258683593736,10.762398294844484,10.815249200273438,-0.05285090542895432,15.452392931173339,15.798426725781251,-0.34603379460791217
185,185,929.7185929648241,1.2320059478891605,0.8888712630469034,0.34313468484225707,5.927288653751465,5.871763015078125,0.05552563867334026,10.766858660665527,10.819251308515625,-0.05239264785009823,15.459134585977294,15.803370826796876,-0.3442362408195816
186,186,934.7386934673366,1.2276039063657231,0.8858869988281521,0.341716907537571,5.921001098672608,5.870101271523438,0.05089982714916985,10.767195970546144,10.819091161328126,-0.05189519078198224,15.457045712853027,15.801363584414062,-0.3443178715610351
187,187,939.7587939698492,1.229816091365723,0.8900811486328419,0.3397349427328811,5.922829553320312,5.872956525000001,0.04987302832031126,10.76942847441626,10.8208153553125,-0.05138688089624033,15.456707610663331,15.801952059453127,-0.34524444878979565
188,188,944.7788944723618,1.2267616736726072,0.8863601718359659,0.3404015018366413,5.9213387662905275,5.868067138046875,0.05327162824365228,10.767551480626466,10.818336358398438,-0.0507848777719726,15.455199302774904,15.800334024375001,-0.34513472160009684
189,189,949.7989949748743,1.2243835709375002,0.8830627898047141,0.3413207811327861,5.916480394178223,5.862148887617188,0.05433150656103525,10.763644059883546,10.813512159765626,-0.04986809988207952,15.451120444415528,15.795951053320312,-0.34483060890478434
190,190,954.8190954773869,1.222640345859375,0.8812143967969023,0.3414259490624728,5.9171854481625985,5.8598382022265625,0.05734724593603602,10.76236600816626,10.81249599167969,-0.05012998351342901,15.451277701953126,15.795174145820315,-0.3438964438671892
191,191,959.8391959798994,1.2232084237124021,0.8796830669531527,0.34352535675924945,5.9182327630063485,5.858000302656251,0.06023246035009766,10.7592014115625,10.810327831328125,-0.05112641976562493,15.4500905828125,15.79332798136719,-0.34323739855468993
192,192,964.859296482412,1.2261046403500981,0.882603927187527,0.34350071316257114,5.917475981602296,5.861019142265626,0.05645683933667023,10.76008124902417,10.810442338085938,-0.05036108906176828,15.451305769220948,15.79340910109375,-0.34210333187280284
193,193,969.8793969849246,1.2295890689047855,0.8879291245703395,0.341659944334446,5.921996395664795,5.865704410234375,0.0562919854304198,10.763159148397706,10.814221734726562,-0.05106258632885563,15.453764893242921,15.793866752109375,-0.34010185886645417
194,194,974.8994974874371,1.2339618799204106,0.893611454765653,0.34035042515475766,5.925847837852295,5.8705925153125005,0.055255322539794705,10.766146123318851,10.818400957890624,-0.052254834571773046,15.455268351877198,15.796450866171877,-0.3411825142946796
195,195,979.9195979899497,1.2322813857797856,0.8926310367187769,0.33965034906100877,5.925718043438232,5.8704384574609385,0.05527958597729388,10.7663149690625,10.817460965976565,-0.051145996914064185,15.456837235117188,15.797935736289062,-0.34109850117187435
196,196,984.9396984924622,1.23227219796875,0.8912500205078383,0.3410221774609118,5.925753702734376,5.873170509257813,0.05258319347656304,10.77254419785083,10.825037715898437,-0.05249351804760671,15.462739455389894,15.805021153984377,-0.34228169859448343
197,197,989.9597989949748,1.2307970891037592,0.8885884033594009,0.34220868574435825,5.924543916290528,5.871270523906251,0.053273392384276974,10.771688485938965,10.825107468867188,-0.053418982928223,15.461830370233645,15.806059594375,-0.3442292241413547
198,198,994.9798994974874,1.227383100158447,0.8860589151172158,0.3413241850412312,5.921852069338135,5.869036261523439,0.05281580781469586,10.767588357070313,10.820748573945313,-0.05316021687499983,15.457042183476563,15.800395380937502,-0.34335319746093873
199,199,1000.0,1.2299558122287595,0.8879051153515922,0.34205069687716727,5.926159253282714,5.872077779179688,0.05408147410302622,10.770922011833742,10.823023661757812,-0.052101649924070514,15.460390826952395,15.8015726934375,-0.34118186648510473
