,time,temp,z_Ba_layer0,z_S_layer0,z_diff_layer0,z_Ba_layer1,z_S_layer1,z_diff_layer1,z_Ba_layer2,z_S_layer2,z_diff_layer2,z_Ba_layer3,z_S_layer3,z_diff_layer3
21,21,106.42211055276381,1.2770522693359376,0.8539661996875283,0.42308606964840934,5.92841885043042,5.866244355312501,0.06217449511791884,10.759215595350831,10.820281723320313,-0.06106612796948241,15.40868559558594,15.832479565039064,-0.42379396945312386
22,22,111.44221105527637,1.2763076308203125,0.8544082659765917,0.4218993648437208,5.927511934531983,5.865988378398438,0.061523556133545654,10.758915297108643,10.820043932304687,-0.06112863519604339,15.409102000234375,15.831392618828126,-0.4222906185937507
23,23,116.46231155778894,1.2741600073437502,0.8545721991406514,0.4195878082030988,5.9261165363281245,5.8649743733203135,0.06114216300781106,10.75720242828125,10.817987152109376,-0.060784723828126275,15.407548934062502,15.828991988046877,-0.4214430539843743
24,24,121.4824120603015,1.27243818890625,0.8538938475000273,0.41854434140622265,5.924469126602295,5.8639264001562506,0.060542726446044526,10.755236608125,10.816579531210937,-0.06134292308593814,15.406552314648438,15.827509939960938,-0.42095762531250003
25,25,126.50251256281406,1.2728613253124998,0.8546081101562796,0.41825321515622027,5.924369795040526,5.8643812192578135,0.05998857578271277,10.75401780984375,10.816294516914063,-0.0622767070703123,15.40675309296875,15.827335940156251,-0.42058284718750194
26,26,131.52261306532662,1.2738385482421877,0.8553890792578388,0.41844946898434887,5.925325124804688,5.865361521015625,0.05996360378906296,10.754109573866456,10.817109101406249,-0.06299952753979277,15.40745479609375,15.828593284140627,-0.4211384880468767
27,27,136.5427135678392,1.27357141375,0.8544668497656525,0.4191045639843476,5.924522163243652,5.864476156171875,0.060046007071776764,10.752056258006348,10.816163185976562,-0.06410692797021333,15.407573136328127,15.82777871808594,-0.42020558175781275
28,28,141.56281407035175,1.2746216101562502,0.8555169725781525,0.4191046375780977,5.926482026679688,5.865384407109375,0.06109761957031257,10.754079971055422,10.817163952421875,-0.06308398136645366,15.408595273906252,15.828328385742187,-0.4197331118359351
29,29,146.5829145728643,1.2742390504296874,0.8548787877734652,0.4193602626562223,5.925566093828858,5.864739985156251,0.060826108672607404,10.754596030313234,10.816719394687503,-0.06212336437426913,15.410058944414065,15.828369430546875,-0.4183104861328104
30,30,151.60301507537687,1.2734900949609376,0.8548601104297142,0.41862998453122335,5.926026679140625,5.864854921054688,0.061171758085937,10.755698939883546,10.817724400468752,-0.06202546058520575,15.410329165117188,15.82804923683594,-0.41772007171875103
31,31,156.62311557788945,1.2726292750781252,0.8558169617578388,0.41681231332028634,5.926222029725098,5.865718323476563,0.06050370624853496,10.757245698360109,10.818595178125001,-0.06134947976489258,15.410702311328127,15.828129472226564,-0.4174271608984377
32,32,161.643216080402,1.27281801515625,0.8565639696875291,0.4162540454687209,5.926987492929689,5.866376963164063,0.06061052976562564,10.75810158433594,10.819989209101564,-0.061887624765624594,15.412344781718751,15.828763440429688,-0.41641865871093664
33,33,166.66331658291455,1.270818610390625,0.8567460275390895,0.4140725828515355,5.926378366991456,5.8662620826171885,0.06011628437426708,10.757569234765626,10.819012555703125,-0.06144332093749938,15.41176175734375,15.827607760859376,-0.4158460035156253
