,time,temp,z_Ba_layer0,z_S_layer0,z_diff_layer0,z_Ba_layer1,z_S_layer1,z_diff_layer1,z_Ba_layer2,z_S_layer2,z_diff_layer2,z_Ba_layer3,z_S_layer3,z_diff_layer3,z_Ba_layer4,z_S_layer4,z_diff_layer4
81,81,407.62814070351754,1.2485427371627102,0.8631427856250199,0.38539995153769036,5.97769195534325,5.931543924444444,0.046148030898805814,10.95106904659722,10.952545050208334,-0.0014760036111134411,15.921735642777776,15.971971043611111,-0.05023540083333522,20.64967260820835,21.0371363175,-0.3874637092916515
82,82,412.6482412060301,1.2457272833432658,0.8585290597222399,0.38719822362102585,5.971801077986111,5.9270795355555554,0.044721542430555594,10.950592873125,10.952090456458333,-0.0014975833333323862,15.92032476319246,15.97125860375,-0.05093384055754058,20.649593709942476,21.039947473958335,-0.39035376401585964
83,83,417.6683417085427,1.2437881182063633,0.8573222352777935,0.38646588292856976,5.9698525899999995,5.9261512198611115,0.043701370138887974,10.948726404166667,10.949247712916666,-0.0005213087499988944,15.917312867916669,15.96823209097222,-0.0509192230555513,20.64767642910914,21.034856642083334,-0.3871802129741937
84,84,422.68844221105525,1.24322720591271,0.858216372847239,0.3850108330654711,5.9724328515972225,5.926647242847222,0.04578560875000015,10.947279046041665,10.948692614375,-0.001413568333335391,15.913096651597224,15.968306231805558,-0.05520958020833433,20.64773316077581,21.03645415375,-0.38872099297418927
85,85,427.7085427135678,1.24195867112303,0.8561709138889078,0.3857877572341222,5.971611475831348,5.924068776527778,0.04754269930356969,10.943883363819445,10.944555995763888,-0.0006726319444432249,15.909981626039679,15.963899160833332,-0.05391753479365313,20.644006016053584,21.030215461041664,-0.3862094449880793
86,86,432.7286432160804,1.244340879041683,0.8610960052083573,0.3832448738333257,5.976910258331348,5.928377472986111,0.04853278534523664,10.945511564166667,10.94770072013889,-0.0021891559722231335,15.913463101041666,15.967099667708332,-0.053636566666666496,20.648592482581364,21.03220559951389,-0.3836131169325263
87,87,437.74874371859295,1.24862095049803,0.8622119365277948,0.3864090139702351,5.977922382914681,5.92972181326389,0.048200569650791,10.946582715069447,10.948982973541668,-0.0024002584722211395,15.918057635972222,15.968634414097222,-0.05057677812500039,20.650145829384932,21.032015937083333,-0.3818701076984006
88,88,442.7688442211055,1.24565794737303,0.859409473055572,0.386248474317458,5.977545324025792,5.927122196180555,0.05042312784523695,10.945484042569444,10.947120547222223,-0.0016365046527795357,15.918868890694448,15.967688775416669,-0.04881988472222076,20.654710052095254,21.033924381805555,-0.379214329710301
89,89,447.78894472361804,1.2443693570972387,0.857433943611134,0.3869354134861047,5.979450956527778,5.925897222708333,0.05355373381944517,10.943137532916667,10.946132193402779,-0.0029946604861113,15.915876846805556,15.967589817083333,-0.05171297027777655,20.652608880291684,21.035142311527782,-0.38253343123609795
90,90,452.8090452261306,1.2436409726488213,0.8565041968750197,0.3871367757738017,5.978600738819446,5.924052500208333,0.05454823861111269,10.942376472291667,10.944519988680556,-0.0021435163888892106,15.915594300759917,15.966522849444447,-0.05092854868452967,20.652550910289698,21.034132031180558,-0.3815811208908606
91,91,457.8291457286432,1.2437242893174743,0.8600573429166831,0.38366694640079113,5.981207838402778,5.926130635208334,0.0550772031944442,10.945633579791668,10.94597920375,-0.00034562395833148685,15.91254935340278,15.965755697083333,-0.05320634368055366,20.65056693848613,21.035124126111114,-0.3845571876249849
92,92,462.84924623115575,1.2475594779980301,0.8650469465277977,0.38251253147023245,5.9807033983333335,5.9302316077083335,0.05047179062500007,10.947728467291666,10.948831517986113,-0.0011030506944464946,15.919397739998013,15.968848609375003,-0.04945086937699017,20.65090869647224,21.036112176666666,-0.3852034801944271
93,93,467.8693467336683,1.2478067132758077,0.864224005763907,0.3835827075119007,5.982233148331348,5.929333280208333,0.05289986812301528,10.946202424930556,10.947973760555556,-0.0017713356249995371,15.91899593117857,15.967495090972225,-0.048499159793655267,20.651211849803587,21.034680884166665,-0.38346903436307755
94,94,472.8894472361809,1.2528632685535854,0.8704021515972407,0.38246111695634477,5.986493183956347,5.935090736805555,0.05140244715079234,10.952594418263889,10.95369541486111,-0.0011009965972217373,15.922849193607142,15.97317014298611,-0.05032094937896758,20.65819529501192,21.041284632986113,-0.38308933797419087
95,95,477.90954773869345,1.2495036323035855,0.8678567120833502,0.3816469202202353,5.9836270649265835,5.933345374444445,0.05028169048213815,10.950708826180557,10.952686934652778,-0.0019781084722207964,15.92188045965278,15.972384707430557,-0.05050424777777707,20.659215535636918,21.039907031736114,-0.38069149609919606
