theta,int,idk
5.940000,0.00471,0.00000
5.950000,0.00470,0.00000
5.960000,0.00469,0.00000
5.970000,0.00468,0.00000
5.980000,0.00467,0.00000
5.990000,0.00466,0.00000
6.000000,0.00464,0.00000
6.010000,0.00463,0.00000
6.020000,0.00462,0.00000
6.030000,0.00461,0.00000
6.040000,0.00460,0.00000
6.050000,0.00459,0.00000
6.060000,0.00458,0.00000
6.070000,0.00457,0.00000
6.080000,0.00456,0.00000
6.090000,0.00455,0.00000
6.100000,0.00454,0.00000
6.110000,0.00453,0.00000
6.120000,0.00452,0.00000
6.130000,0.00451,0.00000
6.140000,0.00450,0.00000
6.150000,0.00449,0.00000
6.160000,0.00448,0.00000
6.170000,0.00447,0.00000
6.180000,0.00446,0.00000
6.190000,0.00445,0.00000
6.200000,0.00445,0.00000
6.210000,0.00444,0.00000
6.220000,0.00443,0.00000
6.230000,0.00442,0.00000
6.240000,0.00441,0.00000
6.250000,0.00440,0.00000
6.260000,0.00439,0.00000
6.270000,0.00438,0.00000
6.280000,0.00437,0.00000
6.290000,0.00436,0.00000
6.300000,0.00435,0.00000
6.310000,0.00434,0.00000
6.320000,0.00434,0.00000
6.330000,0.00433,0.00000
6.340000,0.00432,0.00000
6.350000,0.00431,0.00000
6.360000,0.00430,0.00000
6.370000,0.00429,0.00000
6.380000,0.00428,0.00000
6.390000,0.00427,0.00000
6.400000,0.00427,0.00000
6.410000,0.00426,0.00000
6.420000,0.00425,0.00000
6.430000,0.00424,0.00000
6.440000,0.00423,0.00000
6.450000,0.00422,0.00000
6.460000,0.00422,0.00000
6.470000,0.00421,0.00000
6.480000,0.00420,0.00000
6.490000,0.00419,0.00000
6.500000,0.00418,0.00000
6.510000,0.00418,0.00000
6.520000,0.00417,0.00000
6.530000,0.00416,0.00000
6.540000,0.00415,0.00000
6.550000,0.00414,0.00000
6.560000,0.00414,0.00000
6.570000,0.00413,0.00000
6.580000,0.00412,0.00000
6.590000,0.00411,0.00000
6.600000,0.00411,0.00000
6.610000,0.00410,0.00000
6.620000,0.00409,0.00000
6.630000,0.00408,0.00000
6.640000,0.00408,0.00000
6.650000,0.00407,0.00000
6.660000,0.00406,0.00000
6.670000,0.00405,0.00000
6.680000,0.00405,0.00000
6.690000,0.00404,0.00000
6.700000,0.00403,0.00000
6.710000,0.00402,0.00000
6.720000,0.00402,0.00000
6.730000,0.00401,0.00000
6.740000,0.00400,0.00000
6.750000,0.00400,0.00000
6.760000,0.00399,0.00000
6.770000,0.00398,0.00000
6.780000,0.00398,0.00000
6.790000,0.00397,0.00000
6.800000,0.00396,0.00000
6.810000,0.00396,0.00000
6.820000,0.00395,0.00000
6.830000,0.00394,0.00000
6.840000,0.00394,0.00000
6.850000,0.00393,0.00000
6.860000,0.00392,0.00000
6.870000,0.00392,0.00000
6.880000,0.00391,0.00000
6.890000,0.00390,0.00000
6.900000,0.00390,0.00000
6.910000,0.00389,0.00000
6.920000,0.00388,0.00000
6.930000,0.00388,0.00000
6.940000,0.00387,0.00000
6.950000,0.00387,0.00000
6.960000,0.00386,0.00000
6.970000,0.00385,0.00000
6.980000,0.00385,0.00000
6.990000,0.00384,0.00000
7.000000,0.00384,0.00000
7.010000,0.00383,0.00000
7.020000,0.00382,0.00000
7.030000,0.00382,0.00000
7.040000,0.00381,0.00000
7.050000,0.00381,0.00000
7.060000,0.00380,0.00000
7.070000,0.00379,0.00000
7.080000,0.00379,0.00000
7.090000,0.00378,0.00000
7.100000,0.00378,0.00000
7.110000,0.00377,0.00000
7.120000,0.00377,0.00000
7.130000,0.00376,0.00000
7.140000,0.00375,0.00000
7.150000,0.00375,0.00000
7.160000,0.00374,0.00000
7.170000,0.00374,0.00000
7.180000,0.00373,0.00000
7.190000,0.00373,0.00000
7.200000,0.00372,0.00000
7.210000,0.00372,0.00000
7.220000,0.00371,0.00000
7.230000,0.00371,0.00000
7.240000,0.00370,0.00000
7.250000,0.00370,0.00000
7.260000,0.00369,0.00000
7.270000,0.00369,0.00000
7.280000,0.00368,0.00000
7.290000,0.00368,0.00000
7.300000,0.00367,0.00000
7.310000,0.00367,0.00000
7.320000,0.00366,0.00000
7.330000,0.00366,0.00000
7.340000,0.00365,0.00000
7.350000,0.00365,0.00000
7.360000,0.00364,0.00000
7.370000,0.00364,0.00000
7.380000,0.00363,0.00000
7.390000,0.00363,0.00000
7.400000,0.00362,0.00000
7.410000,0.00362,0.00000
7.420000,0.00362,0.00000
7.430000,0.00361,0.00000
7.440000,0.00361,0.00000
7.450000,0.00360,0.00000
7.460000,0.00360,0.00000
7.470000,0.00359,0.00000
7.480000,0.00359,0.00000
7.490000,0.00359,0.00000
7.500000,0.00358,0.00000
7.510000,0.00358,0.00000
7.520000,0.00357,0.00000
7.530000,0.00357,0.00000
7.540000,0.00356,0.00000
7.550000,0.00356,0.00000
7.560000,0.00356,0.00000
7.570000,0.00355,0.00000
7.580000,0.00355,0.00000
7.590000,0.00354,0.00000
7.600000,0.00354,0.00000
7.610000,0.00354,0.00000
7.620000,0.00353,0.00000
7.630000,0.00353,0.00000
7.640000,0.00353,0.00000
7.650000,0.00352,0.00000
7.660000,0.00352,0.00000
7.670000,0.00351,0.00000
7.680000,0.00351,0.00000
7.690000,0.00351,0.00000
7.700000,0.00350,0.00000
7.710000,0.00350,0.00000
7.720000,0.00350,0.00000
7.730000,0.00349,0.00000
7.740000,0.00349,0.00000
7.750000,0.00349,0.00000
7.760000,0.00348,0.00000
7.770000,0.00348,0.00000
7.780000,0.00348,0.00000
7.790000,0.00347,0.00000
7.800000,0.00347,0.00000
7.810000,0.00347,0.00000
7.820000,0.00346,0.00000
7.830000,0.00346,0.00000
7.840000,0.00346,0.00000
7.850000,0.00346,0.00000
7.860000,0.00345,0.00000
7.870000,0.00345,0.00000
7.880000,0.00345,0.00000
7.890000,0.00344,0.00000
7.900000,0.00344,0.00000
7.910000,0.00344,0.00000
7.920000,0.00344,0.00000
7.930000,0.00343,0.00000
7.940000,0.00343,0.00000
7.950000,0.00343,0.00000
7.960000,0.00343,0.00000
7.970000,0.00342,0.00000
7.980000,0.00342,0.00000
7.990000,0.00342,0.00000
8.000000,0.00342,0.00000
8.010000,0.00341,0.00000
8.020000,0.00341,0.00000
8.030000,0.00341,0.00000
8.040000,0.00341,0.00000
8.050000,0.00340,0.00000
8.060000,0.00340,0.00000
8.070000,0.00340,0.00000
8.080000,0.00340,0.00000
8.090000,0.00340,0.00000
8.100000,0.00339,0.00000
8.110000,0.00339,0.00000
8.120000,0.00339,0.00000
8.130000,0.00339,0.00000
8.140000,0.00339,0.00000
8.150000,0.00339,0.00000
8.160000,0.00338,0.00000
8.170000,0.00338,0.00000
8.180000,0.00338,0.00000
8.190000,0.00338,0.00000
8.200000,0.00338,0.00000
8.210000,0.00338,0.00000
8.220000,0.00337,0.00000
8.230000,0.00337,0.00000
8.240000,0.00337,0.00000
8.250000,0.00337,0.00000
8.260000,0.00337,0.00000
8.270000,0.00337,0.00000
8.280000,0.00337,0.00000
8.290000,0.00337,0.00000
8.300000,0.00336,0.00000
8.310000,0.00336,0.00000
8.320000,0.00336,0.00000
8.330000,0.00336,0.00000
8.340000,0.00336,0.00000
8.350000,0.00336,0.00000
8.360000,0.00336,0.00000
8.370000,0.00336,0.00000
8.380000,0.00336,0.00000
8.390000,0.00336,0.00000
8.400000,0.00336,0.00000
8.410000,0.00336,0.00000
8.420000,0.00336,0.00000
8.430000,0.00335,0.00000
8.440000,0.00335,0.00000
8.450000,0.00335,0.00000
8.460000,0.00335,0.00000
8.470000,0.00335,0.00000
8.480000,0.00335,0.00000
8.490000,0.00335,0.00000
8.500000,0.00335,0.00000
8.510000,0.00335,0.00000
8.520000,0.00335,0.00000
8.530000,0.00335,0.00000
8.540000,0.00335,0.00000
8.550000,0.00335,0.00000
8.560000,0.00335,0.00000
8.570000,0.00336,0.00000
8.580000,0.00336,0.00000
8.590000,0.00336,0.00000
8.600000,0.00336,0.00000
8.610000,0.00336,0.00000
8.620000,0.00336,0.00000
8.630000,0.00336,0.00000
8.640000,0.00336,0.00000
8.650000,0.00336,0.00000
8.660000,0.00336,0.00000
8.670000,0.00336,0.00000
8.680000,0.00336,0.00000
8.690000,0.00336,0.00000
8.700000,0.00337,0.00000
8.710000,0.00337,0.00000
8.720000,0.00337,0.00000
8.730000,0.00337,0.00000
8.740000,0.00337,0.00000
8.750000,0.00337,0.00000
8.760000,0.00338,0.00000
8.770000,0.00338,0.00000
8.780000,0.00338,0.00000
8.790000,0.00338,0.00000
8.800000,0.00338,0.00000
8.810000,0.00339,0.00000
8.820000,0.00339,0.00000
8.830000,0.00339,0.00000
8.840000,0.00339,0.00000
8.850000,0.00339,0.00000
8.860000,0.00340,0.00000
8.870000,0.00340,0.00000
8.880000,0.00340,0.00000
8.890000,0.00341,0.00000
8.900000,0.00341,0.00000
8.910000,0.00341,0.00000
8.920000,0.00341,0.00000
8.930000,0.00342,0.00000
8.940000,0.00342,0.00000
8.950000,0.00342,0.00000
8.960000,0.00343,0.00000
8.970000,0.00343,0.00000
8.980000,0.00344,0.00000
8.990000,0.00344,0.00000
9.000000,0.00344,0.00000
9.010000,0.00345,0.00000
9.020000,0.00345,0.00000
9.030000,0.00346,0.00000
9.040000,0.00346,0.00000
9.050000,0.00346,0.00000
9.060000,0.00347,0.00000
9.070000,0.00347,0.00000
9.080000,0.00348,0.00000
9.090000,0.00348,0.00000
9.100000,0.00349,0.00000
9.110000,0.00349,0.00000
9.120000,0.00350,0.00000
9.130000,0.00351,0.00000
9.140000,0.00351,0.00000
9.150000,0.00352,0.00000
9.160000,0.00352,0.00000
9.170000,0.00353,0.00000
9.180000,0.00354,0.00000
9.190000,0.00354,0.00000
9.200000,0.00355,0.00000
9.210000,0.00356,0.00000
9.220000,0.00356,0.00000
9.230000,0.00357,0.00000
9.240000,0.00358,0.00000
9.250000,0.00359,0.00000
9.260000,0.00359,0.00000
9.270000,0.00360,0.00000
9.280000,0.00361,0.00000
9.290000,0.00362,0.00000
9.300000,0.00363,0.00000
9.310000,0.00363,0.00000
9.320000,0.00364,0.00000
9.330000,0.00365,0.00000
9.340000,0.00366,0.00000
9.350000,0.00367,0.00000
9.360000,0.00368,0.00000
9.370000,0.00369,0.00000
9.380000,0.00370,0.00000
9.390000,0.00371,0.00000
9.400000,0.00372,0.00000
9.410000,0.00373,0.00000
9.420000,0.00374,0.00000
9.430000,0.00376,0.00000
9.440000,0.00377,0.00000
9.450000,0.00378,0.00000
9.460000,0.00379,0.00000
9.470000,0.00380,0.00000
9.480000,0.00382,0.00000
9.490000,0.00383,0.00000
9.500000,0.00384,0.00000
9.510000,0.00386,0.00000
9.520000,0.00387,0.00000
9.530000,0.00389,0.00000
9.540000,0.00390,0.00000
9.550000,0.00392,0.00000
9.560000,0.00393,0.00000
9.570000,0.00395,0.00000
9.580000,0.00396,0.00000
9.590000,0.00398,0.00000
9.600000,0.00400,0.00000
9.610000,0.00401,0.00000
9.620000,0.00403,0.00000
9.630000,0.00405,0.00000
9.640000,0.00407,0.00000
9.650000,0.00409,0.00000
9.660000,0.00411,0.00000
9.670000,0.00413,0.00000
9.680000,0.00415,0.00000
9.690000,0.00417,0.00000
9.700000,0.00419,0.00000
9.710000,0.00421,0.00000
9.720000,0.00423,0.00000
9.730000,0.00426,0.00000
9.740000,0.00428,0.00000
9.750000,0.00431,0.00000
9.760000,0.00433,0.00000
9.770000,0.00436,0.00000
9.780000,0.00438,0.00000
9.790000,0.00441,0.00000
9.800000,0.00444,0.00000
9.810000,0.00447,0.00000
9.820000,0.00450,0.00000
9.830000,0.00453,0.00000
9.840000,0.00456,0.00000
9.850000,0.00459,0.00000
9.860000,0.00462,0.00000
9.870000,0.00465,0.00000
9.880000,0.00469,0.00000
9.890000,0.00472,0.00000
9.900000,0.00476,0.00000
9.910000,0.00480,0.00000
9.920000,0.00484,0.00000
9.930000,0.00487,0.00000
9.940000,0.00492,0.00000
9.950000,0.00496,0.00000
9.960000,0.00500,0.00000
9.970000,0.00504,0.00000
9.980000,0.00509,0.00000
9.990000,0.00514,0.00000
10.000000,0.00518,0.00000
10.010000,0.00523,0.00000
10.020000,0.00528,0.00000
10.030000,0.00534,0.00000
10.040000,0.00539,0.00000
10.050000,0.00545,0.00000
10.060000,0.00550,0.00000
10.070000,0.00556,0.00000
10.080000,0.00562,0.00000
10.090000,0.00569,0.00000
10.100000,0.00575,0.00000
10.110000,0.00582,0.00000
10.120000,0.00589,0.00000
10.130000,0.00596,0.00000
10.140000,0.00604,0.00000
10.150000,0.00611,0.00000
10.160000,0.00619,0.00000
10.170000,0.00628,0.00000
10.180000,0.00636,0.00000
10.190000,0.00645,0.00000
10.200000,0.00654,0.00000
10.210000,0.00664,0.00000
10.220000,0.00674,0.00000
10.230000,0.00684,0.00000
10.240000,0.00695,0.00000
10.250000,0.00706,0.00000
10.260000,0.00717,0.00000
10.270000,0.00729,0.00000
10.280000,0.00741,0.00000
10.290000,0.00754,0.00000
10.300000,0.00768,0.00000
