 0.003524, 0.002385, 0.002611,-0.005133,-0.000223, 0.000706, 0.000204,-0.000797
-0.000579,-0.009705, 0.003785, 0.000433,-0.005319,-0.002772, 0.007377, 0.002158
-0.003331, 0.004537,-0.002099,-0.000818,-0.010467,-0.000585,-0.004551,-0.002666
 0.001091,-0.000679, 0.001989, 0.000997,-0.004460, 0.007898,-0.010556, 0.000599
 0.004586, 0.005168, 0.003009,-0.002350, 0.004905,-0.005689, 0.004072,-0.005217
 0.002166, 0.001188,-0.001432,-0.003416, 0.008702, 0.000020, 0.002416,-0.003482
 0.003876, 0.001297, 0.003866,-0.008546, 0.011967,-0.010655, 0.001798,-0.002295
 0.004436, 0.003444,-0.001146,-0.001823,-0.010938,-0.011365, 0.001493,-0.002833
-0.004161, 0.002530,-0.005083, 0.001241, 0.008890, 0.009924,-0.000567,-0.002323
-0.004994,-0.005380, 0.004903, 0.009434,-0.000107,-0.002515, 0.001179,-0.004505
 0.007717, 0.003741,-0.003839,-0.005723,-0.001537, 0.013002,-0.000299, 0.002746
 0.000169,-0.003741, 0.009393,-0.003082, 0.002965,-0.000826,-0.003877,-0.001707
 0.003291, 0.002159,-0.006143,-0.003786, 0.004067, 0.013461, 0.003227, 0.005273
-0.004926,-0.000406,-0.002821, 0.002746,-0.005643, 0.000539,-0.003501, 0.002188
 0.002798, 0.002923, 0.005147, 0.000209, 0.000084,-0.007355, 0.000529,-0.007330
-0.000343, 0.006698,-0.010071, 0.004121,-0.001373,-0.006868, 0.000110, 0.001412
 0.005346, 0.002044,-0.001321,-0.003334,-0.002512, 0.010632,-0.000762, 0.002728
-0.002687,-0.001149, 0.000922,-0.002421, 0.004322, 0.000569,-0.002487, 0.000926
 0.005293,-0.004659, 0.009397,-0.000930, 0.003529,-0.001720, 0.001920, 0.000787
 0.001888, 0.004429, 0.003373,-0.001490, 0.008001,-0.002991, 0.007091, 0.001886
 0.003380,-0.004913, 0.002310,-0.001291,-0.002368,-0.020693, 0.007101, 0.001873
 0.008335,-0.009907, 0.005537,-0.009618,-0.014524, 0.006895,-0.000367,-0.002627
-0.000776, 0.003109, 0.001535,-0.000443, 0.004784, 0.011281,-0.003803, 0.000235
 0.002398,-0.004040,-0.002873,-0.006792, 0.005614, 0.003826, 0.000602, 0.004685
-0.001399, 0.003290,-0.002201,-0.002439, 0.007539,-0.004492,-0.001539, 0.000957
-0.002019,-0.004002,-0.013448,-0.002111, 0.011993,-0.006826, 0.000399,-0.000491
 0.003425,-0.009171,-0.003376, 0.001414, 0.012507,-0.012511, 0.006157,-0.001894
-0.004730,-0.000057,-0.002935, 0.001437, 0.005093, 0.002339, 0.005206,-0.002847
-0.010316, 0.005955, 0.003555, 0.004072,-0.007704,-0.008131,-0.000316,-0.003232
 0.000445,-0.001712, 0.005654,-0.003839,-0.014427,-0.007111,-0.001927,-0.007173
-0.003693, 0.004655,-0.001846,-0.000316,-0.009521,-0.008916,-0.001255,-0.002092
 0.007015, 0.003321, 0.007589, 0.005559,-0.008436,-0.018648,-0.007555,-0.006454
 0.001438, 0.002244,-0.010638, 0.002190,-0.001644,-0.002216,-0.002710, 0.003386
-0.006399, 0.004274, 0.003565,-0.003779,-0.030488, 0.009767,-0.008979, 0.006249
-0.004648, 0.000682,-0.000508, 0.007457, 0.004885,-0.015612, 0.003240, 0.002321
-0.000365,-0.004689,-0.004196, 0.001820, 0.018363,-0.004042, 0.002056,-0.001197
-0.008836, 0.002273, 0.001582,-0.000284, 0.015007,-0.014956, 0.007909, 0.001772
-0.000896, 0.001682, 0.001975,-0.002167,-0.003730, 0.004339,-0.001657, 0.000110
 0.002636, 0.001766,-0.000768,-0.003095,-0.018508,-0.015574,-0.002579, 0.001824
-0.002197, 0.003487,-0.012450,-0.000491,-0.034712, 0.035487,-0.009228, 0.005579
 0.003938,-0.011686, 0.007483, 0.000023,-0.014022, 0.032732,-0.006589, 0.006169
-0.002598,-0.005235, 0.002421, 0.000109,-0.022179, 0.019704,-0.005600, 0.006534
 0.002572, 0.002260,-0.006505, 0.002168, 0.005884, 0.010267,-0.000602, 0.001397
 0.000159, 0.003107,-0.002494,-0.005973,-0.024837, 0.004729,-0.006829, 0.000587
 0.009726,-0.002418, 0.002403,-0.002055,-0.027379,-0.006465,-0.002751,-0.001844
 0.005177, 0.001777,-0.000724, 0.004641,-0.030467,-0.022658,-0.007040,-0.006177
-0.001523, 0.003920,-0.005509,-0.003303,-0.032913,-0.019413,-0.009837,-0.006778
 0.005431,-0.000756,-0.005372,-0.004949,-0.024534,-0.023429,-0.005242,-0.007568
-0.004472, 0.003439, 0.002323,-0.000348,-0.024226,-0.020642,-0.005785,-0.005955
-0.003770,-0.004161, 0.005223, 0.001036,-0.026434,-0.021796,-0.003319,-0.003765
 0.003731,-0.001772,-0.001172,-0.003076,-0.024831,-0.019737,-0.001500,-0.004746
-0.006072, 0.000198,-0.002233, 0.000431,-0.021035,-0.020777,-0.004842,-0.006066
-0.003623, 0.005104,-0.006501, 0.003113,-0.020748,-0.024140,-0.005877,-0.005834
 0.001797,-0.001707,-0.000164, 0.004185,-0.023351,-0.025339,-0.007909,-0.002980
 0.002423,-0.000574, 0.000944,-0.011329,-0.026979,-0.024482,-0.008681,-0.004950
-0.010528, 0.001311,-0.006058, 0.000045,-0.028668,-0.022986,-0.005384,-0.005767
 0.002178,-0.004313, 0.000427, 0.006283,-0.021803,-0.023086,-0.004244,-0.005274
-0.001170, 0.002671,-0.001628,-0.002556,-0.026841,-0.028059,-0.004640,-0.002714
 0.002007,-0.005937, 0.003614, 0.006462,-0.022435,-0.024176,-0.006766,-0.006602
 0.003858,-0.001607, 0.000022,-0.002807,-0.023728,-0.023462,-0.009248,-0.006719
-0.008678,-0.000684,-0.002344, 0.003895,-0.040676,-0.022839,-0.015818,-0.006169
-0.005949,-0.001102, 0.003686, 0.005663,-0.045386,-0.022956,-0.011170,-0.005245
-0.003666, 0.002093, 0.000027,-0.000262,-0.043023,-0.024204,-0.010071,-0.005725
-0.000189,-0.000289,-0.003231, 0.000058,-0.047856,-0.024485,-0.010729,-0.005702
 0.000053, 0.000417,-0.003752,-0.000864,-0.044054,-0.024110,-0.012007,-0.003380
-0.002996, 0.004130, 0.002571, 0.001509,-0.041180,-0.021219,-0.009403,-0.007117
 0.000941,-0.005573, 0.005147,-0.000321,-0.044106,-0.026013,-0.011695,-0.007342
-0.001173,-0.003426,-0.002487,-0.000353,-0.043848,-0.026795,-0.011537,-0.006969
 0.005990, 0.004585,-0.003979,-0.001954,-0.042670,-0.027860,-0.011899,-0.005942
 0.004763,-0.002473,-0.002257,-0.010849,-0.043624,-0.025305,-0.011184,-0.005273
 0.000172, 0.002687, 0.000818, 0.000460,-0.048875,-0.026568,-0.010393,-0.005621
 0.001163,-0.001991,-0.003200,-0.003475,-0.047608,-0.028229,-0.012719,-0.002731
-0.002360,-0.000876,-0.005196, 0.001341,-0.044845,-0.026336,-0.011576,-0.005808
 0.003292,-0.008395, 0.007232,-0.002461,-0.046366,-0.029273,-0.012865,-0.005717
 0.004260,-0.005399, 0.000678, 0.000598,-0.048157,-0.027737,-0.011177,-0.006477
 0.001560, 0.002405,-0.004163,-0.004213,-0.045860,-0.026893,-0.011984,-0.003974
