,time,temp,z_Ba_layer0,z_S_layer0,z_diff_layer0,z_Ba_layer1,z_S_layer1,z_diff_layer1,z_Ba_layer2,z_S_layer2,z_diff_layer2
15,15,76.30150753768844,1.275437492421875,0.8625944909765957,0.4128430014452793,5.877219754335938,5.877543251992188,-0.00032349765625028226,10.481237035859376,10.892396841914064,-0.4111598060546875
16,16,81.321608040201,1.2760593446484374,0.8639647535547201,0.41209459109371727,5.8784584235937505,5.8786934053125,-0.00023498171874969387,10.48254590671875,10.893943626484376,-0.4113977197656258
17,17,86.34170854271356,1.2755570391796875,0.8640181066015968,0.4115389325780907,5.8783836417187505,5.878044831679688,0.0003388100390626647,10.481644771484374,10.893275887578126,-0.41163111609375136
18,18,91.36180904522612,1.275176675625,0.8644823666406591,0.4106943089843409,5.877270529921875,5.878314049414062,-0.0010435194921871727,10.481694626601563,10.892921318476564,-0.41122669187500094
19,19,96.38190954773869,1.2743401190624999,0.8634987273437817,0.41084139171871814,5.877391153984375,5.877362235820312,2.8918164062474716e-05,10.481741546523438,10.892643033242187,-0.4109014867187497
20,20,101.40201005025125,1.2737755596484375,0.8639502322265948,0.40982532742184263,5.8773317464843755,5.878165427929687,-0.000833681445311818,10.481550269765624,10.89242020171875,-0.41086993195312616
21,21,106.42211055276381,1.2730932190625,0.8638308998828457,0.4092623191796543,5.876712181992188,5.877553451992188,-0.0008412700000004492,10.481792813828125,10.89181673328125,-0.4100239194531241
22,22,111.44221105527637,1.2726651492578125,0.8638977031250339,0.4087674461327786,5.877644263632813,5.877606464570313,3.7799062499566105e-05,10.481555279296876,10.892150957421876,-0.4105956781250004
23,23,116.46231155778894,1.27314991859375,0.8650721906640966,0.40807772792965347,5.878549504257812,5.8785498564453125,-3.521875004963704e-07,10.482421242539061,10.893069947265625,-0.41064870472656345
24,24,121.4824120603015,1.2728968476171874,0.8657027438672216,0.4071941037499658,5.878080737773438,5.878236040742188,-0.00015530296874999294,10.482403092109376,10.89245024765625,-0.41004715554687365
25,25,126.50251256281406,1.2726444519140627,0.8658562743750305,0.4067881775390322,5.8803902825000005,5.878814346875,0.0015759356250004686,10.483943057070313,10.89226568484375,-0.40832262777343686
26,26,131.52261306532662,1.2732547412109376,0.8663982553906576,0.40685648582028,5.880309842226563,5.878856139843751,0.001453702382812061,10.484243964921877,10.891334609257813,-0.4070906443359359
27,27,136.5427135678392,1.2722935582421875,0.8655733492969095,0.40672020894527794,5.879052733906251,5.877980446992187,0.0010722869140638025,10.48349243765625,10.889995233476563,-0.40650279582031246
28,28,141.56281407035175,1.2729632440625,0.8653204186719083,0.4076428253905917,5.8783998538281255,5.877827756914064,0.0005720969140616816,10.484116194882812,10.889752167851562,-0.4056359729687493
29,29,146.5829145728643,1.27257204828125,0.8651384062109725,0.40743364207027744,5.877705747382812,5.8777466009375,-4.085355468763652e-05,10.484800064726564,10.889889758398438,-0.405089693671874
