,time,temp,z_Ba_layer0,z_S_layer0,z_diff_layer0,z_Ba_layer1,z_S_layer1,z_diff_layer1,z_Ba_layer2,z_S_layer2,z_diff_layer2,z_Ba_layer3,z_S_layer3,z_diff_layer3,z_Ba_layer4,z_S_layer4,z_diff_layer4,z_Ba_layer5,z_S_layer5,z_diff_layer5,z_Ba_layer6,z_S_layer6,z_diff_layer6
10,10,51.201005025125625,1.224895523819444,0.8862981645832857,0.3385973592361584,6.000177751458333,5.952594051666666,0.04758369979166677,10.97296759020833,10.963897856944444,0.009069733263887159,15.971890930624998,15.971443370347222,0.0004475602777755938,20.970316124513886,20.979876687291664,-0.009560562777778614,25.942870038402774,25.990008794374994,-0.04713875597222028,30.717621444722212,31.057241974375,-0.33962052965278744
11,11,56.22110552763819,1.2261614406249999,0.8858440097221743,0.3403174309028256,5.999370189513888,5.952446855416666,0.04692333409722238,10.972775237152776,10.963717306527776,0.0090579306249996,15.971700580902771,15.972035459027776,-0.0003348781250043231,20.971536518888886,20.980553177777775,-0.00901665888888914,25.944042879236108,25.990947860694444,-0.04690498145833644,30.717256227222215,31.05767155006944,-0.34041532284722464
12,12,61.24120603015075,1.2255277327083332,0.8842413085416189,0.3412864241667143,5.998306627986111,5.951098666944443,0.0472079610416678,10.972200895069442,10.962876929375,0.009323965694441938,15.972333963124997,15.971576471388886,0.0007574917361115041,20.970223528611104,20.97964391909722,-0.009420390486116759,25.943460577638884,25.990813880694443,-0.047353303055558627,30.71539430333333,31.057771947847225,-0.3423776445138955
13,13,66.26130653266331,1.2271704541666666,0.882666911597174,0.34450354256949256,5.9976354181249985,5.9502263669444435,0.04740905118055494,10.972045546458332,10.96261385375,0.009431692708332662,15.972668556041665,15.971907975694442,0.0007605803472223727,20.970947816805552,20.979864967986106,-0.008917151180554583,25.943171564861107,25.990920114791663,-0.04774854993055655,30.71471418305555,31.058120202499993,-0.34340601944444415
14,14,71.28140703517587,1.2277439929166665,0.8825383762499496,0.3452056166667169,5.9977042973611105,5.950573812013889,0.047130485347221196,10.971857045694442,10.96292203347222,0.008935012222222483,15.972517398263888,15.971473374444441,0.0010440238194462381,20.97106923152778,20.979475450486106,-0.008406218958327827,25.943867740694444,25.990825769513883,-0.046958028819439335,30.712403650277775,31.05771685583333,-0.34531320555555567
15,15,76.30150753768844,1.22833206451912,0.8819216642360649,0.34641040028305514,5.997671767569443,5.950596674027777,0.04707509354166639,10.973184941805554,10.962791927291667,0.010393014513887522,15.974422872013886,15.972234902152776,0.0021879698611098064,20.97231119381944,20.98004222055555,-0.007731026736109925,25.94527658159722,25.991858877499997,-0.04658229590277685,30.713879174652774,31.059683413958325,-0.3458042393055507
16,16,81.321608040201,1.2296755286857868,0.8821454574305092,0.3475300712552776,5.997758621458333,5.950914360416665,0.0468442610416675,10.972812972569443,10.96287791145833,0.009935061111113086,15.97514202923611,15.972401775138886,0.002740254097224337,20.973127744166664,20.980657972083332,-0.007530227916667798,25.946162281180552,25.99246436583333,-0.04630208465277974,30.715023710555556,31.060630387569443,-0.3456066770138868
17,17,86.34170854271356,1.2294617292361112,0.8831006424305081,0.34636108680560307,5.997842818402777,5.951622931527777,0.046219886874999894,10.972682750625,10.963170134652778,0.009512615972221639,15.975041722291666,15.972703418958329,0.002338303333337066,20.972339368749996,20.980054997499995,-0.007715628749998871,25.946714653402775,25.99284002444444,-0.04612537104166492,30.713400450416664,31.06043451756944,-0.3470340671527765
18,18,91.36180904522612,1.229095321111111,0.8813322818055072,0.3477630393056039,5.995649933819444,5.950798212430556,0.0448517213888886,10.97221434125,10.963446983194444,0.008767358055555619,15.975694073888885,15.973694038611107,0.002000035277777812,20.97342557673611,20.98094508229166,-0.007519505555553252,25.948394470277776,25.99494203680555,-0.046547566527774364,30.714321941041664,31.062537764791664,-0.3482158237499995
19,19,96.38190954773869,1.2286285694444443,0.8793852181943991,0.34924335125004524,5.993092733819443,5.948037917222221,0.045054816597222214,10.96960539375,10.960884299583332,0.008721094166666887,15.973353341458328,15.971837272916666,0.0015160685416617525,20.972364385902775,20.98101995006944,-0.008655564166666352,25.94854637548611,25.99475441888889,-0.04620804340277829,30.71180210402777,31.061292116180553,-0.3494900121527813
20,20,101.40201005025125,1.2301619790277778,0.8773998506943974,0.3527621283333804,5.991202282569443,5.946230022013888,0.04497226055555448,10.968439501041665,10.959487849305555,0.008951651736110122,15.969726012638887,15.969777688124996,-5.1675486108848645e-05,20.971830057361107,20.980178053194443,-0.008347995833336341,25.948450145625,25.993738339930548,-0.04528819430554876,30.70977830493055,31.060047309444435,-0.350269004513887
21,21,106.42211055276381,1.232618591111111,0.8779508124305082,0.35466777868060273,5.990497751388888,5.946195654444444,0.044302096944444536,10.967594215138888,10.959210091388886,0.008384123750001748,15.968318946111108,15.970208624236111,-0.0018896781250035133,20.972740915694445,20.9815449775,-0.008804061805555818,25.950129860277773,25.99538887805555,-0.04525901777777719,30.711146812158006,31.06340864381944,-0.35226183166143343
22,22,111.44221105527637,1.2335155961111108,0.8762879324305076,0.3572276636806032,5.989704638819443,5.9451303583333335,0.044574280486109785,10.967318525069443,10.958210368819444,0.009108156249999055,15.968924588680554,15.969966993055554,-0.0010424043749992506,20.973041358125002,20.98243373472222,-0.009392376597219254,25.95198410256944,25.99636152805555,-0.04437742548611112,30.711034842777774,31.065348403402773,-0.3543135606249983
23,23,116.46231155778894,1.2334343134080088,0.8751660204860651,0.35826829292194373,5.988358260486111,5.944198166111111,0.044160094375000014,10.96600993861111,10.95830655284722,0.007703385763889514,15.969136199027774,15.970412286666665,-0.001276087638890644,20.973967914791665,20.983036563749994,-0.009068648958329817,25.95284022048611,25.998036892291662,-0.04519667180555231,30.711964571329904,31.068233771180548,-0.35626919985064376
24,24,121.4824120603015,1.2322351713246755,0.8748183486805127,0.35741682264416286,5.989542052638888,5.945236188055555,0.04430586458333341,10.966861363402776,10.960054018888888,0.00680734451388787,15.971517639930552,15.971890290208332,-0.0003726502777805507,20.9746548975,20.983607524999996,-0.00895262749999759,25.953793546805553,25.998373325902776,-0.04457977909722288,30.71053950487157,31.069683305277774,-0.35914380040620486
25,25,126.50251256281406,1.2333539751493516,0.8744533922916204,0.3589005828577312,5.991534807430555,5.945799446111111,0.04573536131944422,10.969336315277777,10.962189547222222,0.007146768055555697,15.974570637430556,15.973574053680554,0.0009965837500018893,20.975683389305555,20.985285545277772,-0.009602155972217474,25.954321067013886,25.99995648777777,-0.04563542076388316,30.711115669246574,31.07121315618055,-0.36009748693397725
26,26,131.52261306532662,1.2340963751598144,0.8731782663888382,0.3609181087709762,5.990695521458332,5.944862038124999,0.04583348333333337,10.969811999027778,10.96172316409722,0.008088834930557454,15.975210797499999,15.973764203472221,0.0014465940277776923,20.97636653291666,20.985417628263885,-0.009051095347224702,25.954762670624998,25.999713598541664,-0.04495092791666622,30.71045909348268,31.07181792819444,-0.361358834711762
27,27,136.5427135678392,1.2364926411268051,0.8744944129860613,0.3619982281407438,5.991801053680555,5.944744826805556,0.04705622687499922,10.969420887291665,10.960412602708333,0.009008284583332582,15.976771372986112,15.97283708201389,0.003934290972223309,20.976734006527774,20.985281559930556,-0.00854755340278146,25.95469812972222,26.000073931666662,-0.04537580194444146,30.709009609310783,31.072917655208332,-0.3639080458975492
28,28,141.56281407035175,1.2372908197916666,0.8726422545138378,0.36464856527782874,5.990105322777777,5.943300526319444,0.04680479645833291,10.969362440694445,10.958973216319443,0.010389224375002115,15.977235540555553,15.973058335486108,0.004177205069444412,20.979419189374998,20.987037635624997,-0.007618446249999522,25.955054004930552,26.002052801111105,-0.046998796180552915,30.70845525382467,31.07397804138889,-0.3655227875642204
29,29,146.5829145728643,1.2372042509774532,0.8718804797221732,0.36532377125528004,5.987816852430555,5.94176243125,0.04605442118055514,10.966741247499998,10.956282452291664,0.010458795208334593,15.976090825138884,15.971562173680553,0.0045286514583313675,20.978537461666665,20.985103946527776,-0.006566484861110666,25.955104063263885,26.00099980381944,-0.045895740555554454,30.706547246046892,31.071990944791665,-0.3654436987447731
30,30,151.60301507537687,1.2368864999357867,0.8717623125693993,0.3651241873663874,5.987718945625,5.941883248749999,0.045835696875000664,10.966109825069443,10.95590998923611,0.010199835833333282,15.973586250694446,15.971071883472222,0.0025143672222238678,20.97717163520833,20.985265181111107,-0.008093545902777777,25.95322992243055,26.00067045972222,-0.04744053729167064,30.70332899029347,31.070803199861107,-0.36747420956763577
31,31,156.62311557788945,1.2395728400052313,0.8721120524999547,0.36746078750527655,5.988553393333332,5.943131085694444,0.04542230763888799,10.967016498958332,10.95714975083333,0.009866748125000768,15.972894844027772,15.972578934583332,0.0003159094444402655,20.978375695694442,20.98544031652777,-0.007064620833329371,25.95475557270833,26.000877569027775,-0.04612199631944591,30.704769550491342,31.07121203895833,-0.366442488466987
32,32,161.643216080402,1.237731188546898,0.8693339459027319,0.36839724264416607,5.986226314652777,5.941157879513889,0.04506843513888814,10.965867771805554,10.956817205624999,0.009050566180555109,15.970850489513888,15.971758583819442,-0.0009080943055543855,20.977859320833332,20.984739455624997,-0.006880134791664716,25.95547945965278,26.000700279097217,-0.04522081944443812,30.706024695635463,31.07300798861111,-0.3669832929756467
33,33,166.66331658291455,1.2372171011163422,0.868551629513841,0.3686654716025012,5.985410340624999,5.9411839000694435,0.04422644055555569,10.965149532291665,10.956843197430553,0.008306334861112319,15.969546261249999,15.97147337486111,-0.0019271136111118636,20.976321938541663,20.98514412131944,-0.008822182777777243,25.956472926111108,26.000519696875,-0.04404677076389163,30.70465568786291,31.073140032291665,-0.36848434442875444
34,34,171.68341708542712,1.2370169243854627,0.8669392741666253,0.37007765021883743,5.983920818263888,5.939411356666666,0.044509461597222355,10.964707713194443,10.956078509166666,0.008629204027776893,15.970000312708331,15.972084825902774,-0.0020845131944433604,20.97752583111111,20.986173201527777,-0.008647370416667854,25.95831787784722,26.00274230472222,-0.044424426874996925,30.70445753154347,31.07461412673611,-0.37015659519263977
35,35,176.7035175879397,1.2375470788403697,0.8662709443749534,0.3712761344654163,5.982991061805555,5.939084177430555,0.04390688437499968,10.964339745069443,10.957262069930554,0.007077675138889461,15.972371725972222,15.974092490138888,-0.0017207641666665552,20.978733402916664,20.989100250624997,-0.010366847708333182,25.961470376805554,26.006290629375,-0.04482025256944411,30.705897537029575,31.07749457506944,-0.3715970380398659
36,36,181.72361809045225,1.2390741289792588,0.8667511784027303,0.37232295057652853,5.983714787083333,5.940214154444444,0.0435006326388887,10.964474449791664,10.957840503333331,0.006633946458332929,15.974115828124999,15.974466565833332,-0.00035073770833271567,20.979851268472217,20.989133747430554,-0.009282478958336782,25.96151002,26.00636180631944,-0.04485178631944109,30.704135983076476,31.075794257847217,-0.3716582747707413
37,37,186.7437185929648,1.239705932451481,0.8661265585416216,0.3735793739098594,5.982598943055554,5.939219416874999,0.04337952618055496,10.964711185833332,10.9566012875,0.00810989833333231,15.973170789513883,15.971653735902773,0.0015170536111099864,20.97685307868055,20.986046053611105,-0.009192974930556375,25.956808906597217,26.003094588124995,-0.046285681527777456,30.70031920689592,31.072594270069445,-0.3722750631735252
38,38,191.76381909547737,1.242530513140694,0.8685877927082831,0.37394272043241095,5.985621571527776,5.942187015555555,0.04343455597222157,10.966406731874999,10.959557261319443,0.006849470555556181,15.974955611944445,15.97232867611111,0.0026269358333355086,20.97811562354166,20.987245263402777,-0.009129639861114924,25.95997529986111,26.004351262777774,-0.044375962916664236,30.701199186409806,31.073107893680547,-0.371908707270741
39,39,196.78391959798995,1.243639563765694,0.8700347770832886,0.3736047866824055,5.986092021805555,5.9425188988194435,0.04357312298611138,10.96604789298611,10.958694163263889,0.007353729722220592,15.974130550208331,15.971228123749999,0.0029024264583323856,20.976269709652776,20.986050169027774,-0.009780459374997719,25.95783207875,26.002340477777775,-0.04450839902777659,30.697522857873373,31.071666184583325,-0.37414332670995165
40,40,201.8040201005025,1.2440365023125919,0.8700860675694047,0.37395043474318723,5.98803372423611,5.942755350833332,0.04527837340277774,10.967589690069444,10.960239557499998,0.007350132569445833,15.975061680694441,15.97198813347222,0.003073547222221862,20.977569977222217,20.986581222152772,-0.009011244930555051,25.958066772291662,26.00178842895833,-0.04372165666666916,30.695973229465366,31.072785817361112,-0.37681258789574557
41,41,206.82412060301505,1.24534174460949,0.8708348365277307,0.37450690808175935,5.98807863298611,5.943230270972222,0.0448483620138882,10.965825279722221,10.960645865694444,0.00517941402777744,15.975377339791667,15.973608745208331,0.0017685945833356698,20.97926476020833,20.98725987645833,-0.007995116250000933,25.961127901736106,26.00399910986111,-0.042871208125003335,30.69765002558171,31.07604843326389,-0.37839840768218025
42,42,211.84422110552762,1.2456058684289346,0.8688819279860663,0.3767239404428683,5.985279422708333,5.9417794441666665,0.043499978541666096,10.963640716527777,10.958707166874998,0.00493354965277959,15.97397711347222,15.973267311458333,0.0007098020138869288,20.979374060347215,20.986139801249998,-0.006765740902782369,25.959756132708332,26.002490175555554,-0.04273404284722204,30.69664948183171,31.076223263680554,-0.37957378184884405
43,43,216.8643216080402,1.2460972180817125,0.8684785026388402,0.3776187154428723,5.985084467430555,5.941931938819444,0.04315252861111141,10.966523579791666,10.960544346319445,0.005979233472221068,15.975344585277774,15.975564607291666,-0.0002200220138917075,20.98230586409722,20.989256655902775,-0.006950791805554246,25.962898707222216,26.006974762777773,-0.04407605555555705,30.69880689517027,31.080644949999996,-0.3818380548297249
44,44,221.88442211055275,1.243972723220601,0.8647705632638384,0.37920215995676265,5.980986573124999,5.93804500986111,0.04294156326388876,10.964740473333332,10.956543936249998,0.008196537083334121,15.973982236041666,15.972465378124996,0.0015168579166697782,20.98109510194444,20.988146711874997,-0.007051609930556424,25.963535867152775,26.00688670833333,-0.04335084118055477,30.699227134475834,31.079189426597218,-0.3799622921213839
45,45,226.9045226130653,1.2460352370505083,0.8656155120138406,0.38041972503666777,5.982643411249999,5.939253995972221,0.04338941527777784,10.968928055416665,10.959510715486111,0.009417339930553936,15.978682945416665,15.97669818201389,0.0019847634027758687,20.98547719138889,20.991781711874996,-0.006304520486107634,25.967792949513886,26.012239480972216,-0.04444653145833044,30.70421955357305,31.083732933055558,-0.37951337948250696
46,46,231.92462311557787,1.2428155850956013,0.8630731650693997,0.3797424200262016,5.979191551319444,5.9352958595138885,0.04389569180555508,10.96656927173611,10.95598392986111,0.010585341875000154,15.974861174791663,15.973167774305555,0.0016934004861077767,20.981781706944442,20.98793166006944,-0.006149953124996443,25.965067955138885,26.008743529374996,-0.04367557423611146,30.699723019267495,31.079761711597218,-0.3800386923297232
47,47,236.94472361809045,1.2420322823230547,0.8624107162499544,0.3796215660731004,5.979404957291666,5.935089321666665,0.04431563562500074,10.966199981805554,10.956178054999999,0.010021926805555026,15.974452233263886,15.974223903819443,0.00022832944444317604,20.982094158263887,20.98830058645833,-0.006206428194442282,25.966317771874994,26.008227444791665,-0.04190967291667036,30.702830250720595,31.080366465486108,-0.377536214765513
48,48,241.964824120603,1.2402161589844902,0.8620635504166171,0.37815260856787314,5.978640362083333,5.9343805624305555,0.044259799652777154,10.964263291597222,10.955266857291665,0.008996434305556633,15.972530798402776,15.973041686805553,-0.0005108884027773541,20.97940611381944,20.987931950138886,-0.008525836319446256,25.96305776090277,26.007501585208328,-0.04444382430555649,30.701175389331713,31.079013631319437,-0.37783824198772464
49,49,246.98492462311555,1.2432519156511566,0.8641755200693946,0.379076395581762,5.981819641597222,5.9357904577777765,0.04602918381944576,10.962896259374999,10.956226785486109,0.006669473888889499,15.972890117916664,15.974052164374996,-0.0011620464583312895,20.97926925097222,20.989206390902776,-0.009937139930556782,25.96378062881944,26.007106664236105,-0.043326035416665576,30.6993628050956,31.078749255138884,-0.37938645004328464
50,50,252.00502512562812,1.2421907496684719,0.8648875563193985,0.37730319334907336,5.983077499444444,5.938191976319444,0.04488552312500005,10.965163367152776,10.95824285625,0.006920510902777011,15.975832960555554,15.976807010486109,-0.0009740499305550543,20.983927318888885,20.994592419374996,-0.010665100486111356,25.969053054861106,26.01299881111111,-0.04394575625000385,30.70575935454004,31.085809610694437,-0.3800502561543979
51,51,257.0251256281407,1.2459299527397214,0.8661164891666188,0.37981346357310264,5.985432302013888,5.939696261944444,0.04573604006944443,10.96394712409722,10.958387253333333,0.005559870763887531,15.975620776805549,15.976282561874996,-0.0006617850694468075,20.980772807152775,20.993484947499994,-0.012712140347218792,25.96544379972222,26.010542389652773,-0.0450985899305536,30.702156562467167,31.083128975069442,-0.38097241260227577
52,52,262.04522613065325,1.2514273637709254,0.8715666393055128,0.37986072446541264,5.9900531743055545,5.945089980069444,0.04496319423611084,10.96942942423611,10.96229648236111,0.007132941874999688,15.978913797638885,15.981083586805552,-0.002169789166666547,20.98756926659722,20.998673798749994,-0.011104532152774738,25.97182821354166,26.016873043402775,-0.04504482986111569,30.70827233370148,31.0912113011111,-0.38293896740962197
53,53,267.0653266331658,1.2507155327934716,0.8703486886805094,0.3803668441129622,5.989896578958333,5.945862784652777,0.04403379430555532,10.969859869791666,10.962500842638887,0.007359027152778808,15.978942928055554,15.980593007916664,-0.0016500798611094325,20.989026193888886,20.99833844138889,-0.009312247500002258,25.971802046527774,26.017367052638885,-0.04556500611111147,30.71011748946536,31.09287366229166,-0.3827561728262978
54,54,272.0854271356784,1.2505887275209253,0.8694997377777293,0.38108898974319605,5.988486108124999,5.943731627430555,0.044754480694443544,10.970887211527776,10.962566370486108,0.008320841041667748,15.980393946666664,15.9804357075,-4.176083333540248e-05,20.989321772430554,20.99814068756944,-0.00881891513888533,25.970727345694442,26.01724100104166,-0.046513655347219185,30.708174129390688,31.090031600347217,-0.381857470956529
55,55,277.10552763819095,1.2474198852292586,0.8663033271527272,0.38111655807653144,5.985879124027777,5.939775425972221,0.04610369805555603,10.969140263888887,10.959694866527776,0.009445397361110608,15.976395673819443,15.976880160763889,-0.00048448694444580553,20.98888206784722,20.994194755138885,-0.005312687291663565,25.968639367499996,26.01574551354166,-0.04710614604166352,30.70615827600361,31.087061257013886,-0.3809029810102764
56,56,282.1256281407035,1.248741703701481,0.8669103631944035,0.38183134050707745,5.98427786048611,5.938046310069443,0.04623155041666749,10.967764872986109,10.959239516319444,0.008525356666664763,15.977413411041665,15.97658397736111,0.00082943368055588,20.986621288402773,20.99480745388889,-0.008186165486115726,25.967725616736107,26.01604897659722,-0.04832335986111147,30.70433982912861,31.087025972569442,-0.3826861434408322
57,57,287.14572864321605,1.2451644191928235,0.8620186298610606,0.3831457893317629,5.978996889513888,5.931573458402777,0.04742343111111058,10.96188009236111,10.954150059513886,0.0077300328472240665,15.971685232083331,15.971820027916667,-0.0001347958333361987,20.983127930347216,20.991626391111108,-0.008498460763892268,25.96500609229166,26.013521089930553,-0.04851499763889322,30.70086710412861,31.085183277916663,-0.38431617378805427
58,58,292.1658291457286,1.2437963746094902,0.8600569658332847,0.3837394087762055,5.979721954444443,5.930313871388888,0.049408083055555,10.958844193263888,10.950706674097221,0.008137519166666607,15.969321858194442,15.969846072638884,-0.0005242144444412844,20.979823048055554,20.99082086256944,-0.010997814513885373,25.965351587291664,26.01282053125,-0.047468943958335785,30.70137979642027,31.085855366249998,-0.3844755698297284
59,59,297.1859296482412,1.2397283128091658,0.8565476879860668,0.383180624823099,5.973167825486111,5.927337920347221,0.045829905138889515,10.955669042499999,10.948649665694441,0.007019376805557087,15.967706949652772,15.968589685486108,-0.0008827358333363122,20.977817897777772,20.98970189826389,-0.011884000486116264,25.963848818888884,26.01088590048611,-0.04703708159722453,30.70012162878662,31.084423891666663,-0.38430226288004476
60,60,302.20603015075375,1.2397023623924992,0.857776101874954,0.3819262605175452,5.975218918749999,5.929158492777777,0.04606042597222171,10.956725415416665,10.94942173298611,0.007303682430555014,15.969307869374997,15.969085306111108,0.00022256326388969683,20.977671488611108,20.98814185833333,-0.010470369722220596,25.963464260763885,26.010264392569443,-0.046800131805557754,30.69748771315638,31.08190904916666,-0.3844213360102806
61,61,307.2261306532663,1.2454506320452772,0.863438001041615,0.3820126310036621,5.978979473888888,5.933798247152777,0.045181226736111135,10.959032210138888,10.95288626597222,0.006145944166668471,15.973205810416665,15.972741285555552,0.00046452486111370206,20.981032171111107,20.988757233611107,-0.00772506250000049,25.96311233458333,26.009701267083333,-0.046588932500004177,30.697690170309166,31.081174481666658,-0.38348431135749195
62,62,312.2462311557789,1.2526973410036102,0.8689306908332886,0.38376665017032163,5.984495275694444,5.937293149374999,0.04720212631944509,10.967755236666665,10.957719800347222,0.010035436319443036,15.97677247722222,15.976468542291665,0.0003039349305549166,20.983466271388885,20.991846603402774,-0.008380332013889102,25.96365572236111,26.011725211666665,-0.048069489305554214,30.698013270656386,31.083475525972215,-0.38546225531582934
63,63,317.26633165829145,1.2518776446147217,0.8675500238193969,0.3843276207953248,5.986402870138888,5.936481645069444,0.0499212250694443,10.966561244444442,10.954720644722222,0.011840599722219736,15.974437279513886,15.973201339236109,0.001235940277776848,20.98070151104166,20.988954641041662,-0.008253130000003495,25.961152017986105,26.007408657013887,-0.04625663902778143,30.69466061912861,31.08029068125,-0.3856300621213897
64,64,322.286432160804,1.2472220052397214,0.863032877152729,0.38418912808699235,5.981860650624999,5.932019064861111,0.04984158576388875,10.96282674472222,10.949647350624998,0.013179394097221575,15.970191780763887,15.969304964652776,0.0008868161111106332,20.978571481180552,20.986207576041664,-0.007636094861112497,25.96095209930555,26.004816671944443,-0.043864572638891985,30.69488591704527,31.079935132222218,-0.3850492151769487
65,65,327.30653266331655,1.2426688878838419,0.8586391409721658,0.38402974691167613,5.980322811319444,5.929351589444443,0.050971221875000694,10.95808166486111,10.947617406597223,0.010464258263887416,15.96631726020833,15.966889660763886,-0.0005724005555567402,20.974923855902777,20.985758423263885,-0.010834567361108327,25.95940240423611,26.003911344513888,-0.04450894027777963,30.691965965309162,31.077510098958328,-0.38554413364916584
66,66,332.3266331658291,1.2393992194758328,0.8553585192360605,0.3840407002397722,5.9749794568055545,5.927065576527777,0.04791388027777721,10.956515478819444,10.948146983541665,0.00836849527777872,15.966888818402778,15.968867380763887,-0.0019785623611099368,20.97829690673611,20.987486351319443,-0.009189444583334705,25.961914823749996,26.00520121118055,-0.04328638743055535,30.693238000512263,31.077849525138884,-0.38461152462662085
67,67,337.3467336683417,1.2390017562761568,0.8573778541666177,0.3816239021095391,5.978208485833331,5.931905719374999,0.0463027664583322,10.958077709652777,10.953124165277778,0.004953544374998842,15.970571568958329,15.973893095555553,-0.003321526597224178,20.985201677291666,20.992099251388886,-0.006897574097219916,25.96835854270833,26.01300579493055,-0.044647252222219436,30.697625154609486,31.082376911527774,-0.38475175691828767
68,68,342.36683417085425,1.2390823223872678,0.8576268511805131,0.3814554712067547,5.976289898888888,5.9317082760416655,0.04458162284722267,10.957802023541667,10.95313677736111,0.004665246180557858,15.968544885486109,15.97332723256944,-0.004782347083331473,20.983417479583334,20.99097487069444,-0.007557391111106426,25.966814157152776,26.012583940555555,-0.04576978340277904,30.6973984095505,31.081273423749995,-0.3838750141994929
69,69,347.3869346733668,1.237440409823055,0.858215184861066,0.37922522496198896,5.97411508361111,5.9303078608333335,0.04380722277777682,10.958469160416664,10.951834103194443,0.006635057222220908,15.970368100416668,15.971783703263888,-0.0014156028472207538,20.984449805486108,20.989602672083333,-0.005152866597224914,25.966305466875,26.010963110694444,-0.044657643819444814,30.69609555898449,31.080771728263883,-0.38467616927939474
70,70,352.4070351758794,1.2368737446789346,0.8577283118055085,0.37914543287342617,5.972792591736111,5.92708132361111,0.04571126812500115,10.952333714652775,10.947028444930554,0.00530526972222134,15.96556900722222,15.965857666527775,-0.0002886593055553277,20.978968926041667,20.984463054791664,-0.005494128749997884,25.95936427680555,26.00558203395833,-0.046217757152778205,30.69071906947583,31.075083109930556,-0.3843640404547273
71,71,357.42713567839195,1.2367205578786105,0.8557620986110642,0.38095845926754623,5.971205125555555,5.925272835347221,0.04593229020833345,10.95090214548611,10.94517271298611,0.005729432499999021,15.963763484444444,15.964027394652776,-0.00026391020833216317,20.974496621041663,20.98222693347222,-0.007730312430556552,25.95625061020833,26.00077617798611,-0.04452556777778227,30.68876738558171,31.072234887569444,-0.3834675019877345
72,72,362.4472361809045,1.238333651698055,0.8571506857638389,0.3811829659342161,5.97401798423611,5.92748211048611,0.0465358737499999,10.95328221361111,10.946004839791664,0.007277373819446709,15.963583655902774,15.96334638347222,0.00023727243055304825,20.976327568680553,20.981550353263884,-0.0052227845833314746,25.95248827395833,25.998840401805552,-0.046352127847221425,30.687128113364718,31.070246613819435,-0.3831185004547173
73,73,367.46733668341705,1.2387195092674992,0.857815495486059,0.38090401378144023,5.975527401597222,5.9292572283333325,0.04627017326388927,10.95625872486111,10.94906430097222,0.0071944238888903556,15.968299672430554,15.968044957499997,0.00025471493055739813,20.977974191805554,20.984172341249998,-0.006198149444443857,25.95548323423611,26.001768188263885,-0.04628495402777588,30.69108999954527,31.07355541909722,-0.3824654195519521
74,74,372.4874371859296,1.2415649612119437,0.8609350615277301,0.38062989968421357,5.980378982430555,5.93342322097222,0.046955761458334244,10.960676246041665,10.95361989097222,0.007056355069444464,15.972022669930551,15.973517199374998,-0.0014945294444466128,20.98383551368055,20.989719139652777,-0.005883625972227691,25.955481818402774,26.005850906458328,-0.050369088055553846,30.693052697883836,31.076848124374994,-0.38379542649115805
75,75,377.5075376884422,1.2407338670400456,0.859038784097178,0.3816950829428676,5.979521693194443,5.930760062430554,0.04876163076388895,10.960550291944443,10.952174406527776,0.008375885416667117,15.96907811583333,15.973892142916664,-0.004814027083334338,20.984812306736107,20.991096803472217,-0.006284496736110867,25.957778089999994,26.00837490659722,-0.05059681659722415,30.69686902857305,31.08083084076388,-0.3839618121908295
76,76,382.52763819095475,1.2417991155817125,0.8578450980555077,0.38395401752620484,5.980944391874999,5.930667573819444,0.05027681805555506,10.961981854444442,10.951662673888888,0.010319180555553586,15.97165023131944,15.97360642451389,-0.00195619319444873,20.985116139791664,20.99107733486111,-0.005961195069446035,25.961251814861107,26.009754568263887,-0.04850275340277932,30.69637914856782,31.079981034374995,-0.3836018858071739
77,77,387.5477386934673,1.242953808017499,0.8568316221527307,0.38612218586476843,5.982134822708332,5.929897510347222,0.05223731236111018,10.962173534791665,10.95245451986111,0.009719014930555048,15.968225036944444,15.971795119236113,-0.0035700822916684416,20.986666347013887,20.990851047291663,-0.0041847002777757325,25.961473774513884,26.01042705201389,-0.04895327750000433,30.697940483225832,31.081611715208332,-0.3836712319825004
78,78,392.5678391959799,1.2408739014897217,0.8535524845832836,0.38732141690643807,5.9820944342256475,5.927723493749999,0.054370940475648055,10.961925221805553,10.949560303819444,0.012364917986108281,15.970090465694442,15.968944762986107,0.00114570270833525,20.98438990673611,20.990087305486107,-0.005697398749997973,25.96685788444444,26.012495919722216,-0.04563803527777566,30.699624506008846,31.082876298472215,-0.38325179246336916
79,79,397.58793969849245,1.2458944732258326,0.8558607398610629,0.39003373336476965,5.983637812013888,5.928193911388888,0.05544390062499982,10.961360792708332,10.949893718472222,0.011467074236110264,15.97034730986111,15.968090620347223,0.0022566895138869114,20.98557899194444,20.988847988194443,-0.003268996250003653,25.96276797131944,26.009289125138885,-0.04652115381944455,30.69755947316162,31.07897866118055,-0.38141918801893127
80,80,402.608040201005,1.2437076096789346,0.8566997304860655,0.38700787919286905,5.983623405625,5.929683112013888,0.05394029361111219,10.962707263402775,10.952169019513887,0.010538243888888132,15.970108658124998,15.971307899097221,-0.0011992409722232367,20.984962418055552,20.99009920409722,-0.005136786041667563,25.961330432430557,26.011815401388887,-0.050484968958329546,30.697151506073048,31.07993811944444,-0.3827866133713904
