v [cm$^{-1}$]    I(v) [$\AA^{4}$ amu$^{-1}$]    I_Norm(v) [AU]
    98.600000                      35.127294          0.006779
    98.700000                      40.511527          0.007818
    98.800000                      34.924006          0.006740
    98.900000                      24.882367          0.004802
    99.000000                      16.956917          0.003272
    99.100000                      11.850424          0.002287
    99.200000                       8.647643          0.001669
    99.300000                       6.587825          0.001271
    99.400000                       5.213715          0.001006
    99.500000                       4.264044          0.000823
    99.600000                       3.587489          0.000692
    99.700000                       3.093675          0.000597
    99.800000                       2.726821          0.000526
    99.900000                       2.451477          0.000473
   100.000000                       2.244613          0.000433
   100.100000                       2.091105          0.000404
   100.200000                       1.981121          0.000382
   100.300000                       1.908590          0.000368
   100.400000                       1.870367          0.000361
   100.500000                       1.865862          0.000360
   100.600000                       1.897082          0.000366
   100.700000                       1.969079          0.000380
   100.800000                       2.090994          0.000404
   100.900000                       2.277983          0.000440
   101.000000                       2.554737          0.000493
   101.100000                       2.961871          0.000572
   101.200000                       3.567747          0.000689
   101.300000                       4.490245          0.000867
   101.400000                       5.933646          0.001145
   101.500000                       8.226473          0.001588
   101.600000                      11.711623          0.002260
   101.700000                      15.975264          0.003083
   101.800000                      18.931121          0.003653
   101.900000                      18.854219          0.003639
   102.000000                      15.607276          0.003012
   102.100000                      11.229993          0.002167
   102.200000                       7.808043          0.001507
   102.300000                       5.576482          0.001076
   102.400000                       4.156525          0.000802
   102.500000                       3.228764          0.000623
   102.600000                       2.599041          0.000502
   102.700000                       2.155338          0.000416
   102.800000                       1.832122          0.000354
   102.900000                       1.589802          0.000307
   103.000000                       1.403604          0.000271
   103.100000                       1.257484          0.000243
   103.200000                       1.140733          0.000220
   103.300000                       1.045997          0.000202
   103.400000                       0.968104          0.000187
   103.500000                       0.903331          0.000174
   103.600000                       0.848951          0.000164
   103.700000                       0.802927          0.000155
   103.800000                       0.763717          0.000147
   103.900000                       0.730135          0.000141
   104.000000                       0.701260          0.000135
   104.100000                       0.676367          0.000131
   104.200000                       0.654881          0.000126
   104.300000                       0.636343          0.000123
   104.400000                       0.620383          0.000120
   104.500000                       0.606700          0.000117
   104.600000                       0.595053          0.000115
   104.700000                       0.585243          0.000113
   104.800000                       0.577110          0.000111
   104.900000                       0.570525          0.000110
   105.000000                       0.565384          0.000109
   105.100000                       0.561605          0.000108
   105.200000                       0.559126          0.000108
   105.300000                       0.557899          0.000108
   105.400000                       0.557895          0.000108
   105.500000                       0.559095          0.000108
   105.600000                       0.561495          0.000108
   105.700000                       0.565102          0.000109
   105.800000                       0.569937          0.000110
   105.900000                       0.576032          0.000111
   106.000000                       0.583429          0.000113
   106.100000                       0.592187          0.000114
   106.200000                       0.602375          0.000116
   106.300000                       0.614081          0.000119
   106.400000                       0.627406          0.000121
   106.500000                       0.642470          0.000124
   106.600000                       0.659416          0.000127
   106.700000                       0.678407          0.000131
   106.800000                       0.699636          0.000135
   106.900000                       0.723326          0.000140
   107.000000                       0.749737          0.000145
   107.100000                       0.779172          0.000150
   107.200000                       0.811984          0.000157
   107.300000                       0.848588          0.000164
   107.400000                       0.889471          0.000172
   107.500000                       0.935209          0.000180
   107.600000                       0.986482          0.000190
   107.700000                       1.044104          0.000201
   107.800000                       1.109047          0.000214
   107.900000                       1.182486          0.000228
   108.000000                       1.265845          0.000244
   108.100000                       1.360865          0.000263
   108.200000                       1.469694          0.000284
   108.300000                       1.595000          0.000308
   108.400000                       1.740132          0.000336
   108.500000                       1.909338          0.000368
   108.600000                       2.108065          0.000407
   108.700000                       2.343389          0.000452
   108.800000                       2.624626          0.000507
   108.900000                       2.964229          0.000572
   109.000000                       3.379136          0.000652
   109.100000                       3.892811          0.000751
   109.200000                       4.538461          0.000876
   109.300000                       5.364200          0.001035
   109.400000                       6.441606          0.001243
   109.500000                       7.880367          0.001521
   109.600000                       9.854141          0.001902
   109.700000                      12.647677          0.002441
   109.800000                      16.744375          0.003231
   109.900000                      22.986772          0.004436
   110.000000                      32.833152          0.006336
   110.100000                      48.499467          0.009360
   110.200000                      71.351814          0.013770
   110.300000                      93.780011          0.018098
   110.400000                      94.588411          0.018254
   110.500000                      72.768275          0.014043
   110.600000                      49.587015          0.009570
   110.700000                      33.522378          0.006469
   110.800000                      23.411481          0.004518
   110.900000                      17.009898          0.003283
   111.000000                      12.816610          0.002473
   111.100000                       9.962185          0.001923
   111.200000                       7.948223          0.001534
   111.300000                       6.481674          0.001251
   111.400000                       5.384167          0.001039
   111.500000                       4.543256          0.000877
   111.600000                       3.885689          0.000750
   111.700000                       3.362301          0.000649
   111.800000                       2.939210          0.000567
   111.900000                       2.592498          0.000500
   112.000000                       2.304924          0.000445
   112.100000                       2.063820          0.000398
   112.200000                       1.859717          0.000359
   112.300000                       1.685429          0.000325
   112.400000                       1.535425          0.000296
   112.500000                       1.405395          0.000271
   112.600000                       1.291943          0.000249
   112.700000                       1.192360          0.000230
   112.800000                       1.104469          0.000213
   112.900000                       1.026503          0.000198
   113.000000                       0.957015          0.000185
   113.100000                       0.894813          0.000173
   113.200000                       0.838907          0.000162
   113.300000                       0.788469          0.000152
   113.400000                       0.742802          0.000143
   113.500000                       0.701319          0.000135
   113.600000                       0.663518          0.000128
   113.700000                       0.628971          0.000121
   113.800000                       0.597311          0.000115
   113.900000                       0.568221          0.000110
   114.000000                       0.541427          0.000104
   114.100000                       0.516689          0.000100
   114.200000                       0.493799          0.000095
   114.300000                       0.472574          0.000091
   114.400000                       0.452854          0.000087
   114.500000                       0.434498          0.000084
   114.600000                       0.417379          0.000081
   114.700000                       0.401387          0.000077
   114.800000                       0.386422          0.000075
   114.900000                       0.372398          0.000072
   115.000000                       0.359234          0.000069
   115.100000                       0.346859          0.000067
   115.200000                       0.335212          0.000065
   115.300000                       0.324233          0.000063
   115.400000                       0.313871          0.000061
   115.500000                       0.304080          0.000059
   115.600000                       0.294817          0.000057
   115.700000                       0.286043          0.000055
   115.800000                       0.277725          0.000054
   115.900000                       0.269829          0.000052
   116.000000                       0.262326          0.000051
   116.100000                       0.255191          0.000049
   116.200000                       0.248398          0.000048
   116.300000                       0.241925          0.000047
   116.400000                       0.235752          0.000045
   116.500000                       0.229859          0.000044
   116.600000                       0.224230          0.000043
   116.700000                       0.218848          0.000042
   116.800000                       0.213698          0.000041
   116.900000                       0.208767          0.000040
   117.000000                       0.204042          0.000039
   117.100000                       0.199511          0.000039
   117.200000                       0.195163          0.000038
   117.300000                       0.190988          0.000037
   117.400000                       0.186976          0.000036
   117.500000                       0.183120          0.000035
   117.600000                       0.179410          0.000035
   117.700000                       0.175839          0.000034
   117.800000                       0.172399          0.000033
   117.900000                       0.169085          0.000033
   118.000000                       0.165889          0.000032
   118.100000                       0.162807          0.000031
   118.200000                       0.159832          0.000031
   118.300000                       0.156960          0.000030
   118.400000                       0.154185          0.000030
   118.500000                       0.151503          0.000029
   118.600000                       0.148909          0.000029
   118.700000                       0.146401          0.000028
   118.800000                       0.143974          0.000028
   118.900000                       0.141624          0.000027
   119.000000                       0.139348          0.000027
   119.100000                       0.137143          0.000026
   119.200000                       0.135006          0.000026
   119.300000                       0.132935          0.000026
   119.400000                       0.130926          0.000025
   119.500000                       0.128977          0.000025
   119.600000                       0.127086          0.000025
   119.700000                       0.125251          0.000024
   119.800000                       0.123469          0.000024
   119.900000                       0.121738          0.000023
   120.000000                       0.120057          0.000023
   120.100000                       0.118424          0.000023
   120.200000                       0.116837          0.000023
   120.300000                       0.115295          0.000022
   120.400000                       0.113796          0.000022
   120.500000                       0.112339          0.000022
   120.600000                       0.110922          0.000021
   120.700000                       0.109545          0.000021
   120.800000                       0.108206          0.000021
   120.900000                       0.106904          0.000021
   121.000000                       0.105638          0.000020
   121.100000                       0.104407          0.000020
   121.200000                       0.103212          0.000020
   121.300000                       0.102049          0.000020
   121.400000                       0.100921          0.000019
   121.500000                       0.099824          0.000019
   121.600000                       0.098760          0.000019
   121.700000                       0.097728          0.000019
   121.800000                       0.096727          0.000019
   121.900000                       0.095758          0.000018
   122.000000                       0.094819          0.000018
   122.100000                       0.093913          0.000018
   122.200000                       0.093037          0.000018
   122.300000                       0.092194          0.000018
   122.400000                       0.091383          0.000018
   122.500000                       0.090606          0.000017
   122.600000                       0.089863          0.000017
   122.700000                       0.089156          0.000017
   122.800000                       0.088485          0.000017
   122.900000                       0.087854          0.000017
   123.000000                       0.087265          0.000017
   123.100000                       0.086720          0.000017
   123.200000                       0.086223          0.000017
   123.300000                       0.085780          0.000017
   123.400000                       0.085394          0.000016
   123.500000                       0.085074          0.000016
   123.600000                       0.084827          0.000016
   123.700000                       0.084663          0.000016
   123.800000                       0.084597          0.000016
   123.900000                       0.084643          0.000016
   124.000000                       0.084824          0.000016
   124.100000                       0.085165          0.000016
   124.200000                       0.085700          0.000017
   124.300000                       0.086477          0.000017
   124.400000                       0.087556          0.000017
   124.500000                       0.089019          0.000017
   124.600000                       0.090983          0.000018
   124.700000                       0.093608          0.000018
   124.800000                       0.097131          0.000019
   124.900000                       0.101901          0.000020
   125.000000                       0.108458          0.000021
   125.100000                       0.117653          0.000023
   125.200000                       0.130890          0.000025
   125.300000                       0.150554          0.000029
   125.400000                       0.180763          0.000035
   125.500000                       0.228359          0.000044
   125.600000                       0.301944          0.000058
   125.700000                       0.398671          0.000077
   125.800000                       0.474333          0.000092
   125.900000                       0.482625          0.000093
   126.000000                       0.450054          0.000087
   126.100000                       0.409894          0.000079
   126.200000                       0.348739          0.000067
   126.300000                       0.271143          0.000052
   126.400000                       0.207595          0.000040
   126.500000                       0.164852          0.000032
   126.600000                       0.137036          0.000026
   126.700000                       0.118475          0.000023
   126.800000                       0.105598          0.000020
   126.900000                       0.096312          0.000019
   127.000000                       0.089382          0.000017
   127.100000                       0.084050          0.000016
   127.200000                       0.079839          0.000015
   127.300000                       0.076437          0.000015
   127.400000                       0.073633          0.000014
   127.500000                       0.071280          0.000014
   127.600000                       0.069276          0.000013
   127.700000                       0.067543          0.000013
   127.800000                       0.066027          0.000013
   127.900000                       0.064686          0.000012
   128.000000                       0.063487          0.000012
   128.100000                       0.062406          0.000012
   128.200000                       0.061423          0.000012
   128.300000                       0.060523          0.000012
   128.400000                       0.059692          0.000012
   128.500000                       0.058922          0.000011
   128.600000                       0.058204          0.000011
   128.700000                       0.057530          0.000011
   128.800000                       0.056896          0.000011
   128.900000                       0.056296          0.000011
   129.000000                       0.055728          0.000011
   129.100000                       0.055186          0.000011
   129.200000                       0.054669          0.000011
   129.300000                       0.054174          0.000010
   129.400000                       0.053699          0.000010
   129.500000                       0.053242          0.000010
   129.600000                       0.052801          0.000010
   129.700000                       0.052376          0.000010
   129.800000                       0.051964          0.000010
   129.900000                       0.051565          0.000010
   130.000000                       0.051178          0.000010
   130.100000                       0.050802          0.000010
   130.200000                       0.050436          0.000010
   130.300000                       0.050080          0.000010
   130.400000                       0.049733          0.000010
   130.500000                       0.049394          0.000010
   130.600000                       0.049063          0.000009
   130.700000                       0.048740          0.000009
   130.800000                       0.048423          0.000009
   130.900000                       0.048114          0.000009
   131.000000                       0.047810          0.000009
   131.100000                       0.047513          0.000009
   131.200000                       0.047222          0.000009
   131.300000                       0.046936          0.000009
   131.400000                       0.046655          0.000009
   131.500000                       0.046379          0.000009
   131.600000                       0.046109          0.000009
   131.700000                       0.045843          0.000009
   131.800000                       0.045581          0.000009
   131.900000                       0.045324          0.000009
   132.000000                       0.045071          0.000009
   132.100000                       0.044822          0.000009
   132.200000                       0.044577          0.000009
   132.300000                       0.044336          0.000009
   132.400000                       0.044098          0.000009
   132.500000                       0.043864          0.000008
   132.600000                       0.043633          0.000008
   132.700000                       0.043406          0.000008
   132.800000                       0.043182          0.000008
   132.900000                       0.042961          0.000008
   133.000000                       0.042743          0.000008
   133.100000                       0.042528          0.000008
   133.200000                       0.042316          0.000008
   133.300000                       0.042107          0.000008
   133.400000                       0.041901          0.000008
   133.500000                       0.041697          0.000008
   133.600000                       0.041496          0.000008
   133.700000                       0.041298          0.000008
   133.800000                       0.041102          0.000008
   133.900000                       0.040908          0.000008
   134.000000                       0.040717          0.000008
   134.100000                       0.040529          0.000008
   134.200000                       0.040342          0.000008
   134.300000                       0.040158          0.000008
   134.400000                       0.039977          0.000008
   134.500000                       0.039797          0.000008
   134.600000                       0.039619          0.000008
   134.700000                       0.039444          0.000008
   134.800000                       0.039271          0.000008
   134.900000                       0.039099          0.000008
   135.000000                       0.038930          0.000008
   135.100000                       0.038762          0.000007
   135.200000                       0.038597          0.000007
   135.300000                       0.038433          0.000007
   135.400000                       0.038271          0.000007
   135.500000                       0.038111          0.000007
   135.600000                       0.037953          0.000007
   135.700000                       0.037797          0.000007
   135.800000                       0.037642          0.000007
   135.900000                       0.037489          0.000007
   136.000000                       0.037337          0.000007
   136.100000                       0.037188          0.000007
   136.200000                       0.037039          0.000007
   136.300000                       0.036893          0.000007
   136.400000                       0.036748          0.000007
   136.500000                       0.036604          0.000007
   136.600000                       0.036462          0.000007
   136.700000                       0.036322          0.000007
   136.800000                       0.036183          0.000007
   136.900000                       0.036045          0.000007
   137.000000                       0.035909          0.000007
   137.100000                       0.035774          0.000007
   137.200000                       0.035641          0.000007
   137.300000                       0.035509          0.000007
   137.400000                       0.035379          0.000007
   137.500000                       0.035249          0.000007
   137.600000                       0.035121          0.000007
   137.700000                       0.034995          0.000007
   137.800000                       0.034869          0.000007
   137.900000                       0.034745          0.000007
   138.000000                       0.034622          0.000007
   138.100000                       0.034500          0.000007
   138.200000                       0.034380          0.000007
   138.300000                       0.034260          0.000007
   138.400000                       0.034142          0.000007
   138.500000                       0.034025          0.000007
   138.600000                       0.033910          0.000007
   138.700000                       0.033795          0.000007
   138.800000                       0.033681          0.000006
   138.900000                       0.033569          0.000006
   139.000000                       0.033457          0.000006
   139.100000                       0.033347          0.000006
   139.200000                       0.033238          0.000006
   139.300000                       0.033130          0.000006
   139.400000                       0.033022          0.000006
   139.500000                       0.032916          0.000006
   139.600000                       0.032811          0.000006
   139.700000                       0.032707          0.000006
   139.800000                       0.032604          0.000006
   139.900000                       0.032502          0.000006
   140.000000                       0.032400          0.000006
   140.100000                       0.032300          0.000006
   140.200000                       0.032201          0.000006
   140.300000                       0.032103          0.000006
   140.400000                       0.032005          0.000006
   140.500000                       0.031909          0.000006
   140.600000                       0.031813          0.000006
   140.700000                       0.031718          0.000006
   140.800000                       0.031624          0.000006
   140.900000                       0.031531          0.000006
   141.000000                       0.031439          0.000006
   141.100000                       0.031348          0.000006
   141.200000                       0.031257          0.000006
   141.300000                       0.031168          0.000006
   141.400000                       0.031079          0.000006
   141.500000                       0.030991          0.000006
   141.600000                       0.030904          0.000006
   141.700000                       0.030817          0.000006
   141.800000                       0.030732          0.000006
   141.900000                       0.030647          0.000006
   142.000000                       0.030563          0.000006
   142.100000                       0.030480          0.000006
   142.200000                       0.030397          0.000006
   142.300000                       0.030315          0.000006
   142.400000                       0.030234          0.000006
   142.500000                       0.030154          0.000006
   142.600000                       0.030075          0.000006
   142.700000                       0.029996          0.000006
   142.800000                       0.029918          0.000006
   142.900000                       0.029840          0.000006
   143.000000                       0.029764          0.000006
   143.100000                       0.029688          0.000006
   143.200000                       0.029612          0.000006
   143.300000                       0.029538          0.000006
   143.400000                       0.029464          0.000006
   143.500000                       0.029390          0.000006
   143.600000                       0.029318          0.000006
   143.700000                       0.029246          0.000006
   143.800000                       0.029174          0.000006
   143.900000                       0.029104          0.000006
   144.000000                       0.029033          0.000006
   144.100000                       0.028964          0.000006
   144.200000                       0.028895          0.000006
   144.300000                       0.028827          0.000006
   144.400000                       0.028759          0.000006
   144.500000                       0.028692          0.000006
   144.600000                       0.028626          0.000006
   144.700000                       0.028560          0.000006
   144.800000                       0.028495          0.000005
   144.900000                       0.028430          0.000005
   145.000000                       0.028366          0.000005
   145.100000                       0.028303          0.000005
   145.200000                       0.028240          0.000005
   145.300000                       0.028178          0.000005
   145.400000                       0.028116          0.000005
   145.500000                       0.028055          0.000005
   145.600000                       0.027994          0.000005
   145.700000                       0.027934          0.000005
   145.800000                       0.027874          0.000005
   145.900000                       0.027815          0.000005
   146.000000                       0.027757          0.000005
   146.100000                       0.027699          0.000005
   146.200000                       0.027641          0.000005
   146.300000                       0.027584          0.000005
   146.400000                       0.027528          0.000005
   146.500000                       0.027472          0.000005
   146.600000                       0.027417          0.000005
   146.700000                       0.027362          0.000005
   146.800000                       0.027307          0.000005
   146.900000                       0.027253          0.000005
   147.000000                       0.027200          0.000005
   147.100000                       0.027147          0.000005
   147.200000                       0.027095          0.000005
   147.300000                       0.027043          0.000005
   147.400000                       0.026991          0.000005
   147.500000                       0.026940          0.000005
   147.600000                       0.026890          0.000005
   147.700000                       0.026839          0.000005
   147.800000                       0.026790          0.000005
   147.900000                       0.026741          0.000005
   148.000000                       0.026692          0.000005
   148.100000                       0.026644          0.000005
   148.200000                       0.026596          0.000005
   148.300000                       0.026548          0.000005
   148.400000                       0.026502          0.000005
   148.500000                       0.026455          0.000005
   148.600000                       0.026409          0.000005
   148.700000                       0.026363          0.000005
   148.800000                       0.026318          0.000005
   148.900000                       0.026273          0.000005
   149.000000                       0.026229          0.000005
   149.100000                       0.026185          0.000005
   149.200000                       0.026142          0.000005
   149.300000                       0.026098          0.000005
   149.400000                       0.026056          0.000005
   149.500000                       0.026013          0.000005
   149.600000                       0.025972          0.000005
   149.700000                       0.025930          0.000005
   149.800000                       0.025889          0.000005
   149.900000                       0.025848          0.000005
   150.000000                       0.025808          0.000005
   150.100000                       0.025768          0.000005
   150.200000                       0.025729          0.000005
   150.300000                       0.025690          0.000005
   150.400000                       0.025651          0.000005
   150.500000                       0.025613          0.000005
   150.600000                       0.025575          0.000005
   150.700000                       0.025537          0.000005
   150.800000                       0.025500          0.000005
   150.900000                       0.025463          0.000005
   151.000000                       0.025427          0.000005
   151.100000                       0.025390          0.000005
   151.200000                       0.025355          0.000005
   151.300000                       0.025319          0.000005
   151.400000                       0.025284          0.000005
   151.500000                       0.025250          0.000005
   151.600000                       0.025215          0.000005
   151.700000                       0.025182          0.000005
   151.800000                       0.025148          0.000005
   151.900000                       0.025115          0.000005
   152.000000                       0.025082          0.000005
   152.100000                       0.025049          0.000005
   152.200000                       0.025017          0.000005
   152.300000                       0.024985          0.000005
   152.400000                       0.024954          0.000005
   152.500000                       0.024923          0.000005
   152.600000                       0.024892          0.000005
   152.700000                       0.024862          0.000005
   152.800000                       0.024831          0.000005
   152.900000                       0.024802          0.000005
   153.000000                       0.024772          0.000005
   153.100000                       0.024743          0.000005
   153.200000                       0.024714          0.000005
   153.300000                       0.024686          0.000005
   153.400000                       0.024658          0.000005
   153.500000                       0.024630          0.000005
   153.600000                       0.024602          0.000005
   153.700000                       0.024575          0.000005
   153.800000                       0.024548          0.000005
   153.900000                       0.024522          0.000005
   154.000000                       0.024496          0.000005
   154.100000                       0.024470          0.000005
   154.200000                       0.024444          0.000005
   154.300000                       0.024419          0.000005
   154.400000                       0.024394          0.000005
   154.500000                       0.024369          0.000005
   154.600000                       0.024345          0.000005
   154.700000                       0.024321          0.000005
   154.800000                       0.024297          0.000005
   154.900000                       0.024274          0.000005
   155.000000                       0.024251          0.000005
   155.100000                       0.024228          0.000005
   155.200000                       0.024205          0.000005
   155.300000                       0.024183          0.000005
   155.400000                       0.024161          0.000005
   155.500000                       0.024140          0.000005
   155.600000                       0.024118          0.000005
   155.700000                       0.024097          0.000005
   155.800000                       0.024077          0.000005
   155.900000                       0.024056          0.000005
   156.000000                       0.024036          0.000005
   156.100000                       0.024016          0.000005
   156.200000                       0.023997          0.000005
   156.300000                       0.023978          0.000005
   156.400000                       0.023959          0.000005
   156.500000                       0.023940          0.000005
   156.600000                       0.023922          0.000005
   156.700000                       0.023904          0.000005
   156.800000                       0.023886          0.000005
   156.900000                       0.023868          0.000005
   157.000000                       0.023851          0.000005
   157.100000                       0.023834          0.000005
   157.200000                       0.023817          0.000005
   157.300000                       0.023801          0.000005
   157.400000                       0.023785          0.000005
   157.500000                       0.023769          0.000005
   157.600000                       0.023754          0.000005
   157.700000                       0.023738          0.000005
   157.800000                       0.023723          0.000005
   157.900000                       0.023709          0.000005
   158.000000                       0.023694          0.000005
   158.100000                       0.023680          0.000005
   158.200000                       0.023666          0.000005
   158.300000                       0.023653          0.000005
   158.400000                       0.023640          0.000005
   158.500000                       0.023627          0.000005
   158.600000                       0.023614          0.000005
   158.700000                       0.023601          0.000005
   158.800000                       0.023589          0.000005
   158.900000                       0.023577          0.000005
   159.000000                       0.023566          0.000005
   159.100000                       0.023554          0.000005
   159.200000                       0.023543          0.000005
   159.300000                       0.023533          0.000005
   159.400000                       0.023522          0.000005
   159.500000                       0.023512          0.000005
   159.600000                       0.023502          0.000005
   159.700000                       0.023492          0.000005
   159.800000                       0.023483          0.000005
   159.900000                       0.023474          0.000005
   160.000000                       0.023465          0.000005
   160.100000                       0.023456          0.000005
   160.200000                       0.023448          0.000005
   160.300000                       0.023440          0.000005
   160.400000                       0.023432          0.000005
   160.500000                       0.023424          0.000005
   160.600000                       0.023417          0.000005
   160.700000                       0.023410          0.000005
   160.800000                       0.023403          0.000005
   160.900000                       0.023397          0.000005
   161.000000                       0.023391          0.000005
   161.100000                       0.023385          0.000005
   161.200000                       0.023379          0.000005
   161.300000                       0.023374          0.000005
   161.400000                       0.023369          0.000005
   161.500000                       0.023364          0.000005
   161.600000                       0.023360          0.000005
   161.700000                       0.023356          0.000005
   161.800000                       0.023352          0.000005
   161.900000                       0.023348          0.000005
   162.000000                       0.023344          0.000005
   162.100000                       0.023341          0.000005
   162.200000                       0.023339          0.000005
   162.300000                       0.023336          0.000005
   162.400000                       0.023334          0.000005
   162.500000                       0.023332          0.000005
   162.600000                       0.023330          0.000005
   162.700000                       0.023328          0.000005
   162.800000                       0.023327          0.000005
   162.900000                       0.023326          0.000005
   163.000000                       0.023326          0.000005
   163.100000                       0.023325          0.000005
   163.200000                       0.023325          0.000005
   163.300000                       0.023326          0.000005
   163.400000                       0.023326          0.000005
   163.500000                       0.023327          0.000005
   163.600000                       0.023328          0.000005
   163.700000                       0.023329          0.000005
   163.800000                       0.023331          0.000005
   163.900000                       0.023333          0.000005
   164.000000                       0.023335          0.000005
   164.100000                       0.023338          0.000005
   164.200000                       0.023340          0.000005
   164.300000                       0.023343          0.000005
   164.400000                       0.023347          0.000005
   164.500000                       0.023350          0.000005
   164.600000                       0.023354          0.000005
   164.700000                       0.023359          0.000005
   164.800000                       0.023363          0.000005
   164.900000                       0.023368          0.000005
   165.000000                       0.023373          0.000005
   165.100000                       0.023379          0.000005
   165.200000                       0.023384          0.000005
   165.300000                       0.023390          0.000005
   165.400000                       0.023397          0.000005
   165.500000                       0.023403          0.000005
   165.600000                       0.023410          0.000005
   165.700000                       0.023418          0.000005
   165.800000                       0.023425          0.000005
   165.900000                       0.023433          0.000005
   166.000000                       0.023441          0.000005
   166.100000                       0.023450          0.000005
   166.200000                       0.023458          0.000005
   166.300000                       0.023468          0.000005
   166.400000                       0.023477          0.000005
   166.500000                       0.023487          0.000005
   166.600000                       0.023497          0.000005
   166.700000                       0.023507          0.000005
   166.800000                       0.023518          0.000005
   166.900000                       0.023529          0.000005
   167.000000                       0.023540          0.000005
   167.100000                       0.023552          0.000005
   167.200000                       0.023564          0.000005
   167.300000                       0.023576          0.000005
   167.400000                       0.023589          0.000005
   167.500000                       0.023602          0.000005
   167.600000                       0.023615          0.000005
   167.700000                       0.023629          0.000005
   167.800000                       0.023643          0.000005
   167.900000                       0.023658          0.000005
   168.000000                       0.023672          0.000005
   168.100000                       0.023687          0.000005
   168.200000                       0.023703          0.000005
   168.300000                       0.023719          0.000005
   168.400000                       0.023735          0.000005
   168.500000                       0.023751          0.000005
   168.600000                       0.023768          0.000005
   168.700000                       0.023785          0.000005
   168.800000                       0.023803          0.000005
   168.900000                       0.023821          0.000005
   169.000000                       0.023839          0.000005
   169.100000                       0.023858          0.000005
   169.200000                       0.023877          0.000005
   169.300000                       0.023896          0.000005
   169.400000                       0.023916          0.000005
   169.500000                       0.023936          0.000005
   169.600000                       0.023957          0.000005
   169.700000                       0.023978          0.000005
   169.800000                       0.023999          0.000005
   169.900000                       0.024021          0.000005
   170.000000                       0.024043          0.000005
